"USC00470273","2018-06-01","43.04118","-89.42872","265.2","UW ARBORETUM MADISON, WI US","    0",",,7,0800",,,,,"  294",",,7","  172",",,7",,,,,,,"  233",",,7,0800",,,,,,,,,,
"USC00470273","2018-06-02","43.04118","-89.42872","265.2","UW ARBORETUM MADISON, WI US","    0",",,7,0800",,,,,"  250",",,7","  106",",,7",,,,,,,"  144",",,7,0800",,,,,,,,,,
"USC00470273","2018-06-03","43.04118","-89.42872","265.2","UW ARBORETUM MADISON, WI US","   38",",,7,0800",,,,,"  217",",,7","  122",",,7",,,,,,,"  178",",,7,0800",,,,,,,,,,
"USC00470273","2018-06-04","43.04118","-89.42872","265.2","UW ARBORETUM MADISON, WI US","    3",",,7,0800",,,,,"  200",",,7","   94",",,7",,,,,,,"  189",",,7,0800",,,,,,,,,,
"USC00470273","2018-06-05","43.04118","-89.42872","265.2","UW ARBORETUM MADISON, WI US","   23",",,7,0800",,,,,"  261",",,7","  144",",,7",,,,,,,"  194",",,7,0800",,,,,,,,,,
"USC00470273","2018-06-06","43.04118","-89.42872","265.2","UW ARBORETUM MADISON, WI US","    0",",,7,0800",,,,,"  233",",,7","   94",",,7",,,,,,,"  139",",,7,0800",,,,,,,,,,
"USC00470273","2018-06-07","43.04118","-89.42872","265.2","UW ARBORETUM MADISON, WI US","   76",",,7,0800",,,,,"  233",",,7","  122",",,7",,,,,,,"  183",",,7,0800",,,,,,,,,,
"USC00470273","2018-06-08","43.04118","-89.42872","265.2","UW ARBORETUM MADISON, WI US","    0",",,7,0800",,,,,"  278",",,7","  144",",,7",,,,,,,"  189",",,7,0800",,,,,,,,,,
"USC00470273","2018-06-09","43.04118","-89.42872","265.2","UW ARBORETUM MADISON, WI US","   89",",,7,0800",,,,,"  222",",,7","  139",",,7",,,,,,,"  183",",,7,0800",,,,,,,,,,
"USC00470273","2018-06-10","43.04118","-89.42872","265.2","UW ARBORETUM MADISON, WI US","  457",",,7,0800",,,,,"  256",",,7","  161",",,7",,,,,,,"  167",",,7,0800",,,,,,,,,,
"USC00470273","2018-06-11","43.04118","-89.42872","265.2","UW ARBORETUM MADISON, WI US","   10",",,7,0800",,,,,"  194",",,7","  150",",,7",,,,,,,"  194",",,7,0800",,,,,,,,,,
