"USC00203391","2018-04-02","44.6546","-84.6998","346.6","GRAYLING, MI US","    3",",,7","    0","T,,7","   51",",,7","   50",",,7","  -78",",,7",,,,,,,,,"  -33",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-03","44.6546","-84.6998","346.6","GRAYLING, MI US","   76",",,7","  152",",,7","  178",",,7","   11",",,7","  -56",",,7",,,,,,,,,"  -56",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-04","44.6546","-84.6998","346.6","GRAYLING, MI US","    0",",,7","    0",",,7","  178",",,7","  -33",",,7"," -206",",,7",,,,,,,,," -194",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-05","44.6546","-84.6998","346.6","GRAYLING, MI US","    8",",,7","    0",",,7","  178",",,7","   17",",,7"," -200",",,7",,,,,,,,,"  -39",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-06","44.6546","-84.6998","346.6","GRAYLING, MI US","    0",",,7","    0",",,7","  178",",,7","  -11",",,7"," -106",",,7",,,,,,,,,"  -56",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-07","44.6546","-84.6998","346.6","GRAYLING, MI US","    0",",,7","    0",",,7","  152",",,7","  -39",",,7"," -183",",,7",,,,,,,,," -133",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-08","44.6546","-84.6998","346.6","GRAYLING, MI US","    0",",,7","    0",",,7","  127",",,7","   17",",,7"," -133",",,7",,,,,,,,,"  -67",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-09","44.6546","-84.6998","346.6","GRAYLING, MI US","    0",",,7","    0",",,7","  127",",,7","   28",",,7"," -106",",,7",,,,,,,,," -100",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-10","44.6546","-84.6998","346.6","GRAYLING, MI US","    0","T,,7","    0","T,,7","   76",",,7","   67",",,7"," -100",",,7",,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-11","44.6546","-84.6998","346.6","GRAYLING, MI US","   58",",,7","    0",",,7","    0","T,,7","   72",",,7","  -28",",,7",,,,,,,,,"   17",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-12","44.6546","-84.6998","346.6","GRAYLING, MI US","    5",",,7","    0",",,7","    0","T,,7","   72",",,7","   -6",",,7",,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-13","44.6546","-84.6998","346.6","GRAYLING, MI US","  188",",,7","   76",",,7","   76",",,7","   17",",,7","  -22",",,7",,,,,,,,,"  -22",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-14","44.6546","-84.6998","346.6","GRAYLING, MI US","  196",",,7","   51",",,7","  127",",,7","  -22",",,7","  -67",",,7",,,,,,,,,"  -50",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-15","44.6546","-84.6998","346.6","GRAYLING, MI US","  163",",,7","   51",",,7","  178",",,7","  -11",",,7","  -50",",,7",,,,,,,,,"  -17",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203391","2018-04-16","44.6546","-84.6998","346.6","GRAYLING, MI US","   51",",,7","  102",",,7","  254",",,7","    0",",,7","  -61",",,7",,,,,,,,,"  -50",",,7",,,,,,,,,,,,,,,,,,,,,,
