"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CEM00043441","2018-01-30","7.467","80.367","116.0","KURUNEGALA, CE","   23",",,S","  285",",,S","  238",",,S","  261","H,,S"
"CEM00043441","2018-01-31","7.467","80.367","116.0","KURUNEGALA, CE","   15",",,S","  272",",,S","  235",",,S","  249","H,,S"
"CEM00043441","2018-02-01","7.467","80.367","116.0","KURUNEGALA, CE","    3",",,S","  322",",,S","  216",",,S","  275","H,,S"
"CEM00043441","2018-02-02","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  333",",,S","  218",",,S","  297","H,,S"
"CEM00043441","2018-02-03","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  334",",,S","  223",",,S","  289","H,,S"
"CEM00043441","2018-02-04","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  332",",,S","  217",",,S","  281","H,,S"
"CEM00043441","2018-02-05","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  339",",,S","  230",",,S","  296","H,,S"
"CEM00043441","2018-02-06","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  356",",,S","  231",",,S","  291","H,,S"
"CEM00043441","2018-02-07","7.467","80.367","116.0","KURUNEGALA, CE","   53",",,S","  347",",,S","  231",",,S","  284","H,,S"
"CEM00043441","2018-02-08","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  347",",,S","  237",",,S","  290","H,,S"
"CEM00043441","2018-02-10","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  355",",,S","  220",",,S","  312","H,,S"
"CEM00043441","2018-02-11","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  353",",,S","  212",",,S","  289","H,,S"
"CEM00043441","2018-02-12","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  325",",,S","  230",",,S","  283","H,,S"
"CEM00043441","2018-02-13","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  350",",,S","  222",",,S","  293","H,,S"
"CEM00043441","2018-02-14","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  347",",,S","  208",",,S","  284","H,,S"
"CEM00043441","2018-02-15","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  347",",,S","  226",",,S","  293","H,,S"
"CEM00043441","2018-02-16","7.467","80.367","116.0","KURUNEGALA, CE","   30",",,S","  334",",,S","  248",",,S","  304","H,,S"
"CEM00043441","2018-02-17","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  340",",,S","  210",",,S","  307","H,,S"
"CEM00043441","2018-02-18","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  352",",,S","  206",",,S","  286","H,,S"
"CEM00043441","2018-02-19","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  335",",,S","  220",",,S","  281","H,,S"
"CEM00043441","2018-02-20","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S",,,"  186",",,S","  271","H,,S"
"CEM00043441","2018-02-21","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  348",",,S","  190",",,S","  281","H,,S"
"CEM00043441","2018-02-22","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  357",",,S","  205",",,S","  287","H,,S"
"CEM00043441","2018-02-23","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  358",",,S","  209",",,S","  317","H,,S"
"CEM00043441","2018-02-24","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  358",",,S","  220",",,S","  319","H,,S"
"CEM00043441","2018-02-25","7.467","80.367","116.0","KURUNEGALA, CE","   86",",,S","  320",",,S","  243",",,S","  274","H,,S"
"CEM00043441","2018-02-26","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  342",",,S","  232",",,S","  288","H,,S"
"CEM00043441","2018-02-27","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S",,,,,"  277","H,,S"
"CEM00043441","2018-02-28","7.467","80.367","116.0","KURUNEGALA, CE","    5",",,S","  345",",,S","  230",",,S","  288","H,,S"
"CEM00043441","2018-03-01","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  363",",,S","  228",",,S","  301","H,,S"
"CEM00043441","2018-03-02","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  358",",,S","  230",",,S","  318","H,,S"
"CEM00043441","2018-03-03","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  362",",,S","  228",",,S","  317","H,,S"
"CEM00043441","2018-03-04","7.467","80.367","116.0","KURUNEGALA, CE","  188",",,S","  358",",,S","  228",",,S","  288","H,,S"
"CEM00043441","2018-03-05","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  361",",,S","  234",",,S","  299","H,,S"
"CEM00043441","2018-03-06","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  363",",,S","  231",",,S","  299","H,,S"
"CEM00043441","2018-03-07","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  350",",,S","  222",",,S","  297","H,,S"
"CEM00043441","2018-03-08","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  355",",,S","  237",",,S","  301","H,,S"
"CEM00043441","2018-03-09","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  323",",,S","  233",",,S","  294","H,,S"
"CEM00043441","2018-03-10","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  292",",,S","  247",",,S","  277","H,,S"
"CEM00043441","2018-03-11","7.467","80.367","116.0","KURUNEGALA, CE","    0",",,S","  336",",,S","  218",",,S","  282","H,,S"
"CEM00043441","2018-03-12","7.467","80.367","116.0","KURUNEGALA, CE","   56",",,S","  271",",,S",,,"  252","H,,S"
"CEM00043441","2018-03-13","7.467","80.367","116.0","KURUNEGALA, CE","   53",",,S","  321",",,S","  221",",,S","  282","H,,S"
"CEM00043441","2018-03-14","7.467","80.367","116.0","KURUNEGALA, CE","    3",",,S","  346",",,S","  226",",,S","  284","H,,S"
"CEM00043441","2018-03-15","7.467","80.367","116.0","KURUNEGALA, CE","   13",",,S","  360",",,S","  238",",,S","  284","H,,S"
"CEM00043441","2018-03-16","7.467","80.367","116.0","KURUNEGALA, CE","  160",",,S","  350",",,S","  227",",,S","  310","H,,S"
"CEM00043441","2018-03-17","7.467","80.367","116.0","KURUNEGALA, CE","  239",",,S","  350",",,S","  248",",,S","  312","H,,S"
