"USC00457522","2018-06-23","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  278",",,7","  106",",,7",,,"  107",",,7,0800",,,,,"  144",",,7","  311",",,7","  178",",,7,0800","   95",",,7",,,,,,,,
"USC00457522","2018-06-24","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  283",",,7","  100",",,7",,,"   91",",,7,0800",,,,,"  156",",,7","  322",",,7","  167",",,7,0800","   69",",,7",,,,,,,,
"USC00457522","2018-06-25","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  328",",,7","  144",",,7",,,"  104",",,7,0800",,,,,"  161",",,7","  339",",,7","  178",",,7,0800","   64",",,7",,,,,,,,
"USC00457522","2018-06-26","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  244",",,7","   78",",,7",,,"   76",",,7,0800",,,,,"  117",",,7","  300",",,7","  150",",,7,0800","   95",",,7",,,,,,,,
"USC00457522","2018-06-27","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  267",",,7","   83",",,7",,,"   86",",,7,0800",,,,,"  133",",,7","  311",",,7","  156",",,7,0800","   55",",,7",,,,,,,,
"USC00457522","2018-06-28","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  289",",,7","  122",",,7",,,"  104",",,7,0800",,,,,"  144",",,7","  322",",,7","  172",",,7,0800","   61",",,7",,,,,,,,
"USC00457522","2018-06-29","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  239",",,7","   89",",,7",,,"   86",",,7,0800",,,,,"  128",",,7","  289",",,7","  161",",,7,0800","   98",",,7",,,,,,,,
"USC00457522","2018-06-30","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  267",",,7","  106",",,7",,,"   64",",,7,0800",,,,,"  139",",,7","  283",",,7","  183",",,7,0800","   79",",,7",,,,,,,,
"USC00457522","2018-07-01","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  283",",,7","  106",",,7",,,"   74",",,7,0800",,,,,"  150",",,7","  311",",,7","  161",",,7,0800","   53",",,7",,,,,,,,
"USC00457522","2018-07-02","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  272",",,7","   89",",,7",,,"  107",",,7,0800",,,,,"  122",",,7","  322",",,7","  144",",,7,0800","   98",",,7",,,,,,,,
"USC00457522","2018-07-03","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  211",",,7","   83",",,7",,,"   89",",,7,0800",,,,,"  111",",,7","  267",",,7","  150",",,7,0800","  114",",,7",,,,,,,,
"USC00457522","2018-07-04","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  261",",,7","   72",",,7",,,"   74",",,7,0800",,,,,"  117",",,7","  311",",,7","  139",",,7,0800","   50",",,7",,,,,,,,
"USC00457522","2018-07-05","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  272",",,7","  128",",,7",,,"   76",",,7,0800",,,,,"  144",",,7","  267",",,7","  178",",,7,0800","   63",",,7",,,,,,,,
"USC00457522","2018-07-06","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  344",",,7","  128",",,7",,,"  102",",,7,0800",,,,,"  172",",,7","  350",",,7","  206",",,7,0800","   64",",,7",,,,,,,,
"USC00457522","2018-07-07","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  300",",,7","  106",",,7",,,"   89",",,7,0800",,,,,"  144",",,7","  300",",,7","  172",",,7,0800","  109",",,7",,,,,,,,
"USC00457522","2018-07-08","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  283",",,7","  100",",,7",,,"   69",",,7,0800",,,,,"  150",",,7","  339",",,7","  172",",,7,0800","   45",",,7",,,,,,,,
"USC00457522","2018-07-09","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  317",",,7","  128",",,7",,,"  107",",,7,0800",,,,,"  161",",,7","  339",",,7","  206",",,7,0800","   39",",,7",,,,,,,,
"USC00457522","2018-07-10","46.6722","-120.4994","341.4","SELAH 2 NE, WA US","    0",",,7,0800",,,,,"  339",",,7","  122",",,7",,,"  104",",,7,0800",,,,,"  167",",,7","  339",",,7","  189",",,7,0800","   82",",,7",,,,,,,,
