"USC00418274","2018-07-05","33.7033","-96.6419","231.6","SHERMAN, TX US","    0",",,7,2400",,,,,"  344",",,7","  233",",,7",,,,,,,,,"  261",",,7,2400",,,,,,,,,,,,,,,,,,,,
"USC00418274","2018-07-06","33.7033","-96.6419","231.6","SHERMAN, TX US","  127",",,7,2400",,,,,"  361",",,7","  217",",,7",,,,,,,,,"  228",",,7,2400",,,,,,,,,,,,,,,,,,,,
"USC00418274","2018-07-07","33.7033","-96.6419","231.6","SHERMAN, TX US","    0",",,7,2400",,,,,"  333",",,7","  217",",,7",,,,,,,,,"  250",",,7,2400",,,,,,,,,,,,,,,,,,,,
"USC00418274","2018-07-08","33.7033","-96.6419","231.6","SHERMAN, TX US","    0",",,7,2400",,,,,"  333",",,7","  228",",,7",,,,,,,,,"  256",",,7,2400",,,,,,,,,,,,,,,,,,,,
"USC00418274","2018-07-09","33.7033","-96.6419","231.6","SHERMAN, TX US","    0",",,7,2400",,,,,"  311",",,7","  228",",,7",,,,,,,,,"  250",",,7,2400",,,,,,,,,,,,,,,,,,,,
"USC00418274","2018-07-10","33.7033","-96.6419","231.6","SHERMAN, TX US","    0",",,7,2400",,,,,"  328",",,7","  222",",,7",,,,,,,,,"  256",",,7,2400",,,,,,,,,,,,,,,,,,,,
"USC00418274","2018-07-11","33.7033","-96.6419","231.6","SHERMAN, TX US","   51",",,7,2400",,,,,"  339",",,7","  233",",,7",,,,,,,,,"  256",",,7,2400",,,,,,,,,,,,,,,,,,,,
"USC00418274","2018-07-12","33.7033","-96.6419","231.6","SHERMAN, TX US","   51",",,7,2400",,,,,"  339",",,7","  222",",,7",,,,,,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,,,,,
"USC00418274","2018-07-13","33.7033","-96.6419","231.6","SHERMAN, TX US","    0",",,7,2400",,,,,"  339",",,7","  211",",,7",,,,,,,,,"  278",",,7,2400",,,,,,,,,,,,,,,,,,,,
"USC00418274","2018-07-14","33.7033","-96.6419","231.6","SHERMAN, TX US","    0",",,7,2400",,,,,"  356",",,7","  244",",,7",,,,,,,,,"  289",",,7,2400",,,,,,,,,,,,,,,,,,,,
