"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00048351","2018-04-11","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  172",",,7","   56",",,7",,,,,"  139",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-12","38.2994","-122.4622","29.6","SONOMA, CA US","   46",",,7,1600",,,,,"  150",",,7","   28",",,7",,,,,"  139",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-13","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  217",",,7","   22",",,7",,,,,"  211",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-14","38.2994","-122.4622","29.6","SONOMA, CA US","    0","T,,7,1600",,,,,"  233",",,7","   61",",,7",,,,,"  233",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-15","38.2994","-122.4622","29.6","SONOMA, CA US","   25",",,7,1600",,,,,"  233",",,7","   50",",,7",,,,,"  111",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-16","38.2994","-122.4622","29.6","SONOMA, CA US","  102",",,7,1600",,,,,"  128",",,7","   39",",,7",,,,,"   83",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-17","38.2994","-122.4622","29.6","SONOMA, CA US","    8",",,7,1600",,,,,"  167",",,7","   17",",,7",,,,,"  161",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-18","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  161",",,7","   94",",,7",,,,,"  156",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-19","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  200",",,7","   22",",,7",,,,,"  183",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-20","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  239",",,7","   50",",,7",,,,,"  228",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-21","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  261",",,7","   67",",,7",,,,,"  261",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-22","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  261",",,7","   61",",,7",,,,,"  261",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-23","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  272",",,7","   94",",,7",,,,,"  267",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-24","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  267",",,7","  106",",,7",,,,,"  222",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-25","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  222",",,7","   67",",,7",,,,,"  217",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-26","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  217",",,7","   94",",,7",,,,,"  172",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-27","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  217",",,7","   83",",,7",,,,,"  172",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-28","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  172",",,7","   78",",,7",,,,,"  150",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-29","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  183",",,7","   67",",,7",,,,,"  178",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-04-30","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  200",",,7","   61",",,7",,,,,"  178",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-01","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  222",",,7","   56",",,7",,,,,"  206",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-02","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  217",",,7","   89",",,7",,,,,"  206",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-03","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  211",",,7","   89",",,7",,,,,"  206",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-04","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  256",",,7","   67",",,7",,,,,"  256",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-05","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  256",",,7","   89",",,7",,,,,"  211",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-06","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  211",",,7","   72",",,7",,,,,"  206",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-07","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  267",",,7","   72",",,7",,,,,"  256",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-08","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  261",",,7","   78",",,7",,,,,"  261",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-09","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  261",",,7","   94",",,7",,,,,"  211",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-10","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  244",",,7","   89",",,7",,,,,"  239",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-11","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  278",",,7","   83",",,7",,,,,"  272",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-12","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  278",",,7","  144",",,7",,,,,"  228",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-13","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  228",",,7","  117",",,7",,,,,"  172",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-14","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  178",",,7","  106",",,7",,,,,"  167",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-15","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  183",",,7","  117",",,7",,,,,"  172",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-16","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  189",",,7","   94",",,7",,,,,"  167",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-17","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  233",",,7","   72",",,7",,,,,"  206",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-18","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  222",",,7","   83",",,7",,,,,"  211",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-19","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  211",",,7","   78",",,7",,,,,"  183",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-20","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  206",",,7","   67",",,7",,,,,"  178",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-21","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  233",",,7","   72",",,7",,,,,"  222",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-22","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  222",",,7","  100",",,7",,,,,"  194",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-23","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  194",",,7","  122",",,7",,,,,"  156",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-24","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  189",",,7","  122",",,7",,,,,"  167",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-25","38.2994","-122.4622","29.6","SONOMA, CA US","   15",",,7,1600",,,,,"  167",",,7","  122",",,7",,,,,"  156",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-26","38.2994","-122.4622","29.6","SONOMA, CA US","    8",",,7,1600",,,,,"  211",",,7","  117",",,7",,,,,"  211",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-27","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  283",",,7","   83",",,7",,,,,"  278",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-28","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  328",",,7","  106",",,7",,,,,"  322",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-29","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  322",",,7","  122",",,7",,,,,"  300",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-30","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  300",",,7","  100",",,7",,,,,"  183",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-05-31","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  206",",,7","   83",",,7",,,,,"  194",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-01","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  256",",,7","   67",",,7",,,,,"  250",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-02","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  344",",,7","  100",",,7",,,,,"  344",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-03","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  344",",,7","  122",",,7",,,,,"  328",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-04","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  328",",,7","  106",",,7",,,,,"  244",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-05","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  256",",,7","   78",",,7",,,,,"  244",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-06","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  250",",,7","   72",",,7",,,,,"  211",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-07","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  233",",,7","   61",",,7",,,,,"  228",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-08","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  272",",,7","   94",",,7",,,,,"  244",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-09","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  250",",,7","  117",",,7",,,,,"  206",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-10","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  244",",,7","   83",",,7",,,,,"  228",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-11","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  289",",,7","  139",",,7",,,,,"  283",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-12","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  333",",,7","  117",",,7",,,,,"  317",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-13","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  333",",,7","  111",",,7",,,,,"  317",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-14","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  317",",,7","  122",",,7",,,,,"  239",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-15","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  244",",,7","  100",",,7",,,,,"  211",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-16","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  228",",,7","   94",",,7",,,,,"  211",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-17","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  233",",,7","  117",",,7",,,,,"  233",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-18","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  267",",,7","  117",",,7",,,,,"  256",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-19","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  283",",,7","  111",",,7",,,,,"  278",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-20","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  278",",,7","  100",",,7",,,,,"  244",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-21","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  289",",,7","   72",",,7",,,,,"  283",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-22","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  361",",,7","  106",",,7",,,,,"  356",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-23","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  372",",,7","  133",",,7",,,,,"  367",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-24","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  367",",,7","  128",",,7",,,,,"  250",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-25","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  256",",,7","  133",",,7",,,,,"  250",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-26","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  261",",,7",,,,,,,"  256",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-27","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  256",",,7","   89",",,7",,,,,"  256",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-28","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  278",",,7","   83",",,7",,,,,"  272",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-29","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  322",",,7","  111",",,7",,,,,"  317",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-06-30","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  333",",,7","  122",",,7",,,,,"  311",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-01","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  311",",,7","  122",",,7",,,,,"  256",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-02","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  267",",,7","  128",",,7",,,,,"  256",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-03","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  256",",,7","  117",",,7",,,,,"  244",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-04","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  250",",,7","  117",",,7",,,,,"  239",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-05","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  289",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-06","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  311",",,7","  144",",,7",,,,,"  306",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-07","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  333",",,7","  117",",,7",,,,,"  311",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-08","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  311",",,7","  106",",,7",,,,,"  294",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-09","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  350",",,7","   94",",,7",,,,,"  339",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-10","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  339",",,7","  133",",,7",,,,,"  322",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-11","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  322",",,7","  139",",,7",,,,,"  289",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-12","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  322",",,7","  111",",,7",,,,,"  300",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-13","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  333",",,7","  111",",,7",,,,,"  328",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-14","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  328",",,7","  144",",,7",,,,,"  300",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-15","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  306",",,7","  144",",,7",,,,,"  289",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-16","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  322",",,7","  128",",,7",,,,,"  317",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-17","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  317",",,7","  128",",,7",,,,,"  294",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-18","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  328",",,7","  117",",,7",,,,,"  294",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-19","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  328",",,7","  106",",,7",,,,,"  294",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-20","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  306",",,7","  106",",,7",,,,,"  294",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-21","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  311",",,7","  150",",,7",,,,,"  311",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-22","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  317",",,7","  150",",,7",,,,,"  311",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-23","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  333",",,7","  133",",,7",,,,,"  328",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-24","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  328",",,7","  133",",,7",,,,,"  317",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00048351","2018-07-25","38.2994","-122.4622","29.6","SONOMA, CA US","    0",",,7,1600",,,,,"  372",",,7","  111",",,7",,,,,"  372",",,7,1600",,,,,,,,,,,,,,,,,,,,
