"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"ASN00096003","2018-06-07","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    0",",,a","  131",",,a","  -33",",,a",,,,,,
"ASN00096003","2018-06-08","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","   76",",,a","  103",",,a","   70",",,a",,,,,,
"ASN00096003","2018-06-09","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","   50",",,a","   90",",,a","   48",",,a",,,,,,
"ASN00096003","2018-06-10","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    0",",,a","  109",",,a","  -25",",,a",,,,,,
"ASN00096003","2018-06-11","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    2",",,a","  112",",,a","  -42",",,a",,,,,,
"ASN00096003","2018-06-12","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    0",",,a","   86",",,a","   -7",",,a",,,,,,
"ASN00096003","2018-06-13","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","   18",",,a","   76",",,a","   29",",,a",,,,,,
"ASN00096003","2018-06-14","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    8",",,a","   82",",,a","   24",",,a",,,,,,
"ASN00096003","2018-06-15","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","  156",",,a","   43",",,a","   20",",,a",,,,,,
"ASN00096003","2018-06-16","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","  388",",,a","   49",",,a","    4",",,a",,,,,,
"ASN00096003","2018-06-17","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","  444",",,a","   66",",,a","   29",",,a",,,,,,
"ASN00096003","2018-06-18","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","   26",",,a","   69",",,a","   -7",",,a",,,,,,
"ASN00096003","2018-06-19","-42.2811","146.2808","667.0","BUTLERS GORGE, AS",,,"   90",",,a","  -23",",,a",,,,,,
"ASN00096003","2018-06-20","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    0",",,a","   90",",,a","  -42",",,a",,,,,,
"ASN00096003","2018-06-21","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    8",",,a","   79",",,a","  -21",",,a",,,,,,
"ASN00096003","2018-06-22","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    0",",,a","   90",",,a","    7",",,a",,,,,,
"ASN00096003","2018-06-23","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","  174",",,a","   46",",,a","   32",",,a",,,,,,
"ASN00096003","2018-06-24","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","   72",",,a","   55",",,a","   33",",,a",,,,,,
"ASN00096003","2018-06-25","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","   44",",,a","   82",",,a","    7",",,a",,,,,,
"ASN00096003","2018-06-26","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    4",",,a","  110",",,a","    1",",,a",,,,,,
"ASN00096003","2018-06-27","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    0",",,a","   98",",,a","  -15",",,a",,,,,,
"ASN00096003","2018-06-28","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    2",",,a","  111",",,a","  -18",",,a",,,,,,
"ASN00096003","2018-06-29","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","   10",",,a","   98",",,a","  -27",",,a",,,,,,
"ASN00096003","2018-06-30","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    2",",,a","   66",",,a","   -6",",,a",,,,,,
"ASN00096003","2018-07-01","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","  112",",,a","   75",",,a","   22",",,a",,,,,,
"ASN00096003","2018-07-02","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","   16",",,a","  100",",,a","   -2",",,a",,,,,,
"ASN00096003","2018-07-03","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","    0",",,a","   93",",,a","   25",",,a",,,,,,
"ASN00096003","2018-07-04","-42.2811","146.2808","667.0","BUTLERS GORGE, AS","   16",",,a","  116",",,a","   39",",,a",,,,,,
