"USC00201780","2017-03-18","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","  122",",,7,0700","   51",",,7,0700","  508",",,7,0700","    6",",,7","  -11",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,
"USC00201780","2017-03-25","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","    0",",,7,0700","    0",",,7,0700","  457",",,7,0700","    6",",,7","  -28",",,7",,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,
"USC00201780","2017-03-26","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","   56",",,7,0700","    0",",,7,0700","  432",",,7,0700","   72",",,7","  -89",",,7",,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,
"USC00201780","2017-03-27","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","   28",",,7,0700","    0",",,7,0700","  432",",,7,0700","   17",",,7","  -17",",,7",,,,,,,,,"   -6",",,7,0700",,,,,,,,,,,,
"USC00201780","2017-03-28","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","    0",",,7,0700","    0",",,7,0700","  432",",,7,0700","   28",",,7","  -33",",,7",,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,
"USC00201780","2017-03-29","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","    0",",,7,0700","    0",",,7,0700","  406",",,7,0700","   56",",,7","  -39",",,7",,,,,,,,,"  -39",",,7,0700",,,,,,,,,,,,
"USC00201780","2017-03-30","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","    0",",,7,0700","    0",",,7,0700","  406",",,7,0700","   28",",,7","  -39",",,7",,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,
"USC00201780","2017-03-31","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","    0",",,7,0700","    0",",,7,0700","  406",",,7,0700","   44",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00201780","2017-04-05","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","    0",",,7,0700","    0",",,7,0700","  203",",,7,0700","   72",",,7","    0",",,7",,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,
"USC00201780","2017-04-06","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","    0",",,7,0700","    0",",,7,0700","  127",",,7,0700","   61",",,7","    0",",,7",,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,
"USC00201780","2017-04-07","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","    0",",,7,0700","    0",",,7,0700","  102",",,7,0700","   56",",,7","   -6",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,
"USC00201780","2017-04-08","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","    0",",,7,0700","    0",",,7,0700","   51",",,7,0700","   56",",,7","  -17",",,7",,,,,,,,,"   39",",,7,0700",,,,,,,,,,,,
"USC00201780","2017-04-09","47.4679","-87.8671","190.5","COPPER HARBOR FORT WILKINS, MI US","    0",",,7,0700","    0",",,7,0700","   25",",,7,0700","  156",",,7","   39",",,7",,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,
