"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00058501","2018-07-03","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  267",",,7","   17",",,7",,,,,,,,,"  117",",,7,0730",,,,,,,,,,,,,"   78",",,7,0730",,,,,,,,
"USC00058501","2018-07-04","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  267",",,7","   28",",,7",,,,,,,,,"   61",",,7,0730",,,,,,,,,,,,,"   78",",,7,0730",,,,,,,,
"USC00058501","2018-07-05","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  283",",,7","   56",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,,"  111",",,7,0730",,,,,,,,
"USC00058501","2018-07-06","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    8",",,7,0730","    0",",,7,0730","    0",",,7,0730","  244",",,7","   28",",,7",,,,,,,,,"   10",",,7,0730",,,,,,,,,,,,,"   83",",,7,0730",,,,,,,,
"USC00058501","2018-07-07","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  250",",,7","   50",",,7",,,,,,,,,"   25",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-07-08","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  244",",,7","   50",",,7",,,,,,,,,"   25",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-07-09","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,"    0",",,7,0730","    0",",,7,0730","  250",",,7","   78",",,7",,,"    3",",,7",,,,,"   25",",,7,0730",,,"   61",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,
"USC00058501","2018-07-10","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  289",",,7","   39",",,7",,,,,,,,,"   58",",,7,0730",,,,,,,,,,,,,"   83",",,7,0730",,,,,,,,
"USC00058501","2018-07-11","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  250",",,7","   61",",,7",,,,,,,,,"   84",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-07-12","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  256",",,7","   94",",,7",,,,,,,,,"   84",",,7,0730",,,,,,,,,,,,,"  167",",,7,0730",,,,,,,,
"USC00058501","2018-07-13","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","   23",",,7,0730","    0",",,7,0730","    0",",,7,0730","  228",",,7","   33",",,7",,,,,,,,,"    0",",,7,0730",,,,,,,,,,,,,"   44",",,7,0730",,,,,,,,
"USC00058501","2018-07-14","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  228",",,7","   44",",,7",,,,,,,,,"    0",",,7,0730",,,,,,,,,,,,,"  100",",,7,0730",,,,,,,,
"USC00058501","2018-07-15","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  250",",,7","  100",",,7",,,,,,,,,"    0",",,7,0730",,,,,,,,,,,,,"  117",",,7,0730",,,,,,,,
"USC00058501","2018-07-16","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","  178",",,7,0730","    0",",,7,0730","    0",",,7,0730","  194",",,7","   94",",,7",,,,,,,,,"  -28",",X,7,0730",,,,,,,,,,,,,"   94",",,7,0730",,,,,,,,
"USC00058501","2018-07-17","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","   48",",,7,0730","    0",",,7,0730","    0",",,7,0730","  261",",,7","   61",",,7",,,,,,,,,"   18",",,7,0730",,,,,,,,,,,,,"   67",",,7,0730",,,,,,,,
"USC00058501","2018-07-18","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  250",",,7","   50",",,7",,,,,,,,,"   64",",,7,0730",,,,,,,,,,,,,"   50",",,7,0730",,,,,,,,
"USC00058501","2018-07-19","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  267",",,7","   50",",,7",,,,,,,,,"   64",",,7,0730",,,,,,,,,,,,,"   67",",,7,0730",,,,,,,,
"USC00058501","2018-07-20","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  283",",,7","   50",",,7",,,,,,,,,"   69",",,7,0730",,,,,,,,,,,,,"   56",",,7,0730",,,,,,,,
"USC00058501","2018-07-21","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  239",",,7","   56",",,7",,,,,,,,,"   41",",,7,0730",,,,,,,,,,,,,"  100",",,7,0730",,,,,,,,
"USC00058501","2018-07-22","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  239",",,7","  100",",,7",,,,,,,,,"   41",",,7,0730",,,,,,,,,,,,,"  111",",,7,0730",,,,,,,,
"USC00058501","2018-07-23","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","   89",",,7,0730","    0",",,7,0730","    0",",,7,0730","  250",",,7","   89",",,7",,,,,,,,,"   41",",,7,0730",,,,,,,,,,,,,"  122",",,7,0730",,,,,,,,
"USC00058501","2018-07-24","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","   64",",,7,0730","    0",",,7,0730","    0",",,7,0730","  267",",,7","   78",",,7",,,,,,,,,"  -64",",X,7,0730",,,,,,,,,,,,,"   78",",,7,0730",,,,,,,,
"USC00058501","2018-07-25","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  272",",,7","   61",",,7",,,,,,,,,"   69",",,7,0730",,,,,,,,,,,,,"   72",",,7,0730",,,,,,,,
"USC00058501","2018-07-26","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    5",",,7,0730","    0",",,7,0730","    0",",,7,0730","  256",",,7","   44",",,7",,,,,,,,,"   25",",,7,0730",,,,,,,,,,,,,"   61",",,7,0730",,,,,,,,
"USC00058501","2018-07-27","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  228",",,7","   61",",,7",,,,,,,,,"   51",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-07-28","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  233",",,7","   61",",,7",,,,,,,,,"   51",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-07-29","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  217",",,7","   44",",,7",,,,,,,,,"   51",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-07-30","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,"    0",",,7,0730","    0",",,7,0730","  228",",,7","   33",",,7",,,"    4",",,7",,,,,"   51",",,7,0730",,,"   13",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,
"USC00058501","2018-07-31","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  250",",,7","   22",",,7",,,,,,,,,"   91",",,7,0730",,,,,,,,,,,,,"   67",",,7,0730",,,,,,,,
"USC00058501","2018-08-01","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  267",",,7","   17",",,7",,,,,,,,,"   61",",,7,0730",,,,,,,,,,,,,"   67",",,7,0730",,,,,,,,
"USC00058501","2018-08-02","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  244",",,7","   11",",,7",,,,,,,,,"   41",",,7,0730",,,,,,,,,,,,,"   61",",,7,0730",,,,,,,,
"USC00058501","2018-08-03","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  272",",,7","   33",",,7",,,,,,,,,"   61",",,7,0730",,,,,,,,,,,,,"  106",",,7,0730",,,,,,,,
"USC00058501","2018-08-04","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  178",",,7","  100",",,7",,,,,,,,,"   36",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-08-05","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  239",",,7","   33",",,7",,,,,,,,,"   36",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-08-06","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,"    0",",,7,0730","    0",",,7,0730","  250",",,7","   56",",,7",,,"    3",",,7",,,,,"   36",",,7,0730",,,"   43",",,7",,,,,,,,,"   83",",,7,0730",,,,,,,,
"USC00058501","2018-08-07","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  283",",,7","   28",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,,,,,"   39",",,7,0730",,,,,,,,
"USC00058501","2018-08-08","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  272",",,7","   11",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,,,,,"   56",",,7,0730",,,,,,,,
"USC00058501","2018-08-09","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  278",",,7","   22",",,7",,,,,,,,,"   61",",,7,0730",,,,,,,,,,,,,"   28",",,7,0730",,,,,,,,
"USC00058501","2018-08-10","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  283",",,7","   28",",,7",,,,,,,,,"   53",",,7,0730",,,,,,,,,,,,,"   83",",,7,0730",,,,,,,,
"USC00058501","2018-08-11","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  222",",,7","   56",",,7",,,,,,,,,"   53",",,7,0730",,,,,,,,,,,,,"  106",",,7,0730",,,,,,,,
"USC00058501","2018-08-12","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  250",",,7","   33",",,7",,,,,,,,,"   53",",,7,0730",,,,,,,,,,,,,"   89",",,7,0730",,,,,,,,
"USC00058501","2018-08-13","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  244",",,7","   44",",,7",,,,,,,,,"   53",",,7,0730",,,,,,,,,,,,,"   44",",,7,0730",,,,,,,,
"USC00058501","2018-08-14","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  278",",,7","   22",",,7",,,,,,,,,"   58",",,7,0730",,,,,,,,,,,,,"   72",",,7,0730",,,,,,,,
"USC00058501","2018-08-15","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  261",",,7","   33",",,7",,,,,,,,,"   48",",,7,0730",,,,,,,,,,,,,"   72",",,7,0730",,,,,,,,
"USC00058501","2018-08-16","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  239",",,7","   33",",,7",,,,,,,,,"   46",",,7,0730",,,,,,,,,,,,,"   89",",,7,0730",,,,,,,,
"USC00058501","2018-08-17","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  206",",,7","   61",",,7",,,,,,,,,"   20",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-08-18","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  233",",,7","   44",",,7",,,,,,,,,"   20",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-08-19","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  189",",,7","   50",",,7",,,,,,,,,"   20",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-08-20","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,"    0",",,7,0730","    0",",,7,0730","  194",",,7","   33",",,7",,,"    4",",,7",,,,,"   20",",,7,0730",,,"   74",",,7",,,,,,,,,"   39",",,7,0730",,,,,,,,
"USC00058501","2018-08-21","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  233",",,7","   17",",,7",,,,,,,,,"   18",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-08-22","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  189",",,7","   78",",,7",,,,,,,,,"   18",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-08-23","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,"    0",",,7,0730","    0",",,7,0730","  183",",,7","   89",",,7",,,"    3",",,7",,,,,"   20",",,7,0730",,,"   71",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,
"USC00058501","2018-08-24","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  194",",,7","   67",",,7",,,,,,,,,"   46",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-08-25","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  228",",,7","   28",",,7",,,,,,,,,"   46",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-08-26","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  222",",,7","   50",",,7",,,,,,,,,"   46",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-08-27","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","   25",",,7,0730","    0",",,7,0730","    0",",,7,0730","  217",",,7","   50",",,7",,,,,,,,,"   46",",,7,0730",,,,,,,,,,,,,"   94",",,7,0730",,,,,,,,
"USC00058501","2018-08-28","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  194",",,7","   50",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,,,,,"   72",",,7,0730",,,,,,,,
"USC00058501","2018-08-29","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  211",",,7","   28",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,,,,,"   67",",,7,0730",,,,,,,,
"USC00058501","2018-08-30","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  222",",,7","   11",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,,,,,"   44",",,7,0730",,,,,,,,
"USC00058501","2018-08-31","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  211",",,7","   22",",,7",,,,,,,,,"   43",",,7,0730",,,,,,,,,,,,,"   89",",,7,0730",,,,,,,,
"USC00058501","2018-09-01","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  189",",,7","   44",",,7",,,,,,,,,"   43",",,7,0730",,,,,,,,,,,,,"   67",",,7,0730",,,,,,,,
"USC00058501","2018-09-02","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  178",",,7","   28",",,7",,,,,,,,,"   43",",,7,0730",,,,,,,,,,,,,"   44",",,7,0730",,,,,,,,
"USC00058501","2018-09-03","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  172",",,7","   17",",,7",,,,,,,,,"   43",",,7,0730",,,,,,,,,,,,,"   67",",,7,0730",,,,,,,,
"USC00058501","2018-09-04","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","   13",",,7,0730","    0",",,7,0730","    0",",,7,0730","  156",",,7","   39",",,7",,,,,,,,,"   43",",,7,0730",,,,,,,,,,,,,"   44",",,7,0730",,,,,,,,
"USC00058501","2018-09-05","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","   18",",,7,0730","    0",",,7,0730","    0",",,7,0730","  178",",,7","   44",",,7",,,,,,,,,"   25",",,7,0730",,,,,,,,,,,,,"   67",",,7,0730",,,,,,,,
"USC00058501","2018-09-06","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","  102",",,7,0730","    0",",,7,0730","    0",",,7,0730","  139",",,7","   56",",,7",,,,,,,,,"    0",",,7,0730",,,,,,,,,,,,,"   72",",,7,0730",,,,,,,,
"USC00058501","2018-09-07","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  178",",,7","   61",",,7",,,,,,,,,"   51",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-09-08","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  206",",,7","   33",",,7",,,,,,,,,"   51",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-09-09","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,"    0",",,7,0730","  217",",,7","   28",",,7",,,"    3",",,7",,,,,"   51",",,7,0730",,,"    5",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,
"USC00058501","2018-09-10","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  211",",,7","   72",",,7",,,,,,,,,"   64",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-09-11","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  228",",,7","   11",",,7",,,,,,,,,"   64",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-09-12","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  217",",,7","   22",",,7",,,,,,,,,"   64",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-09-13","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  233",",,7","   17",",,7",,,,,,,,,"   64",",,7,0730",,,,,,,,,,,,,"   72",",,7,0730",,,,,,,,
"USC00058501","2018-09-14","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  233",",,7","   11",",,7",,,,,,,,,"   69",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-09-15","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,,,"  233",",,7","    6",",,7",,,,,,,,,"   69",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00058501","2018-09-16","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US",,,,,"    0",",,7,0730","  250",",,7","   11",",,7",,,"    3",",,7",,,,,"   69",",,7,0730",,,"   69",",,7",,,,,,,,,,,,,,,,,,
"USC00058501","2018-09-17","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  233",",,7","   28",",,7",,,,,,,,,"   69",",,7,0730",,,,,,,,,,,,,"   56",",,7,0730",,,,,,,,
