"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"ASN00077094","2018-06-13","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    8",",,a","  157",",,a","   66",",,a",,,,,,
"ASN00077094","2018-06-14","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","   28",",,a","  155",",,a","   61",",,a",,,,,,
"ASN00077094","2018-06-15","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    8",",,a","  151",",,a","   81",",,a",,,,,,
"ASN00077094","2018-06-16","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","   16",",,a","  117",",,a","   54",",,a",,,,,,
"ASN00077094","2018-06-17","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    2",",,a","  136",",,a","   42",",,a",,,,,,
"ASN00077094","2018-06-18","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    2",",,a","  134",",,a","   42",",,a",,,,,,
"ASN00077094","2018-06-19","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  135",",,a","   14",",,a",,,,,,
"ASN00077094","2018-06-20","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  126",",,a","   13",",,a",,,,,,
"ASN00077094","2018-06-21","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    2",",,a","  149",",,a","  -14",",,a",,,,,,
"ASN00077094","2018-06-22","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  152",",,a","  -20",",,a",,,,,,
"ASN00077094","2018-06-23","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  153",",,a","  -17",",,a",,,,,,
"ASN00077094","2018-06-24","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  137",",,a","   40",",,a",,,,,,
"ASN00077094","2018-06-25","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  137",",,a","  -18",",,a",,,,,,
"ASN00077094","2018-06-26","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  103",",,a","  -16",",,a",,,,,,
"ASN00077094","2018-06-27","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","   14",",,a","   93",",,a","   15",",,a",,,,,,
"ASN00077094","2018-06-28","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","   76",",,a","  117",",,a","   59",",,a",,,,,,
"ASN00077094","2018-06-29","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  129",",,a","   30",",,a",,,,,,
"ASN00077094","2018-06-30","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    2",",,a","  149",",,a","   46",",,a",,,,,,
"ASN00077094","2018-07-01","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    2",",,a","  142",",,a","   10",",,a",,,,,,
"ASN00077094","2018-07-02","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  137",",,a","  -12",",,a",,,,,,
"ASN00077094","2018-07-03","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  167",",,a","    0",",,a",,,,,,
"ASN00077094","2018-07-04","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  200",",,a","   40",",,a",,,,,,
"ASN00077094","2018-07-05","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  223",",,a","   89",",,a",,,,,,
"ASN00077094","2018-07-06","-35.3766","143.5416","71.0","SWAN HILL AERODROME, AS","    0",",,a","  159",",,a","  107",",,a",,,,,,
