"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00087304","2018-06-30","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  328",",,7","  233",",,7",,,,,"  233",",,7,0700",,
"USC00087304","2018-07-01","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","   25",",,7,0700",,,,,"  328",",,7","  228",",,7",,,,,"  228",",,7,0700",,
"USC00087304","2018-07-02","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    3",",,7,0700",,,,,"  311",",,7","  228",",,7",,,,,"  239",",,7,0700",,
"USC00087304","2018-07-03","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","   46",",,7,0700",,,,,"  317",",,7","  239",",,7",,,,,"  244",",,7,0700",,
"USC00087304","2018-07-04","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    3",",,7,0700",,,,,"  322",",,7","  239",",,7",,,,,"  239",",,7,0700",,
"USC00087304","2018-07-05","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","   56",",,7,0700",,,,,"  322",",,7","  228",",,7",,,,,"  233",",,7,0700",,
"USC00087304","2018-07-06","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  322",",,7","  228",",,7",,,,,"  239",",,7,0700",,
"USC00087304","2018-07-07","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","  163",",,7,0700",,,,,"  317",",,7","  211",",,7",,,,,"  222",",,7,0700",,
"USC00087304","2018-07-08","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","   13",",,7,0700",,,,,"  317",",,7","  211",",,7",,,,,"  222",",,7,0700",,
"USC00087304","2018-07-09","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  322",",,7","  217",",,7",,,,,"  233",",,7,0700",,
"USC00087304","2018-07-10","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  317",",,7","  233",",,7",,,,,"  239",",,7,0700",,
"USC00087304","2018-07-11","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  311",",,7","  222",",,7",,,,,"  228",",,7,0700",,
"USC00087304","2018-07-12","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  311",",,7","  222",",,7",,,,,"  233",",,7,0700",,
"USC00087304","2018-07-13","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  311",",,7","  228",",,7",,,,,"  228",",,7,0700",,
"USC00087304","2018-07-14","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  328",",,7","  222",",,7",,,,,"  222",",,7,0700",,
"USC00087304","2018-07-15","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  328",",,7","  222",",,7",,,,,"  233",",,7,0700",,
"USC00087304","2018-07-16","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  328",",,7","  228",",,7",,,,,"  233",",,7,0700",,
"USC00087304","2018-07-17","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  333",",,7","  228",",,7",,,,,"  244",",,7,0700",,
"USC00087304","2018-07-18","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","   53",",,7,0700",,,,,"  339",",,7","  239",",,7",,,,,"  244",",,7,0700",,
"USC00087304","2018-07-19","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  339",",,7","  233",",,7",,,,,"  244",",,7,0700",,
"USC00087304","2018-07-20","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","   28",",,7,0700",,,,,"  344",",,7","  244",",,7",,,,,"  244",",,7,0700",,
"USC00087304","2018-07-21","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  350",",,7","  244",",,7",,,,,"  250",",,7,0700",,
"USC00087304","2018-07-22","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  339",",,7","  239",",,7",,,,,"  244",",,7,0700",,
"USC00087304","2018-07-23","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","  102",",,7,0700",,,,,"  333",",,7","  239",",,7",,,,,"  239",",,7,0700",,
"USC00087304","2018-07-24","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","   99",",,7,0700",,,,,"  350",",,7","  222",",,7",,,,,"  250",",,7,0700",,
"USC00087304","2018-07-25","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","  160",",,7,0700",,,,,"  328",",,7","  233",",,7",,,,,"  239",",,7,0700",,
"USC00087304","2018-07-26","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  322",",,7","  228",",,7",,,,,"  250",",,7,0700",,
"USC00087304","2018-07-27","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  333",",,7","  244",",,7",,,,,"  244",",,7,0700",,
"USC00087304","2018-07-28","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","  345",",,7,0700",,,,,"  344",",,7","  244",",,7",,,,,"  244",",,7,0700",,
"USC00087304","2018-07-29","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","  168",",,7,0700",,,,,"  328",",,7","  233",",,7",,,,,"  233",",,7,0700",,
"USC00087304","2018-07-30","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    3",",,7,0700",,,,,"  317",",,7","  233",",,7",,,,,"  233",",,7,0700",,
"USC00087304","2018-07-31","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","   48",",,7,0700",,,,,"  317",",,7","  228",",,7",,,,,"  239",",,7,0700",,
"USC00087304","2018-08-01","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","   25",",,7,0700",,,,,"  311",",,7","  233",",,7",,,,,"  256",",,7,0700",,
"USC00087304","2018-08-02","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","  417",",,7,0700",,,,,"  317",",,7","  244",",,7",,,,,"  244",",,7,0700",,
"USC00087304","2018-08-03","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","   20",",,7,0700",,,,,"  317",",,7","  233",",,7",,,,,"  239",",,7,0700",,
"USC00087304","2018-08-04","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  322",",,7","  239",",,7",,,,,"  239",",,7,0700",,
"USC00087304","2018-08-05","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","   10",",,7,0700",,,,,"  328",",,7","  239",",,7",,,,,"  250",",,7,0700",,
"USC00087304","2018-08-06","27.0997","-80.2627","3.7","PORT SALERNO 5 W, FL US","    0",",,7,0700",,,,,"  328",",,7","  244",",,7",,,,,"  244",",,7,0700",,
