"USC00409502","2018-06-18","35.3041","-87.7591","228.6","WAYNESBORO, TN US","    0",",,7,0700",,,,,"  333",",,7","  189",",,7",,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409502","2018-06-19","35.3041","-87.7591","228.6","WAYNESBORO, TN US","    0",",,7,0700",,,,,"  317",",,7","  189",",,7",,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409502","2018-06-20","35.3041","-87.7591","228.6","WAYNESBORO, TN US","    0",",,7,0700",,,,,"  306",",,7","  194",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409502","2018-06-21","35.3041","-87.7591","228.6","WAYNESBORO, TN US","   51",",,7,0700",,,,,"  283",",,7","  200",",,7",,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409502","2018-06-22","35.3041","-87.7591","228.6","WAYNESBORO, TN US","  218",",,7,0700",,,,,"  294",",,7","  189",",,7",,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409502","2018-06-23","35.3041","-87.7591","228.6","WAYNESBORO, TN US","   36",",,7,0700",,,,,"  278",",,7","  183",",,7",,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409502","2018-06-24","35.3041","-87.7591","228.6","WAYNESBORO, TN US","  241",",,7,0700",,,,,"  283",",,7","  211",",,7",,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409502","2018-06-25","35.3041","-87.7591","228.6","WAYNESBORO, TN US","   10",",,7,0700",,,,,"  283",",,7","  211",",,7",,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409502","2018-06-26","35.3041","-87.7591","228.6","WAYNESBORO, TN US","    0",",,7,0700",,,,,"  311",",,7","  211",",,7",,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409502","2018-06-27","35.3041","-87.7591","228.6","WAYNESBORO, TN US","    0",",,7,0700",,,,,"  322",",,7","  211",",,7",,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409502","2018-06-28","35.3041","-87.7591","228.6","WAYNESBORO, TN US","    0",",,7,0700",,,,,"  322",",,7","  222",",,7",,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409502","2018-06-29","35.3041","-87.7591","228.6","WAYNESBORO, TN US","    0",",,7,0700",,,,,"  322",",,7","  206",",,7",,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409502","2018-06-30","35.3041","-87.7591","228.6","WAYNESBORO, TN US","    0",",,7,0700",,,,,"  322",",,7","  200",",,7",,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
