"USC00451350","2018-06-22","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  322",",,7","  178",",,7","   18",",,7",,,,,,,,,"  200",",,7,0800","   98",",,7",,,,,,,,,,,,,,
"USC00451350","2018-06-23","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  278",",,7","  150",",,7","   13",",,7",,,,,,,,,"  161",",,7,0800","   36",",,7",,,,,,,,,,,,,,
"USC00451350","2018-06-25","47.8344","-120.0005","363.9","CHELAN, WA US","   74",",,7,0800",,,,,"  317",",,7","  128",",,7","   13",",,7",,,,,,,,,"  161",",,7,0800","  125",",,7",,,,,,,,,,,,,,
"USC00451350","2018-06-26","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  228",",,7","   72",",,7","    9",",,7",,,,,,,,,"  156",",,7,0800","  112",",,7",,,,,,,,,,,,,,
"USC00451350","2018-06-27","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  256",",,7","   94",",,7","    9",",,7",,,,,,,,,"  161",",,7,0800","   63",",,7",,,,,,,,,,,,,,
"USC00451350","2018-06-28","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  228",",,7","  150",",,7","   22",",,7",,,,,,,,,"  172",",,7,0800","   67",",,7",,,,,,,,,,,,,,
"USC00451350","2018-06-29","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  250",",,7","  100",",,7","   18",",,7",,,,,,,,,"  167",",,7,0800","   72",",,7",,,,,,,,,,,,,,
"USC00451350","2018-06-30","47.8344","-120.0005","363.9","CHELAN, WA US","    0","T,,7,0800",,,,,"  261",",,7","  106",",,7","   22",",,7",,,,,,,,,"  167",",,7,0800","   67",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-01","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  228",",,7","   89",",,7","   45",",,7",,,,,,,,,"  194",",,7,0800","   89",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-02","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  250",",,7","  111",",,7","   22",",,7",,,,,,,,,"  150",",,7,0800","  116",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-03","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  228",",,7","  106",",,7","   22",",,7",,,,,,,,,"  156",",,7,0800","   54",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-04","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  239",",,7","  156",",,7","    0",",,7",,,,,,,,,"  183",",,7,0800","    0",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-05","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  350",",,7","  183",",,7","   13",",,7",,,,,,,,,"  228",",,7,0800","   27",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-06","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  339",",,7","  100",",,7","   22",",,7",,,,,,,,,"  228",",,7,0800","   31",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-07","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  311",",,7","  139",",,7","   31",",,7",,,,,,,,,"  211",",,7,0800","   54",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-08","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  278",",,7","  128",",,7","   13",",,7",,,,,,,,,"  194",",,7,0800","   45",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-09","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  306",",,7","  128",",,7","    0",",,7",,,,,,,,,"  211",",,7,0800","    0",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-10","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  278",",,7","  150",",,7","   22",",,7",,,,,,,,,"  172",",,7,0800","   31",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-11","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  272",",,7","  117",",,7","   13",",,7",,,,,,,,,"  189",",,7,0800","   31",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-12","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  311",",,7","  139",",,7","    4",",,7",,,,,,,,,"  211",",,7,0800","   40",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-13","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  350",",,7","  156",",,7","    4",",,7",,,,,,,,,"  222",",,7,0800","   22",",,7",,,,,,,,,,,,,,
"USC00451350","2018-07-14","47.8344","-120.0005","363.9","CHELAN, WA US","    0",",,7,0800",,,,,"  361",",,7","  156",",,7","   13",",,7",,,,,,,,,"  261",",,7,0800","   72",",,7",,,,,,,,,,,,,,
