"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00085895","2019-01-04","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   30",",,7,0600",,,,,"  289",",,7","  189",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  183",",,7","  278",",,7","  194",",,7,0600","   80",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-01-05","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  239",",,7","  161",",,7",,,,,,,"   43",",,7,0600",,,,,,,"  156",",,7","  228",",,7","  172",",,7,0600","  198",",,7",,,,,,,,,,
"USC00085895","2019-01-06","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  228",",,7","   83",",,7",,,,,,,"   38",",,7,0600",,,,,,,"   72",",,7","  217",",,7","  100",",,7,0600","   82",",,7",,,,,,,,,,
"USC00085895","2019-01-07","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    8",",,7,0600",,,,,"  244",",,7","   89",",,7",,,,,,,"   36",",,7,0600",,,,,,,"   83",",,7","  267",",,7","  117",",,7,0600","  179",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-01-08","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  261",",,7","  117",",,7",,,,,,,"   33",",,7,0600",,,,,,,"  106",",,7","  250",",,7","  128",",,7,0600","   87",",,7",,,,,,,,,,
"USC00085895","2019-01-09","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  261",",,7","  122",",,7",,,,,,,"   33",",,7,0600",,,,,,,"  111",",,7","  256",",,7","  144",",,7,0600","   77",",,7",,,,,,,,,,
"USC00085895","2019-01-10","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  261",",,7","   61",",,7",,,,,,,"   20",",,7,0600",,,,,,,"   56",",,7","  250",",,7","   61",",,7,0600","  124",",,7",,,,,,,,,,
"USC00085895","2019-01-11","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  211",",,7","   61",",,7",,,,,,,"   28",",,7,0600",,,,,,,"   61",",,7","  211",",,7","   94",",,7,0600","  127",",,7",,,,,,,,,,
"USC00085895","2019-01-12","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  239",",,7","   94",",,7",,,,,,,"   41",",,7,0600",,,,,,,"  117",",,7","  228",",,7","  128",",,7,0600","  114",",,7",,,,,,,,,,
"USC00085895","2019-01-13","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  272",",,7","  122",",,7",,,,,,,"   38",",,7,0600",,,,,,,"  117",",,7","  261",",,7","  144",",,7,0600","  127",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-01-14","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  239",",,7","  106",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  100",",,7","  233",",,7","  150",",,7,0600","  100",",,7",,,,,,,,,,
"USC00085895","2019-01-15","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  267",",,7","  100",",,7",,,,,,,"   48",",,7,0600",,,,,,,"   94",",,7","  244",",,7","  106",",,7,0600","  135",",,7",,,,,,,,,,
"USC00085895","2019-01-16","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  167",",,7","   44",",,7",,,,,,,"   41",",,7,0600",,,,,,,"   44",",,7","  156",",,7","   50",",,7,0600","  151",",,7",,,,,,,,,,
"USC00085895","2019-01-17","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  233",",,7","   50",",,7",,,,,,,"   43",",,7,0600",,,,,,,"   56",",,7","  217",",,7","   94",",,7,0600","  163",",,7",,,,,,,,,,
"USC00085895","2019-01-18","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  239",",,7","   78",",,7",,,,,,,"   46",",,7,0600",,,,,,,"   67",",,7","  228",",,7","  100",",,7,0600","   84",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-01-19","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  256",",,7","   50",",,7",,,,,,,"   41",",,7,0600",,,,,,,"   50",",,7","  239",",,7","  122",",,7,0600","   61",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-01-20","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  102",",,7,0600",,,,,"  256",",,7","   61",",,7",,,,,,,"    8",",,7,0600",,,,,,,"   72",",,7","  244",",,7","  178",",,7,0600","  175",",,7",,,,,,,,,,
"USC00085895","2019-01-21","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  206",",,7","   17",",,7",,,,,,,"    8",",,7,0600",,,,,,,"   11",",,7","  194",",,7","   22",",,7,0600","  212",",,7",,,,,,,,,,
"USC00085895","2019-01-22","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  178",",,7","   17",",,7",,,,,,,"    5",",,7,0600",,,,,,,"   28",",,7","  167",",,7","   67",",,7,0600","  185",",,7",,,,,,,,,,
"USC00085895","2019-01-23","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  250",",,7","   67",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  150",",,7","  239",",,7","  172",",,7,0600","  261",",,7",,,,,,,,,,
"USC00085895","2019-01-24","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   38",",,7,0600",,,,,"  233",",,7","  128",",,7",,,,,,,"   38",",,7,0600",,,,,,,"  122",",,7","  228",",,7","  161",",,7,0600","  146",",,7",,,,,,,,,,
"USC00085895","2019-01-25","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  216",",,7,0600",,,,,"  250",",,7","   67",",,7",,,,,,,"    0",",,7,0600",,,,,,,"  133",",,7","  233",",,7","  117",",,7,0600","  153",",,7",,,,,,,,,,
"USC00085895","2019-01-26","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  178",",,7","   94",",,7",,,,,,,"   18",",,7,0600",,,,,,,"   83",",,7","  167",",,7","  106",",,7,0600","  251",",,7",,,,,,,,,,
"USC00085895","2019-01-27","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  533",",,7,0600",,,,,"  167",",,7","  106",",,7",,,,,,,"    0",",,7,0600",,,,,,,"   94",",,7","  156",",,7","  144",",,7,0600","  254",",,7",,,,,,,,,,
"USC00085895","2019-01-28","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  394",",,7,0600",,,,,"  156",",,7","   78",",,7",,,,,,,"    0",",,7,0600",,,,,,,"   67",",,7","  144",",,7","   94",",,7,0600","  309",",,7",,,,,,,,,,
"USC00085895","2019-01-29","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  183",",,7","   56",",,7",,,,,,,"   15",",,7,0600",,,,,,,"   44",",,7","  167",",,7","   72",",,7,0600","  142",",,7",,,,,,,,,,
"USC00085895","2019-01-30","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  172",",,7","   72",",,7",,,,,,,"   30",",,7,0600",,,,,,,"   94",",,7","  161",",,7","  106",",,7,0600","   66",",,7",,,,,,,,,,
"USC00085895","2019-01-31","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   13",",,7,0600",,,,,"  200",",,7","   89",",,7",,,,,,,"   25",",,7,0600",,,,,,,"   83",",,7","  183",",,7","  111",",,7,0600","  237",",,7",,,,,,,,,,
"USC00085895","2019-02-01","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  217",",,7","   61",",,7",,,,,,,"   33",",,7,0600",,,,,,,"   56",",,7","  211",",,7","  156",",,7,0600","  216",",,7",,,,,,,,,,
"USC00085895","2019-02-02","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  239",",,7","  156",",,7",,,,,,,"   38",",,7,0600",,,,,,,"  144",",,7","  233",",,7","  156",",,7,0600","  148",",,7",,,,,,,,,,
"USC00085895","2019-02-03","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   38",",,7,0600",,,,,"  283",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7,0600",,,,,,,,,,,,
"USC00085895","2019-02-04","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  272",",,7","  156",",,7",,,,,,,"   43",",,7,0600",,,,,,,"  156",",,7","  267",",,7","  161",",,7,0600","  111",",,7",,,,,,,,,,
"USC00085895","2019-02-05","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  244",",,7","  139",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  128",",,7","  239",",,7","  161",",,7,0600","   85",",,7",,,,,,,,,,
"USC00085895","2019-02-06","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  261",",,7","  139",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  117",",,7","  250",",,7","  144",",,7,0600","   87",",,7",,,,,,,,,,
"USC00085895","2019-02-07","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  267",",,7","  122",",,7",,,,,,,"   43",",,7,0600",,,,,,,"  111",",,7","  256",",,7","  150",",,7,0600","   80",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-02-08","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  256",",,7","  139",",,7",,,,,,,"   48",",,7,0600",,,,,,,"  128",",,7","  250",",,7","  161",",,7,0600","   95",",,7",,,,,,,,,,
"USC00085895","2019-02-09","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  267",",,7","  117",",,7",,,,,,,"   48",",,7,0600",,,,,,,"  139",",,7","  261",",,7","  150",",,7,0600","  106",",,7",,,,,,,,,,
"USC00085895","2019-02-10","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  261",",,7","  144",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  133",",,7","  256",",,7","  161",",,7,0600","  220",",,7",,,,,,,,,,
"USC00085895","2019-02-11","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  267",",,7","  161",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  161",",,7","  256",",,7","  211",",,7,0600","  167",",,7",,,,,,,,,,
"USC00085895","2019-02-12","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   41",",,7,0600",,,,,"  283",",,7","  172",",,7",,,,,,,"   48",",,7,0600",,,,,,,"  156",",,7","  267",",,7","  183",",,7,0600","   64",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-02-13","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  198",",,7,0600",,,,,"  289",",,7","  150",",,7",,,,,,,"    0",",,7,0600",,,,,,,"  144",",,7","  278",",,7","  150",",,7,0600","  134",",,7",,,,,,,,,,
"USC00085895","2019-02-14","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   64",",,7,0600",,,,,"  161",",,7","   72",",,7",,,,,,,"   10",",,7,0600",,,,,,,"   67",",,7","  156",",,7","   72",",,7,0600","  246",",,7",,,,,,,,,,
"USC00085895","2019-02-15","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  239",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,"  111",",,7,0600",,,,,,,,,,,,
"USC00085895","2019-02-16","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  272",",,7","  111",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  106",",,7","  261",",,7","  144",",,7,0600","   74",",,7",,,,,,,,,,
"USC00085895","2019-02-17","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  294",",,7","  128",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  122",",,7","  272",",,7","  161",",,7,0600","  105",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-02-18","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  300",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,"  200",",,7,0600",,,,,,,,,,,,
"USC00085895","2019-02-19","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  311",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,
"USC00085895","2019-02-20","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  306",",,7","  194",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  189",",,7","  300",",,7","  217",",,7,0600","  135",",,7",,,,,,,,,,
"USC00085895","2019-02-21","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  289",",,7","  194",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  194",",,7","  278",",,7","  206",",,7,0600","  108",",,7",,,,,,,,,,
"USC00085895","2019-02-22","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   38",",,7,0600",,,,,"  311",",,7","  178",",,7",,,,,,,"   48",",,7,0600",,,,,,,"  172",",,7","  300",",,7","  189",",,7,0600","   89",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-02-23","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  300",",,7","  189",",,7",,,,,,,"   48",",,7,0600",,,,,,,"  183",",,7","  289",",,7","  217",",,7,0600","   68",",,7",,,,,,,,,,
"USC00085895","2019-02-24","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  300",",,7","  200",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  178",",,7","  289",",,7","  206",",,7,0600","   98",",,7",,,,,,,,,,
"USC00085895","2019-02-25","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  256",",,7","  183",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  172",",,7","  244",",,7","  189",",,7,0600","  167",",,7",,,,,,,,,,
"USC00085895","2019-02-26","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  239",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,
"USC00085895","2019-02-27","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  191",",,7,0600",,,,,"  267",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,
"USC00085895","2019-02-28","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  278",",,7","  167",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  161",",,7","  261",",,7","  178",",,7,0600","  109",",,7",,,,,,,,,,
"USC00085895","2019-03-01","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  272",",,7","  122",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  122",",,7","  261",",,7","  161",",,7,0600","   68",",,7",,,,,,,,,,
"USC00085895","2019-03-02","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  283",",,7","  150",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  139",",,7","  272",",,7","  172",",,7,0600","   58",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-03-03","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  294",",,7","  156",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  150",",,7","  283",",,7","  172",",,7,0600","   66",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-03-04","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  289",",,7","  172",",,7",,,,,,,"   48",",,7,0600",,,,,,,"  172",",,7","  278",",,7","  200",",,7,0600","  164",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-03-05","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  250",",,7","  144",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  133",",,7","  239",",,7","  172",",,7,0600","  164",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-03-06","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  189",",,7","   72",",,7",,,,,,,"   43",",,7,0600",,,,,,,"   67",",,7","  178",",,7","   83",",,7,0600","  171",",,7",,,,,,,,,,
"USC00085895","2019-03-07","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  206",",,7","   67",",,7",,,,,,,"   41",",,7,0600",,,,,,,"   67",",,7","  194",",,7","   72",",,7,0600","  182",",,7",,,,,,,,,,
"USC00085895","2019-03-08","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  233",",,7","   67",",,7",,,,,,,"   43",",,7,0600",,,,,,,"  100",",,7","  222",",,7","  106",",,7,0600","  137",",,7",,,,,,,,,,
"USC00085895","2019-03-09","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  261",",,7","  106",",,7",,,,,,,"   48",",,7,0600",,,,,,,"  111",",,7","  250",",,7","  172",",,7,0600","  591",",,7",,,,,,,,,,
"USC00085895","2019-03-10","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  283",",,7","  172",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  161",",,7","  272",",,7","  194",",,7,0600","  153",",,7",,,,,,,,,,
"USC00085895","2019-03-11","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  306",",,7","  178",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  172",",,7","  294",",,7","  183",",,7,0600","    0",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-03-12","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  294",",,7","  172",",,7",,,,,,,"   56",",,7,0600",,,,,,,"  161",",,7","  283",",,7","  183",",,7,0600","   82",",,7",,,,,,,,,,
"USC00085895","2019-03-13","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  267",",,7","  156",",,7",,,,,,,"   58",",,7,0600",,,,,,,"  150",",,7","  261",",,7","  178",",,7,0600","  225",",,7",,,,,,,,,,
"USC00085895","2019-03-14","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  278",",,7","  178",",,7",,,,,,,"   61",",,7,0600",,,,,,,"  172",",,7","  278",",,7","  189",",,7,0600","  249",",,7",,,,,,,,,,
"USC00085895","2019-03-15","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  300",",,7","  189",",,7",,,,,,,"   61",",,7,0600",,,,,,,"  178",",,7","  289",",,7","  200",",,7,0600","  180",",,7",,,,,,,,,,
"USC00085895","2019-03-16","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  278",",,7","  189",",,7",,,,,,,"   56",",,7,0600",,,,,,,"  189",",,7","  278",",,7","  206",",,7,0600","   92",",,7",,,,,,,,,,
"USC00085895","2019-03-17","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   64",",,7,0600",,,,,"  250",",,7","  167",",,7",,,,,,,"   43",",,7,0600",,,,,,,"  167",",,7","  244",",,7","  167",",,7,0600","  143",",,7",,,,,,,,,,
"USC00085895","2019-03-18","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  272",",,7","  144",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  156",",,7","  261",",,7","  144",",,7,0600","  159",",,7",,,,,,,,,,
"USC00085895","2019-03-19","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   76",",,7,0600",,,,,"  194",",,7","  128",",,7",,,,,,,"   30",",,7,0600",,,,,,,"  117",",,7","  183",",,7","  156",",,7,0600","  266",",,7",,,,,,,,,,
"USC00085895","2019-03-20","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  178",",,7,0600",,,,,"  250",",,7","  144",",,7",,,,,,,"   13",",,7,0600",,,,,,,"  139",",,7","  228",",,7","  161",",,7,0600","  264",",,7",,,,,,,,,,
"USC00085895","2019-03-21","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  250",",,7","  128",",,7",,,,,,,"   41",",,7,0600",,,,,,,"  117",",,7","  239",",,7","  133",",,7,0600","  249",",,7",,,,,,,,,,
"USC00085895","2019-03-22","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  239",",,7","  100",",,7",,,,,,,"   51",",,7,0600",,,,,,,"   94",",,7","  228",",,7","  106",",,7,0600","  154",",,7",,,,,,,,,,
"USC00085895","2019-03-23","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  244",",,7","   83",",,7",,,,,,,"   28",",,7,0600",,,,,,,"   78",",,7","  233",",,7","   89",",,7,0600","  142",",,7",,,,,,,,,,
"USC00085895","2019-03-24","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  272",",,7","   83",",,7",,,,,,,"   33",",,7,0600",,,,,,,"  133",",,7","  261",",,7","  161",",,7,0600","   80",",,7",,,,,,,,,,
"USC00085895","2019-03-25","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  267",",,7","  139",",,7",,,,,,,"   36",",,7,0600",,,,,,,"  128",",,7","  256",",,7","  150",",,7,0600","  154",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-03-26","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  278",",,7","  150",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  139",",,7","  261",",,7","  178",",,7,0600","   74",",,7",,,,,,,,,,
"USC00085895","2019-03-27","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  239",",,7","  150",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  144",",,7","  233",",,7","  150",",,7,0600","  127",",,7",,,,,,,,,,
"USC00085895","2019-03-28","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  283",",,7","  128",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  133",",,7","  267",",,7","  133",",,7,0600","  319",",,7",,,,,,,,,,
"USC00085895","2019-03-29","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  250",",,7","  128",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  128",",,7","  244",",,7","  128",",,7,0600","  356",",,7",,,,,,,,,,
"USC00085895","2019-03-30","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  267",",,7","  128",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  122",",,7","  256",",,7","  167",",,7,0600","  206",",,7",,,,,,,,,,
"USC00085895","2019-03-31","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  283",",,7","  128",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  122",",,7","  272",",,7","  156",",,7,0600","  172",",,7",,,,,,,,,,
"USC00085895","2019-04-01","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  278",",,7","  128",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  122",",,7","  267",",,7","  167",",,7,0600","   69",",,7",,,,,,,,,,
"USC00085895","2019-04-02","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  289",",,7","  122",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  128",",,7","  283",",,7","  161",",,7,0600","  103",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-04-03","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  283",",,7","  144",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  139",",,7","  272",",,7","  156",",,7,0600","  193",",,7",,,,,,,,,,
"USC00085895","2019-04-04","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  283",",,7","  144",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  150",",,7","  278",",,7","  194",",,7,0600","  314",",,7",,,,,,,,,,
"USC00085895","2019-04-05","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  289",",,7","  183",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  172",",,7","  278",",,7","  200",",,7,0600","  254",",,7",,,,,,,,,,
"USC00085895","2019-04-06","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  584",",,7,0600",,,,,"  300",",,7","  172",",,7",,,,,,,"    0",",,7,0600",,,,,,,"  161",",,7","  294",",,7","  183",",,7,0600","   19",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-04-07","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  300",",,7","  183",",,7",,,,,,,"   58",",,7,0600",,,,,,,"  194",",,7","  294",",,7","  200",",,7,0600","  113",",,7",,,,,,,,,,
"USC00085895","2019-04-08","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  311",",,7","  172",",,7",,,,,,,"   61",",,7,0600",,,,,,,"  200",",,7","  300",",,7","  211",",,7,0600","  142",",,7",,,,,,,,,,
