"USC00419916","2018-04-20","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  189",",,7","   67",",,7",,,,,,,,,"   46",",,7,0800",,,,,,,,,,,,,"   89",",,7,0800","  103",",,7",,,,,,,,,,,,
"USC00419916","2018-04-21","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  189",",,7","   89",",,7",,,,,,,,,"  241",",,7,0800",,,,,,,,,,,,,"  117",",,7,0800","  233",",,7",,,,,,,,,,,,
"USC00419916","2018-04-22","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","  404",",,7,0800","    0",",,7","    0",",,7","  206",",,7","  117",",,7",,,,,,,,,"  119",",,7,0800",,,,,,,,,,,,,"  133",",,7,0800","   84",",,7",,,,,,,,,,,,
"USC00419916","2018-04-23","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  161",",,7","  122",",,7",,,,,,,,,"   23",",,7,0800",,,,,,,,,,,,,"  161",",,7,0800","  164",",,7",,,,,,,,,,,,
"USC00419916","2018-04-24","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  206",",,7","  128",",,7",,,,,,,,,"   48",",,7,0800",,,,,,,,,,,,,"  150",",,7,0800","   50",",,7",,,,,,,,,,,,
"USC00419916","2018-04-25","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","  144",",,7",,,,,,,,,"   25",",,7,0800",,,,,,,,,,,,,"  156",",,7,0800","   42",",,7",,,,,,,,,,,,
"USC00419916","2018-04-26","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","   81",",,7,0800","    0",",,7","    0",",,7","  200",",,7","  106",",,7",,,,,,,,,"    3",",,7,0800",,,,,,,,,,,,,"  111",",,7,0800","  135",",,7",,,,,,,,,,,,
"USC00419916","2018-04-27","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  194",",,7","  111",",,7",,,,,,,,,"   36",",,7,0800",,,,,,,,,,,,,"  156",",,7,0800","  101",",,7",,,,,,,,,,,,
"USC00419916","2018-04-28","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  239",",,7","  128",",,7",,,,,,,,,"   51",",,7,0800",,,,,,,,,,,,,"  228",",,7,0800","   50",",,7",,,,,,,,,,,,
"USC00419916","2018-04-29","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  128",",,7",,,,,,,,,"   41",",,7,0800",,,,,,,,,,,,,"  150",",,7,0800","   40",",,7",,,,,,,,,,,,
"USC00419916","2018-04-30","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  139",",,7",,,,,,,,,"   86",",,7,0800",,,,,,,,,,,,,"  178",",,7,0800","  117",",,7",,,,,,,,,,,,
"USC00419916","2018-05-01","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","    0",",,7,0800",,,,,"  278",",,7","  139",",,7",,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,"  189",",,7,0800","  129",",,7",,,,,,,,,,,,
"USC00419916","2018-05-02","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","    0",",,7,0800",,,,,"  278",",,7","  139",",,7",,,,,,,,,"   46",",,7,0800",,,,,,,,,,,,,"  222",",,7,0800","  134",",,7",,,,,,,,,,,,
"USC00419916","2018-05-03","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  206",",,7",,,,,,,,,"   51",",,7,0800",,,,,,,,,,,,,"  222",",,7,0800","  142",",,7",,,,,,,,,,,,
"USC00419916","2018-05-04","33.3038","-94.1584","86.0","WRIGHT PATMAN DM AND LK, TX US","   94",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  200",",,7",,,,,,,,,"   18",",,7,0800",,,,,,,,,,,,,"  211",",,7,0800","  126",",,7",,,"    1",",,7",,,,,,,,
