"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00148259","2018-04-21","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","   25",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   39",",,7",,,,,,,,,"   25",",,7",,,,,,,,,,,,,"   67",",,7,0800","   82",",,7",,,,
"USC00148259","2018-04-22","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-04-23","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-04-24","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-04-25","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","   56",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","   89",",,7",,,,,,,,,"   33",",,7",,,,,,,,,,,,,"   89",",,7,0800","   23",",,7",,,,
"USC00148259","2018-04-26","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","   99",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","    0",",,7",,,,,,,,,"    5",",,7",,,,,,,,,,,,,"   50",",,7,0800","   19",",,7",,,,
"USC00148259","2018-04-27","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   11",",,7",,,,,,,,,"   33",",,7",,,,,,,,,,,,,"  106",",,7,0800","    0",",,7",,,,
"USC00148259","2018-04-28","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","   61",",,7",,,,,,,,,"   74",",,7",,,,,,,,,,,,,"  106",",,7,0800","   72",",,7",,,,
"USC00148259","2018-04-29","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   83",",,7",,,,,,,,,"   56",",,7",,,,,,,,,,,,,"  111",",,7,0800","   18",",,7",,,,
"USC00148259","2018-04-30","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-01","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-02","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","  422",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  150",",,7",,,,,,,,,"   58",",,7",,,,,,,,,,,,,"  211",",,7,0800","  143",",,7",,,,
"USC00148259","2018-05-03","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","  218",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  133",",,7",,,,,,,,,"   56",",,7",,,,,,,,,,,,,"  156",",,7,0800","   72",",,7",,,,
"USC00148259","2018-05-04","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-05","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-06","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-07","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-08","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-09","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-10","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-11","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-12","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-13","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-14","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-15","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-16","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-17","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  117",",,7",,,,,,,,,"   58",",,7",,,,,,,,,,,,,"  172",",,7,0800","   21",",,7",,,,
"USC00148259","2018-05-18","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  117",",,7",,,,,,,,,"   71",",,7",,,,,,,,,,,,,"  189",",,7,0800","   32",",,7",,,,
"USC00148259","2018-05-19","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","  185",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  172",",,7",,,,,,,,,"   46",",,7",,,,,,,,,,,,,"  172",",,7,0800","   39",",,7",,,,
"USC00148259","2018-05-20","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  144",",,7",,,,,,,,,"   51",",,7",,,,,,,,,,,,,"  150",",,7,0800","   24",",,7",,,,
"USC00148259","2018-05-21","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","  122",",,7",,,,,,,,,"   10",",,7",,,,,,,,,,,,,"  128",",,7,0800","   21",",,7",,,,
"USC00148259","2018-05-22","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  128",",,7",,,,,,,,,"   43",",,7",,,,,,,,,,,,,"  200",",,7,0800","   19",",,7",,,,
"USC00148259","2018-05-23","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  178",",,7",,,,,,,,,"   56",",,7",,,,,,,,,,,,,"  233",",,7,0800","   64",",,7",,,,
"USC00148259","2018-05-24","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  183",",,7",,,,,,,,,"   74",",,7",,,,,,,,,,,,,"  211",",,7,0800","  108",",,7",,,,
"USC00148259","2018-05-25","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  189",",,7",,,,,,,,,"   33",",,7",,,,,,,,,,,,,"  200",",,7,0800","   85",",,7",,,,
"USC00148259","2018-05-26","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  183",",,7",,,,,,,,,"   58",",,7",,,,,,,,,,,,,"  228",",,7,0800","   24",",,7",,,,
"USC00148259","2018-05-27","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  183",",,7",,,,,,,,,"   64",",,7",,,,,,,,,,,,,"  244",",,7,0800","   37",",,7",,,,
"USC00148259","2018-05-28","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-29","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-30","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148259","2018-05-31","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  144",",,7",,,,,,,,,"   79",",,7",,,,,,,,,,,,,"  233",",,7,0800","   63",",,7",,,,
"USC00148259","2018-06-01","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  150",",,7",,,,,,,,,"   53",",,7",,,,,,,,,,,,,"  222",",,7,0800","   11",",,7",,,,
"USC00148259","2018-06-02","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","  251",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  167",",,7",,,,,,,,,"  124",",,7",,,,,,,,,,,,,"  194",",,7,0800","  145",",,7",,,,
"USC00148259","2018-06-03","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  111",",,7",,,,,,,,,"   69",",,7",,,,,,,,,,,,,"  183",",,7,0800","   34",",,7",,,,
"USC00148259","2018-06-04","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  139",",,7",,,,,,,,,"   18",",,7",,,,,,,,,,,,,"  183",",,7,0800","   14",",,7",,,,
"USC00148259","2018-06-05","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  144",",,7",,,,,,,,,"  137",",,7",,,,,,,,,,,,,"  211",",,7,0800","   27",",,7",,,,
"USC00148259","2018-06-09","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  172",",,7",,,,,,,,,"   76",",,7",,,,,,,,,,,,,"  217",",,7,0800","   66",",,7",,,,
"USC00148259","2018-06-10","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  217",",,7",,,,,,,,,"   79",",,7",,,,,,,,,,,,,"  261",",,7,0800","  150",",,7",,,,
"USC00148259","2018-06-12","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","  132",",,7,0800","    0",",,7,0800","    0",",,7,0800","  372",",,7","  194",",,7",,,,,,,,,"  112",",,7",,,,,,,,,,,,,"  211",",,7,0800","  100",",,7",,,,
"USC00148259","2018-06-14","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  211",",,7",,,,,,,,,"   46",",,7",,,,,,,,,,,,,"  261",",,7,0800","   32",",,7",,,,
"USC00148259","2018-06-15","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  256",",,7",,,,,,,,,"  132",",,7",,,,,,,,,,,,,"  272",",,7,0800","  177",",,7",,,,
"USC00148259","2018-06-16","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  256",",,7",,,,,,,,,"   94",",,7",,,,,,,,,,,,,"  272",",,7,0800","  187",",,7",,,,
"USC00148259","2018-06-17","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  250",",,7",,,,,,,,,"  112",",,7",,,,,,,,,,,,,"  261",",,7,0800","   50",",,7",,,,
"USC00148259","2018-06-19","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  244",",,7",,,,,,,,,"  109",",,7",,,,,,,,,,,,,"  250",",,7,0800","   93",",,7",,,,
"USC00148259","2018-06-20","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","  107",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  189",",,7",,,,,,,,,"   36",",,7",,,,,,,,,,,,,"  194",",,7,0800","   55",",,7",,,,
"USC00148259","2018-06-24","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  183",",,7",,,,,,,,,"   58",",,7",,,,,,,,,,,,,"  239",",,7,0800","   19",",,7",,,,
"USC00148259","2018-06-26","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","  117",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  183",",,7",,,,,,,,,"  145",",,7",,,,,,,,,,,,,"  194",",,7,0800","   69",",,7",,,,
"USC00148259","2018-06-28","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  217",",,7",,,,,,,,,"   64",",,7",,,,,,,,,,,,,"  272",",,7,0800","   35",",,7",,,,
"USC00148259","2018-06-29","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  394",",,7","  267",",,7",,,,,,,,,"  135",",,7",,,,,,,,,,,,,"  283",",,7,0800","  163",",,7",,,,
"USC00148259","2018-06-30","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  389",",,7","  261",",,7",,,,,,,,,"  137",",,7",,,,,,,,,,,,,"  267",",,7,0800","  209",",,7",,,,
"USC00148259","2018-07-01","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  194",",,7",,,,,,,,,"   84",",,7",,,,,,,,,,,,,"  200",",,7,0800","   64",",,7",,,,
"USC00148259","2018-07-04","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800","  406",",,7","  156",",,7",,,"    3",",,7",,,,,"  272",",,7",,,"    0",",,7",,,,,,,,,"  267",",,7,0800","  103",",,7",,,,
"USC00148259","2018-07-05","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","   99",",,7,0800","    0",",,7,0800","    0",",,7,0800","  372",",,7","  206",",,7",,,,,,,,,"  109",",,7",,,,,,,,,,,,,"  222",",,7,0800","   89",",,7",,,,
"USC00148259","2018-07-06","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  222",",,7",,,,,,,,,"   38",",,7",,,,,,,,,,,,,"  233",",,7,0800","   19",",,7",,,,
"USC00148259","2018-07-07","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  189",",,7",,,,,,,,,"   97",",,7",,,,,,,,,,,,,"  233",",,7,0800","   24",",,7",,,,
"USC00148259","2018-07-11","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800","  361",",,7","  217",",,7",,,"    4",",,7",,,,,"  107",",,7",,,"    0",",,7",,,,,,,,,"  272",",,7,0800","   32",",,7",,,,
"USC00148259","2018-07-12","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  378",",,7","  217",",,7",,,,,,,,,"   41",",,7",,,,,,,,,,,,,"  272",",,7,0800","   53",",,7",,,,
"USC00148259","2018-07-15","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800","  311",",,7","  206",",,7",,,"    3",",,7",,,,,"  483",",,7",,,"    0",",,7",,,,,,,,,"  250",",,7,0800","   14",",,7",,,,
"USC00148259","2018-07-16","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  228",",,7",,,,,,,,,"  175",",,7",,,,,,,,,,,,,"  239",",,7,0800","   24",",,7",,,,
"USC00148259","2018-07-17","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  228",",,7",,,,,,,,,"   25",",,7",,,,,,,,,,,,,"  239",",,7,0800","   26",",,7",,,,
"USC00148259","2018-07-18","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","   43",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  206",",,7",,,,,,,,,"   43",",,7",,,,,,,,,,,,,"  228",",,7,0800","   29",",,7",,,,
"USC00148259","2018-07-19","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  222",",,7",,,,,,,,,"   25",",,7",,,,,,,,,,,,,"  244",",,7,0800","   24",",,7",,,,
"USC00148259","2018-07-20","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","   84",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  189",",,7",,,,,,,,,"   99",",,7",,,,,,,,,,,,,"  250",",,7,0800","   37",",,7",,,,
"USC00148259","2018-07-23","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800","  317",",,7","  206",",,7",,,"    3",",,7",,,,,"   99",",,7",,,"    0",",,7",,,,,,,,,"  222",",,7,0800","   26",",,7",,,,
"USC00148259","2018-07-24","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  206",",,7",,,,,,,,,"   53",",,7",,,,,,,,,,,,,"  217",",,7,0800","   26",",,7",,,,
"USC00148259","2018-07-25","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  144",",,7",,,,,,,,,"   84",",,7",,,,,,,,,,,,,"  183",",,7,0800","   23",",,7",,,,
"USC00148259","2018-07-27","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800","  289",",,7","  150",",,7",,,"    2",",,7",,,,,"   84",",,7",,,"    0",",,7",,,,,,,,,"  206",",,7,0800","   18",",,7",,,,
"USC00148259","2018-07-28","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  189",",,7",,,,,,,,,"   64",",,7",,,,,,,,,,,,,"  206",",,7,0800","   40",",,7",,,,
"USC00148259","2018-07-29","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","   18",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  194",",,7",,,,,,,,,"   66",",,7",,,,,,,,,,,,,"  194",",,7,0800","   51",",,7",,,,
