"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00221389","2018-05-03","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  172",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-04","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  172",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-05","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  178",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-06","32.6713","-90.0361","76.2","CANTON 4 N, MS US","  206",",,7,0700","    0",",,7","    0",",,7","  239",",,7","  133",",,7",,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-07","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  128",",,7",,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-08","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  128",",,7",,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-09","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  144",",,7",,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-10","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  156",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-11","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  156",",,7",,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-12","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  156",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-13","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  167",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-14","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  167",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-15","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  183",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-16","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  183",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-17","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    3",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  183",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-18","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   74",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  178",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-19","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  189",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-20","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  206",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-21","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   79",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  194",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-22","32.6713","-90.0361","76.2","CANTON 4 N, MS US","  150",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  183",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-23","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  189",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-24","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0","T,,7,0700","    0",",,7","    0",",,7","  322",",,7","  189",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-25","32.6713","-90.0361","76.2","CANTON 4 N, MS US","  107",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  194",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-26","32.6713","-90.0361","76.2","CANTON 4 N, MS US","  325",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  194",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-27","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0","T,,7,0700","    0",",,7","    0",",,7","  289",",,7","  183",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-28","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  194",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-29","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  206",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-30","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   61",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  206",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-05-31","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  211",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-01","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  317",",,H","  222",",,H",,,,,"  239",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-02","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  328",",,H","  239",",,H",,,,,"  250",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-03","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  333",",,H","  222",",,H",,,,,"  244",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-09","32.6713","-90.0361","76.2","CANTON 4 N, MS US",,,,,,,,,"  194",",,H",,,,,"  194",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-10","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   51",",,H,0700",,,,,"  339",",,H","  194",",,H",,,,,"  200",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-11","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  328",",,H","  200",",,H",,,,,"  222",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-12","32.6713","-90.0361","76.2","CANTON 4 N, MS US","  201",",,H,0700",,,,,"  272",",,H","  200",",,H",,,,,"  217",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-13","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  322",",,H","  206",",,H",,,,,"  206",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-14","32.6713","-90.0361","76.2","CANTON 4 N, MS US","  114",",,H,0700",,,,,"  311",",,H","  206",",,H",,,,,"  206",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-15","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  322",",,H","  206",",,H",,,,,"  217",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-16","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  322",",,H","  206",",,H",,,,,"  211",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-17","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  328",",,H","  211",",,H",,,,,"  222",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-18","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  328",",,H","  200",",,H",,,,,"  211",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-19","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    3",",,H,0700",,,,,"  317",",,H","  211",",,H",,,,,"  217",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-20","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    3",",,H,0700",,,,,"  311",",,H","  217",",,H",,,,,"  228",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-21","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   38",",,H,0700",,,,,"  311",",,H","  228",",,H",,,,,"  239",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-22","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   53",",,H,0700",,,,,"  311",",,H","  233",",,H",,,,,"  250",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-23","32.6713","-90.0361","76.2","CANTON 4 N, MS US","  135",",,H,0700",,,,,"  272",",,H","  206",",,H",,,,,"  239",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-24","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  328",",,H","  239",",,H",,,,,"  239",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-25","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   84",",,H,0700",,,,,"  328",",,H","  222",",,H",,,,,"  228",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-26","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  333",",,H","  222",",,H",,,,,"  222",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-27","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  344",",,H","  222",",,H",,,,,"  239",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-28","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  339",",,H","  233",",,H",,,,,"  244",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-29","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  344",",,H","  222",",,H",,,,,"  222",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-06-30","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  333",",,H","  222",",,H",,,,,"  228",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-01","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  350",",,H","  211",",,H",,,,,"  217",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-02","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  350",",,H","  217",",,H",,,,,"  228",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-03","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   15",",,H,0700",,,,,"  333",",,H","  228",",,H",,,,,"  228",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-04","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   10",",,H,0700",,,,,"  317",",,H","  228",",,H",,,,,"  233",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-05","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  339",",,H","  228",",,H",,,,,"  233",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-06","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  333",",,H","  222",",,H",,,,,"  228",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-07","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   79",",,H,0700",,,,,"  344",",,H","  211",",,H",,,,,"  211",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-08","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  322",",,H","  211",",,H",,,,,"  228",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-09","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    5",",,H,0700",,,,,"  322",",,H","  222",",,H",,,,,"  228",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-10","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   15",",,H,0700",,,,,"  322",",,H","  217",",,H",,,,,"  217",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-11","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  333",",,H","  217",",,H",,,,,"  228",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-12","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   10",",,H,0700",,,,,"  328",",,H","  217",",,H",,,,,"  222",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-13","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  350",",,H","  222",",,H",,,,,"  239",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-14","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   25",",,H,0700",,,,,"  328",",,H","  217",",,H",,,,,"  272",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-15","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  344",",,H","  239",",,H",,,,,"  244",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-16","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  344",",,H","  233",",,H",,,,,"  233",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-17","32.6713","-90.0361","76.2","CANTON 4 N, MS US","  521",",,H,0700",,,,,"  350",",,H","  228",",,H",,,,,"  233",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-18","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   69",",,H,0700",,,,,"  311",",,H","  233",",,H",,,,,"  239",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-19","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   43",",,H,0700",,,,,"  333",",,H","  233",",,H",,,,,"  233",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-20","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   97",",,H,0700",,,,,"  333",",,H","  233",",,H",,,,,"  239",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-21","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   18",",,H,0700",,,,,"  333",",,H","  222",",,H",,,,,"  222",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-22","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  339",",,H","  222",",,H",,,,,"  244",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-23","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  339",",,H","  233",",,H",,,,,"  233",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-24","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  311",",,H","  211",",,H",,,,,"  211",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-25","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  306",",,H","  206",",,H",,,,,"  206",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-26","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-27","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-28","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-29","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   79",",,H,0700",,,,,,,"  222",",,H",,,,,"  228",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-30","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  317",",,H","  228",",,H",,,,,"  233",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-07-31","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  328",",,H","  233",",,H",,,,,"  239",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-01","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   33",",,H,0700",,,,,"  278",",,H","  200",",,H",,,,,"  206",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-02","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  311",",,H","  194",",,H",,,,,"  194",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-03","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    8",",,H,0700",,,,,"  322",",,H","  194",",,H",,,,,"  200",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-04","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  322",",,H","  200",",,H",,,,,"  217",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-05","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  317",",,H","  217",",,H",,,,,"  228",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-06","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  333",",,H","  228",",,H",,,,,"  239",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-07","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  328",",,H","  222",",,H",,,,,"  222",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-08","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  344",",,H","  222",",,H",,,,,"  222",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-09","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  333",",,H","  222",",,H",,,,,"  228",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-10","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    5",",,H,0700",,,,,"  306",",,H","  228",",,H",,,,,"  233",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-11","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  328",",,H","  217",",,H",,,,,"  222",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-12","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  344",",,H","  222",",,H",,,,,"  239",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-13","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   10",",,H,0700",,,,,"  333",",,H","  233",",,H",,,,,"  233",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-14","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  328",",,H","  211",",,H",,,,,"  217",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-15","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  339",",,H","  217",",,H",,,,,"  217",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-16","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  344",",,H","  217",",,H",,,,,"  250",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-17","32.6713","-90.0361","76.2","CANTON 4 N, MS US","    0",",,H,0700",,,,,"  339",",,H","  239",",,H",,,,,"  239",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-18","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   53",",,H,0700",,,,,"  339",",,H","  239",",,H",,,,,"  250",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00221389","2018-08-19","32.6713","-90.0361","76.2","CANTON 4 N, MS US","   41",",,H,0700",,,,,"  322",",,H","  217",",,H",,,,,"  217",",,H,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
