"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN12","SN12_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX12","SX12_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00128723","2019-08-05","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,,,,"  311",",,7","  283",",,7",,,,,"  322",",,7","  294",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,"  256",",,7,0800",,,,,,,"  322",",,7","  294",",,7",,,,,"  333",",,7","  306",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-07","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,,,,"  306",",,7","  289",",,7",,,,,"  317",",,7","  300",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-08","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,"  289",",,7,0800",,,,,,,"  317",",,7","  294",",,7",,,,,"  328",",,7","  306",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,"  256",",,7,0800",,,,,,,"  322",",,7","  294",",,7",,,,,"  333",",,7","  306",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,"  250",",,7,0800",,,,,,,"  328",",I,7","  294",",,7",,,,,"  339",",,7","  311",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-13","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   51",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,,"  289",",,7","  278",",,7",,,,,"  294",",I,7","  289",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,,"  294",",,7","  283",",,7",,,,,"  306",",,7","  294",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-15","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,,,"  311",",,7","  289",",,7",,,,,"  322",",,7","  300",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-21","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  508",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,"  294",",,7","  289",",I,7",,,,,"  300",",,7","  300",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-22","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   89",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,,"  278",",I,7","  272",",,7",,,,,"  289",",,7","  278",",I,7",,,,,,,,,,,,,,
"USC00128723","2019-08-23","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,"  244",",,7","  261",",,7",,,,,"  256",",I,7","  267",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-24","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,"  256",",,7","  261",",,7",,,,,"  267",",,7","  272",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-25","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,,,"  233",",,7","  250",",,7",,,,,"  244",",I,7","  261",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-26","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,"  200",",,7",,,,,,,,,,,,,,,,,,,,,"  256",",,7,0800",,,,,,,"  256",",,7","  250",",,7",,,,,"  267",",,7","  261",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-27","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  213",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,"  217",",,7",,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,,"  244",",,7","  261",",,7",,,,,"  256",",,7","  250",",I,7",,,,,,,,,,,,,,
"USC00128723","2019-08-28","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800",,,"  156",",,7",,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,,,"  267",",I,7","  261",",,7",,,,,"  278",",,7","  272",",,7",,,,,,,,,,,,,,
"USC00128723","2019-08-29","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,"  250",",,7","  250",",,7",,,,,"  256",",,7","  267",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-03","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   69",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,,"  256",",,7","  256",",,7",,,,,"  267",",,7","  267",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-04","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,"  200",",,7",,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,,"  267",",,7","  256",",,7",,,,,"  278",",,7","  272",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-05","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,"  133",",,7",,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,,,"  261",",,7","  261",",,7",,,,,"  272",",,7","  272",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,"  156",",,7",,,,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,,,"  256",",,7","  250",",,7",,,,,"  267",",,7","  261",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-07","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,"  194",",,7,0800",,,,,,,"  239",",,7","  244",",,7",,,,,"  250",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-08","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   51",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  183",",,7,0800",,,,,,,"  250",",,7","  244",",,7",,,,,"  256",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,,"  228",",,7","  233",",,7",,,,,"  239",",I,7","  244",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-10","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,,,,"  256",",,7","  244",",,7",,,,,"  267",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  233",",,7",,,,,,,,,,,,,,,,,,,,,"  256",",,7,0800",,,,,,,"  267",",,7","  256",",,7",,,,,"  278",",,7","  267",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,,"  267",",,7,0800",,,,,,,"  278",",,7","  261",",,7",,,,,"  289",",,7","  272",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-13","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  233",",,7",,,,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,,,,"  278",",,7","  256",",,7",,,,,"  289",",,7","  272",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,,,"  283",",,7","  272",",,7",,,,,"  294",",,7","  283",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-15","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,"  272",",,7","  256",",,7",,,,,"  283",",,7","  267",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-16","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,"  244",",,7,0800",,,,,,,"  261",",,7","  244",",,7",,,,,"  272",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-17","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,,"  278",",,7","  256",",,7",,,,,"  289",",,7","  267",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-18","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,,"  278",",,7","  250",",,7",,,,,"  289",",,7","  261",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-19","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,,"  272",",,7","  239",",,7",,,,,"  283",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-20","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,,"  267",",,7","  239",",,7",,,,,"  278",",,7","  250",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-21","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,"  239",",,7,0800",,,,,,,"  267",",,7","  306",",I,7",,,,,"  278",",,7","  317",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-22","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,,"  272",",,7","  250",",,7",,,,,"  283",",,7","  267",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-23","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  112",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,"  256",",,7","  244",",,7",,,,,"  272",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-24","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,,,"  250",",I,7","  250",",,7",,,,,"  256",",,7","  261",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-25","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,"  183",",,7,0800",,,,,,,"  228",",,7","  233",",,7",,,,,"  239",",I,7","  244",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-26","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  130",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,"  161",",,7,0800",,,,,,,"  228",",,7","  228",",,7",,,,,"  239",",,7","  239",",,7",,,,,,,,,,,,,,
"USC00128723","2019-09-30","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   28",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,,"  239",",,7","  244",",,7",,,,,"  250",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-01","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,,"  250",",,7,0800",,,,,,,"  256",",,7","  256",",,7",,,,,"  267",",,7","  267",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-02","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,,"  261",",,7","  239",",,7",,,,,"  272",",,7","  261",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-03","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,,"  239",",,7,0800",,,,,,,"  267",",,7","  239",",,7",,,,,"  278",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-04","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,,,,"  256",",I,7","  228",",,7",,,,,"  261",",,7","  244",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-05","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,,,,"  222",",,7",,,,,,,"  233",",I,7",,,,,,,,,,,,,,,,
"USC00128723","2019-10-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   91",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,,,"  222",",I,7","  206",",,7",,,,,"  233",",,7","  222",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-07","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,"  117",",,7,0800",,,,,,,"  189",",,7","  206",",,7",,,,,"  200",",I,7","  217",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-08","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,"  128",",,7,0800",,,,,,,"  200",",,7","  206",",,7",,,,,"  206",",,7","  217",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,,,,"  194",",,7","  200",",,7",,,,,"  200",",,7","  206",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-10","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,"   94",",,7",,,,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,,,,"  194",",,7","  189",",,7",,,,,"  200",",,7","  200",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  150",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  194",",,7,0800",,,,,,,"  189",",,7","  200",",,7",,,,,"  200",",,7","  211",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   51",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,,,,,,"  183",",I,7","  200",",I,7",,,,,"  194",",,7","  211",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-13","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,"   72",",,7,0800",,,,,,,"  144",",,7","  178",",,7",,,,,"  156",",I,7","  183",",I,7",,,,,,,,,,,,,,
"USC00128723","2019-10-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,,,,,"  150",",,7","  172",",,7",,,,,"  161",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-16","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,,,,,,"  144",",I,7","  167",",,7",,,,,"  161",",,7","  178",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-17","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,,,,"  128",",,7","  156",",,7",,,,,"  133",",I,7","  167",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-18","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,,,,,"  139",",,7","  161",",,7",,,,,"  150",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-21","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  206",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,,,,"  167",",,7","  172",",,7",,,,,"  178",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-22","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   30",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,,,"  150",",I,7","  161",",,7",,,,,"  161",",,7","  172",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-23","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,,,,"  128",",,7","  156",",,7",,,,,"  139",",I,7","  167",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-25","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,"   89",",,7,0800",,,,,,,"  144",",,7","  150",",,7",,,,,"  150",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-27","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  376",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,,,,"  128",",,7","  156",",,7",,,,,"  139",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-28","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,,,,"  150",",I,7","  139",",,7",,,,,"  161",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-29","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,"   72",",,7,0800",,,,,,,"  117",",,7","  144",",,7",,,,,"  128",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00128723","2019-10-30","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,,,,"  122",",,7","  139",",,7",,,,,"  133",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00128723","2019-11-01","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   99",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,,,,,"   61",",,7","  139",",,7",,,,,"   72",",,7","  144",",,7",,,,,,,,,,,,,,
"USC00128723","2019-11-04","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,,,,"   83",",,7","  106",",,7",,,,,"   94",",,7","  117",",,7",,,,,,,,,,,,,,
"USC00128723","2019-11-05","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   28",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,"   72",",,7,0800",,,,,,,"  139",",I,7","  106",",,7",,,,,"  150",",,7","  117",",,7",,,,,,,,,,,,,,
"USC00128723","2019-11-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,"   72",",,7,0800",,,,,,,"   94",",,7","  117",",,7",,,,,"  106",",,7","  128",",,7",,,,,,,,,,,,,,
"USC00128723","2019-11-07","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,,,,"   78",",,7","  100",",,7",,,,,"   89",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00128723","2019-11-08","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0800",,,,,,,"   72",",I,7","  111",",I,7",,,,,"   83",",,7","  117",",,7",,,,,,,,,,,,,,
