"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00053258","2018-05-06","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  256",",,7","  100",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-07","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  256",",,7","  100",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-08","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  250",",,7","   94",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-09","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  244",",,7","  117",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-10","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  272",",,7","  111",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-11","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  294",",,7","   83",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-12","39.2771","-103.4945","1704.7","GENOA, CO US","    0","T,,7,0800","    0",",,7,","    0",",,7,","  233",",,7","   89",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-13","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  178",",,7","   72",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-14","39.2771","-103.4945","1704.7","GENOA, CO US","   10",",,7,0800","    0",",,7,","    0",",,7,","  228",",,7","   89",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-15","39.2771","-103.4945","1704.7","GENOA, CO US","    8",",,7,0800","    0",",,7,","    0",",,7,","  206",",,7","   78",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-16","39.2771","-103.4945","1704.7","GENOA, CO US","    3",",,7,0800","    0",",,7,","    0",",,7,","  228",",,7","   89",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-17","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  256",",,7","  106",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-18","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  294",",,7","  106",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-19","39.2771","-103.4945","1704.7","GENOA, CO US","    0","T,,7,0800","    0",",,7,","    0",",,7,","  172",",,7","   83",",,7",,,,,,,,,"   83",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-20","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  161",",,7","   33",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-21","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  161",",,7","   33",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-22","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  267",",,7","   94",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-23","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  261",",,7","  100",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-24","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  278",",,7","  117",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-25","39.2771","-103.4945","1704.7","GENOA, CO US","    8",",,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  150",",,7",,,,,,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-26","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  300",",,7","  133",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-27","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  322",",,7","  150",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-28","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  322",",,7","  128",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-29","39.2771","-103.4945","1704.7","GENOA, CO US","    5",",,7,0800","    0",",,7,","    0",",,7,","  244",",,7","   78",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-30","39.2771","-103.4945","1704.7","GENOA, CO US","   20",",,7,0800","    0",",,7,","    0",",,7,","  228",",,7","  106",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-05-31","39.2771","-103.4945","1704.7","GENOA, CO US","  191",",,7,0800","    0",",,7,","    0",",,7,","  261",",,7","   89",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-01","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  333",",,7","   83",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-02","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  239",",,7","  100",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-03","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  239",",,7","   89",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-04","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  317",",,7","  183",",,7",,,,,,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-05","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  339",",,7","  167",",,7",,,,,,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-06","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  317",",,7","  128",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-07","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  300",",,7","  150",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-08","39.2771","-103.4945","1704.7","GENOA, CO US","    0","T,,7,0800","    0",",,7,","    0",",,7,","  322",",,7","  144",",,7",,,,,,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-09","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  344",",,7","  167",",,7",,,,,,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-10","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  344",",,7","  150",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-11","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  272",",,7","  122",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-12","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  306",",,7","  144",",,7",,,,,,,,,"  222",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-13","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  322",",,7","  156",",,7",,,,,,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-14","39.2771","-103.4945","1704.7","GENOA, CO US","    5",",,7,0800","    0",",,7,","    0",",,7,","  356",",,7","  167",",,7",,,,,,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-15","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  339",",,7","  178",",,7",,,,,,,,,"  267",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-16","39.2771","-103.4945","1704.7","GENOA, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-17","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  306",",,7","  156",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-18","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  294",",,7","  117",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-19","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  306",",,7","  139",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-20","39.2771","-103.4945","1704.7","GENOA, CO US","  251",",,7,0800","    0",",,7,","    0",",,7,","  283",",,7","  100",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-21","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  244",",,7","  128",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-22","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  294",",,7","  128",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-23","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  261",",,7","  128",",,7",,,,,,,,,"  250",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-24","39.2771","-103.4945","1704.7","GENOA, CO US","  127",",,7,0800","    0",",,7,","    0",",,7,","  272",",,7","   67",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-25","39.2771","-103.4945","1704.7","GENOA, CO US","  254",",,7,0800","    0",",,7,","    0",",,7,","  233",",,7","   72",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-26","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  267",",,7","  122",",,7",,,,,,,,,"  250",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-27","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  344",",,7","  194",",,7",,,,,,,,,"  278",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-28","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  350",",,7","  183",",,7",,,,,,,,,"  250",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-29","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  156",",,7",,,,,,,,,"  267",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-06-30","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  133",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-01","39.2771","-103.4945","1704.7","GENOA, CO US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  106",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-02","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  150",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-03","39.2771","-103.4945","1704.7","GENOA, CO US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  133",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-04","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  144",",,7",,,,,,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-05","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  167",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-06","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  156",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-07","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  144",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-08","39.2771","-103.4945","1704.7","GENOA, CO US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-09","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  144",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-10","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  144",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-11","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  150",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-12","39.2771","-103.4945","1704.7","GENOA, CO US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-13","39.2771","-103.4945","1704.7","GENOA, CO US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-14","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  161",",,7",,,,,,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-15","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  156",",,7",,,,,,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-16","39.2771","-103.4945","1704.7","GENOA, CO US","   43",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  156",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-17","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  133",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-18","39.2771","-103.4945","1704.7","GENOA, CO US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-19","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  183",",,7",,,,,,,,,"  222",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-20","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  183",",,7",,,,,,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-21","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  194",",,7",,,,,,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-22","39.2771","-103.4945","1704.7","GENOA, CO US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-23","39.2771","-103.4945","1704.7","GENOA, CO US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-24","39.2771","-103.4945","1704.7","GENOA, CO US","   20",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  150",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-25","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  156",",,7",,,,,,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-26","39.2771","-103.4945","1704.7","GENOA, CO US","   46",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  139",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-27","39.2771","-103.4945","1704.7","GENOA, CO US","  163",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  122",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-28","39.2771","-103.4945","1704.7","GENOA, CO US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-29","39.2771","-103.4945","1704.7","GENOA, CO US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-30","39.2771","-103.4945","1704.7","GENOA, CO US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-07-31","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  139",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-08-01","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  156",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-08-02","39.2771","-103.4945","1704.7","GENOA, CO US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  167",",,7",,,,,,,,,"  222",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-08-03","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  178",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-08-04","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  161",",,7",,,,,,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-08-05","39.2771","-103.4945","1704.7","GENOA, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  178",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-08-06","39.2771","-103.4945","1704.7","GENOA, CO US","   94",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  161",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-08-07","39.2771","-103.4945","1704.7","GENOA, CO US","  127",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  167",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-08-08","39.2771","-103.4945","1704.7","GENOA, CO US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  178",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00053258","2018-08-09","39.2771","-103.4945","1704.7","GENOA, CO US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  178",",,7",,,,,,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
