"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00292700","2018-12-31","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    5",",,7,0700","   51",",,7","  152",",,7,0700","  -50",",,7"," -244",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -78",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-01","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   76",",,7,0700","  127",",,7","  203",",,7,0700","  -61",",,7"," -156",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-02","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  203",",,7,0700","  -83",",,7"," -261",",,7",,,,,,,,,,,,,,,,,,,,,,," -117",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-03","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  127",",,7,0700","  -83",",,7"," -261",",,7",,,,,,,,,,,,,,,,,,,,,,," -117",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-04","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  127",",,7,0700","  -83",",S,7"," -289",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -94",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-05","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  127",",,7,0700","   67",",,7"," -244",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-06","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  127",",,7,0700","   56",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-07","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  102",",,7,0700","   28",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-08","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  102",",,7,0700","   39",",,7"," -156",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-09","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   72",",,7"," -172",",,7",,,,,,,,,,,,,,,,,,,,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-10","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   61",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-11","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   15",",,7,0700","   25",",,7","   76",",,7,0700","   44",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-12","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","    8",",,7","   76",",,7,0700","  -11",",,7"," -178",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-13","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","   13",",,7","   76",",,7,0700","   -6",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-14","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   33",",,7"," -139",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-15","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   50",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-16","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   50",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-17","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   61",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-18","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","    0",",,7","   51",",,7,0700","   56",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-19","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   39",",,7"," -139",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-20","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   61",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-21","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   56",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-22","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    5",",,7,0700","   25",",,7","   76",",,7,0700","   39",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-23","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","    0",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-24","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","    0",",,7"," -172",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-25","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   -6",",,7"," -156",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-26","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","    6",",,7"," -211",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-27","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   50",",,7"," -189",",,7",,,,,,,,,,,,,,,,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-28","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   11",",,7"," -167",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-29","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   22",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-30","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   33",",,7"," -194",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-01-31","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   50",",,7"," -244",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-01","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   56",",,7"," -194",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-02","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   78",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-03","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","   78",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-04","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    5",",,7,0700","    8",",,7","   25",",,7,0700","   83",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   56",",,7,0700",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-05","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   18",",,7,0700","   51",",,7","   51",",,7,0700","   67",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-06","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   43",",,7,0700","   76",",,7","   76",",,7,0700","   44",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-07","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","  -50",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-08","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   11",",,7"," -256",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-09","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   50",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-10","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   33",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-11","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    8",",,7,0700","   25",",,7","   76",",,7,0700","   17",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-12","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   39",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-13","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","  100",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-14","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","   50",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-15","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","  152",",,7,0700","   51",",,7","   51",",,7,0700","   50",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-16","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    5",",,7,0700","   25",",,7","   51",",,7,0700","   44",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0700",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-17","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","  -17",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-18","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    5",",,7,0700","   51",",,7","   76",",,7,0700","  -22",",,7"," -156",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-19","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","    3",",,7","   76",",,7,0700","  -22",",,7"," -178",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-20","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","  -44",",,7"," -133",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-21","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","  -17",",,7"," -178",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-22","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   22",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-23","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   66",",,7,0700","  102",",,7","  127",",,7,0700","   -6",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-24","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  102",",,7,0700","   33",",,7"," -206",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-25","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   44",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-26","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   94",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,,,"   83",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-27","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","   94",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,,,"   83",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-02-28","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   89",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-01","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   89",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   83",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-02","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   89",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-03","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","  191",",,7,0700","  102",",,7","   51",",,7,0700","   50",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0700",,,,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00292700","2019-03-04","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   18",",,7,0700","   25",",,7","   51",",,7,0700","   39",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00292700","2019-03-05","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   72",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"   61",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-06","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  106",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-07","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   15",",,7,0700","    0",",,7","    0",",,7,0700","   94",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   89",",,7,0700",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-08","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","    0",",,7","    0",",,7,0700","   89",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   72",",,7,0700",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-09","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   30",",,7,0700","   76",",,7","    0",",,7,0700","   78",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-10","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   83",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,,"   72",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-11","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   38",",,7,0700","   25",",,7","    0",",,7,0700","   83",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-12","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    5",",,7,0700","    0",",,7","    0",",,7,0700","  106",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   72",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-13","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","  165",",,7,0700","   76",",,7","   51",",,7,0700","   78",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00292700","2019-03-14","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   25",",,7,0700","   76",",,7","   25",",,7,0700","   22",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-15","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   89",",,7,0700","  127",",,7","   76",",,7,0700","   11",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-16","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   56",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,,,,,,"   50",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-17","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   94",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,,"   78",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-18","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   89",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-19","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   83",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-20","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   38",",,7,0700","   51",",,7","    0",",,7,0700","  100",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,,,,,"   89",",,7,0700",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-21","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  100",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-22","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   64",",,7,0700","   76",",,7","   25",",,7,0700","   44",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0700",,,,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00292700","2019-03-23","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   72",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-24","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  100",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-25","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  128",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  122",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-26","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  150",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-27","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  178",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-28","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  178",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-29","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  167",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  100",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-30","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  100",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2019-03-31","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   33",",,7,0700","   51",",,7","   25",",,7,0700","  -11",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
