"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00251149","2018-06-22","41.5638","-103.3677","1264.6","BRIDGEPORT 18 WSW, NE US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  106",",,7",,,,,,,"  167",",,7,0800",,,,,,,,,,,,
"USC00251149","2018-06-23","41.5638","-103.3677","1264.6","BRIDGEPORT 18 WSW, NE US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","   89",",,7",,,,,,,"  117",",,7,0800",,,"    1",",,7",,,,,,,,
"USC00251149","2018-06-24","41.5638","-103.3677","1264.6","BRIDGEPORT 18 WSW, NE US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","   89",",,7",,,,,,,"  133",",,7,0800",,,"    1",",,7",,,,,,,,
"USC00251149","2018-06-25","41.5638","-103.3677","1264.6","BRIDGEPORT 18 WSW, NE US","   30",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","   89",",,7",,,,,,,"  128",",,7,0800",,,,,,,,,,,,
"USC00251149","2018-06-26","41.5638","-103.3677","1264.6","BRIDGEPORT 18 WSW, NE US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  111",",,7",,,,,,,"  167",",,7,0800",,,,,,,,,,,,
"USC00251149","2018-06-27","41.5638","-103.3677","1264.6","BRIDGEPORT 18 WSW, NE US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  128",",,7",,,,,,,"  194",",,7,0800",,,,,,,,,,,,
"USC00251149","2018-06-28","41.5638","-103.3677","1264.6","BRIDGEPORT 18 WSW, NE US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  156",",,7",,,,,,,"  228",",,7,0800",,,,,,,,,,,,
"USC00251149","2018-06-29","41.5638","-103.3677","1264.6","BRIDGEPORT 18 WSW, NE US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  411",",,7","  183",",,7",,,,,,,"  194",",,7,0800",,,,,,,,,,,,
"USC00251149","2018-06-30","41.5638","-103.3677","1264.6","BRIDGEPORT 18 WSW, NE US","   74",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  139",",,7",,,,,,,"  144",",,7,0800",,,"    1",",,7",,,"    1",",,7",,,,
"USC00251149","2018-07-01","41.5638","-103.3677","1264.6","BRIDGEPORT 18 WSW, NE US","  124",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7","   67",",,7",,,,,,,"   94",",,7,0800",,,,,,,,,,,,
