"CA00613KLLM","2015-12-04","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"   53",",,C","   12",",,C","   33",",,C","   25",",,C","  540",",,C"
"CA00613KLLM","2015-12-05","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"   52",",,C","   35",",,C","   44",",,C","    0",",,C","    0",",,C"
"CA00613KLLM","2015-12-06","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"   72",",,C","   22",",,C","   47",",,C","    0",",,C","    0",",,C"
"CA00613KLLM","2015-12-07","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"   39",",,C","   -3",",,C","   18",",,C","    0",",,C","    0",",,C"
"CA00613KLLM","2015-12-08","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"   86",",,C","   37",",,C","   62",",,C","   21",",,C","  330",",,C"
"CA00613KLLM","2015-12-09","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"   96",",,C","   71",",,C","   84",",,C","   17",",,C","  430",",,C"
"CA00613KLLM","2015-12-10","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"  107",",,C","   71",",,C","   89",",,C","   17",",,C","  500",",,C"
"CA00613KLLM","2015-12-11","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"  102",",,C","   76",",,C","   89",",,C","   19",",,C","  570",",,C"
"CA00613KLLM","2015-12-12","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"  114",",,C","   79",",,C","   97",",,C","    0",",,C","    0",",,C"
"CA00613KLLM","2015-12-13","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"  121",",,C","   89",",,C","  105",",,C","    0",",,C","    0",",,C"
"CA00613KLLM","2015-12-14","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"  119",",,C","   82",",,C","  101",",,C","   23",",,C","  500",",,C"
"CA00613KLLM","2015-12-15","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"   84",",,C","   45",",,C","   65",",,C","   24",",,C","  520",",,C"
"CA00613KLLM","2015-12-16","42.25","-81.9","178.0","ERIEAU AUT, ON CA",,,"  101",",,C","   46",",,C","   74",",,C","    9",",,C","  370",",,C"
