"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USS0048U01S","2018-05-24","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   20",",,T","  -26",",,T","   -6",",,T","  -18",",,T"
"USS0048U01S","2018-05-25","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","  -14",",,T","  -44",",,T","  -29",",,T","  -44",",,T"
"USS0048U01S","2018-05-26","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","  -25",",,T","  -63",",,T","  -39",",,T","  -62",",,T"
"USS0048U01S","2018-05-27","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   -6",",,T","  -68",",,T","  -38",",,T","  -53",",,T"
"USS0048U01S","2018-05-28","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","    6",",,T","  -63",",,T","  -29",",,T","  -51",",,T"
"USS0048U01S","2018-05-29","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   35",",,T","  -64",",,T","   -4",",,T","  -41",",,T"
"USS0048U01S","2018-05-30","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   52",",,T","  -51",",,T","   -4",",,T","  -11",",,T"
"USS0048U01S","2018-05-31","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   86",",,T","  -20",",,T","   27",",,T","    4",",,T"
"USS0048U01S","2018-06-01","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   83",",,T","  -33",",,T","   16",",,T","   12",",,T"
"USS0048U01S","2018-06-02","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   88",",,T","  -20",",,T","   42",",,T","  -20",",,T"
"USS0048U01S","2018-06-03","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","  103",",,T","  -27",",,T","   32",",,T","  -14",",,T"
"USS0048U01S","2018-06-04","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   57",",,T","  -19",",,T","   17",",,T","  -19",",,T"
"USS0048U01S","2018-06-05","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   32",",,T","  -25",",,T","   -3",",,T","  -22",",,T"
"USS0048U01S","2018-06-06","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","    3",",,T","  -32",",,T","  -18",",,T","  -24",",,T"
"USS0048U01S","2018-06-07","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","    3",",,T","  -29",",,T","  -15",",,T","  -18",",,T"
"USS0048U01S","2018-06-08","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","    5",",,T","  -27",",,T","  -12",",,T","  -26",",,T"
"USS0048U01S","2018-06-09","69.42","-148.69","304.8","SAGWON, AK US","   25",",,T","    0",",,T","   50",",,T","  -31",",,T","    5",",,T","    3",",,T"
"USS0048U01S","2018-06-10","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","    3",",,T","  -16",",,T","   -6",",,T","  -15",",,T"
"USS0048U01S","2018-06-11","69.42","-148.69","304.8","SAGWON, AK US","   25",",,T","    0",",,T","   23",",,T","  -22",",,T","   -4",",,T","    1",",,T"
"USS0048U01S","2018-06-12","69.42","-148.69","304.8","SAGWON, AK US","   25",",,T","    0",",,T","   49",",,T","   -7",",,T","   25",",,T","   38",",,T"
"USS0048U01S","2018-06-13","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   83",",,T","   -1",",,T","   35",",,T","   33",",,T"
"USS0048U01S","2018-06-14","69.42","-148.69","304.8","SAGWON, AK US","   25",",,T","    0",",,T","   61",",,T","   -4",",,T","   13",",,T","   -4",",,T"
"USS0048U01S","2018-06-15","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   62",",,T","   -9",",,T","   22",",,T","   28",",,T"
"USS0048U01S","2018-06-16","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   57",",,T","    3",",,T","   31",",,T","    3",",,T"
"USS0048U01S","2018-06-17","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   75",",,T","    2",",,T","   32",",,T","   21",",,T"
"USS0048U01S","2018-06-18","69.42","-148.69","304.8","SAGWON, AK US","    0",",,T","    0",",,T","   90",",,T","   20",",,T","   53",",,T","   26",",,T"
