"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00111290","2018-06-23","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","  152",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,
"USC00111290","2018-06-24","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    5",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,
"USC00111290","2018-06-25","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","   64",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,
"USC00111290","2018-06-26","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","   91",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,
"USC00111290","2018-06-27","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","  356",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,
"USC00111290","2018-06-28","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,"  256",",,7,0800",,,,,,
"USC00111290","2018-06-29","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","  152",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,,,,"  272",",,7,0800",,,,,,
"USC00111290","2018-06-30","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,,,,"  272",",,7,0800",,,,,,
"USC00111290","2018-07-01","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  344",",,7","  244",",,7",,,,,,,,,,,,,,,,,,,,,,,"  272",",,7,0800",,,,,,
"USC00111290","2018-07-02","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","  147",",,7,0800",,,,,"  333",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,,,"  239",",,7,0800",,,,,,
"USC00111290","2018-07-03","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    3",",,7,0800",,,,,"  317",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,,,
"USC00111290","2018-07-04","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    5",",,7,0800",,,,,"  339",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,,"  256",",,7,0800",,,,,,
"USC00111290","2018-07-05","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  339",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,,,
"USC00111290","2018-07-06","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  344",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,,,,"  244",",,7,0800",,,,,,
"USC00111290","2018-07-07","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  311",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,
"USC00111290","2018-07-08","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  283",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,
"USC00111290","2018-07-09","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  317",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,,,"  250",",,7,0800",,,,,,
"USC00111290","2018-07-10","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  333",",,7","  233",",,7",,,,,,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,,,
"USC00111290","2018-07-11","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  339",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,,"  244",",,7,0800",,,,,,
"USC00111290","2018-07-12","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  322",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,
"USC00111290","2018-07-13","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  322",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,
"USC00111290","2018-07-14","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  372",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,,,
"USC00111290","2018-07-15","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","  292",",,7,0800",,,,,"  350",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,
"USC00111290","2018-07-16","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","   76",",,7,0800",,,,,"  311",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,
"USC00111290","2018-07-17","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  328",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,
"USC00111290","2018-07-18","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  311",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,
"USC00111290","2018-07-19","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  300",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,
"USC00111290","2018-07-20","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  306",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,,,"  244",",,7,0800",,,,,,
"USC00111290","2018-07-21","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  333",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,
"USC00111290","2018-07-22","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  333",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,,
"USC00111290","2018-07-23","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  267",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,,
"USC00111290","2018-07-24","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  294",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,
"USC00111290","2018-07-25","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  317",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,
"USC00111290","2018-07-26","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  306",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,
"USC00111290","2018-07-27","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","   51",",,7,0800",,,,,"  272",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,,
"USC00111290","2018-07-28","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  306",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,,
"USC00111290","2018-07-29","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800",,,,,"  306",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,
"USC00111290","2018-07-30","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","  127",",,7,0800",,,,,"  244",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,,"  183",",,7,0800",,,,,,
"USC00111290","2018-07-31","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","   61",",,7,0800",,,,,"  244",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,,
"USC00111290","2018-08-01","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    3",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,,
"USC00111290","2018-08-02","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,,
"USC00111290","2018-08-03","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7",,,,,,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,
"USC00111290","2018-08-04","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,
"USC00111290","2018-08-05","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,
"USC00111290","2018-08-06","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,,,,"  256",",,7,0800",,,,,,
"USC00111290","2018-08-07","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","   15",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  228",",,7",,,,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,
"USC00111290","2018-08-08","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","  201",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,
"USC00111290","2018-08-09","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,
"USC00111290","2018-08-10","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,
"USC00111290","2018-08-11","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,,,"  239",",,7,0800",,,,,,
"USC00111290","2018-08-12","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,
"USC00111290","2018-08-13","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,
"USC00111290","2018-08-14","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,
"USC00111290","2018-08-15","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","  363",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,
"USC00111290","2018-08-16","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","  340",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,
"USC00111290","2018-08-17","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","  318",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,
"USC00111290","2018-08-18","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","   10",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,
"USC00111290","2018-08-19","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,
"USC00111290","2018-08-20","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","  104",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,
"USC00111290","2018-08-21","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","   48",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,,
"USC00111290","2018-08-22","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7",,,"  167",",,7",,,,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,,
"USC00111290","2018-08-23","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","    0",",,7,0800","    0",",,7","    0",",,7",,,"  133",",,7",,,,,,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,,
"USC00111290","2018-08-24","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","   23",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,,
"USC00111290","2018-08-25","38.6249","-89.363","152.7","CARLYLE RESERVOIR, IL US","  295",",,7,0800","    0",",,7","    0",",,7","  211",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,
