"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00248324","2018-05-16","46.331","-111.5383","1170.4","TOWNSEND, MT US","   15",",,7,1700",,,,,"  244",",,7","   78",",,7",,,,,,,,,"  228",",,7,1700",,,,,,,,,,,,,,,,,,,,
"USC00248324","2018-05-17","46.331","-111.5383","1170.4","TOWNSEND, MT US","    5",",,7,1700",,,,,"  228",",,7","   94",",,7",,,,,,,,,"  128",",,7,1700",,,,,,,,,,,,,,,,,,,,
"USC00248324","2018-05-18","46.331","-111.5383","1170.4","TOWNSEND, MT US","  102",",,7,1700",,,,,"  128",",,7","   61",",,7",,,,,,,,,"   94",",,7,1700",,,,,,,,,,,,,,,,,,,,
"USC00248324","2018-05-19","46.331","-111.5383","1170.4","TOWNSEND, MT US","    0",",,7,1700",,,,,"  128",",,7","   61",",,7",,,,,,,,,"  128",",,7,1700",,,,,,,,,,,,,,,,,,,,
"USC00248324","2018-05-20","46.331","-111.5383","1170.4","TOWNSEND, MT US","    0",",,7,1700",,,,,"  244",",,7","   17",",,7",,,,,,,,,"  239",",,7,1700",,,,,,,,,,,,,,,,,,,,
"USC00248324","2018-05-21","46.331","-111.5383","1170.4","TOWNSEND, MT US","    0",",,7,1700",,,,,"  239",",,7","   78",",,7",,,,,,,,,"  178",",,7,1700",,,,,,,,,,,,,,,,,,,,
"USC00248324","2018-05-22","46.331","-111.5383","1170.4","TOWNSEND, MT US","    5",",,7,1700",,,,,"  222",",,7","   94",",,7",,,,,,,,,"  189",",,7,1700",,,,,,,,,,,,,,,,,,,,
"USC00248324","2018-05-23","46.331","-111.5383","1170.4","TOWNSEND, MT US","   25",",,7,1700",,,,,"  194",",,7","   83",",,7",,,,,,,,,"  178",",,7,1700",,,,,,,,,,,,,,,,,,,,
"USC00248324","2018-05-24","46.331","-111.5383","1170.4","TOWNSEND, MT US","    0",",,7,1700",,,,,"  261",",,7","   94",",,7",,,,,,,,,"  261",",,7,1700",,,,,,,,,,,,,,,,,,,,
"USC00248324","2018-05-25","46.331","-111.5383","1170.4","TOWNSEND, MT US","    0",",,7,1700",,,,,"  267",",,7","   61",",,7",,,,,,,,,"  233",",,7,1700",,,,,,,,,,,,,,,,,,,,
