"USC00482242","2018-07-07","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","   56",",,7",,,,,"  111",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-08","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","   56",",,7",,,,,"  122",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-09","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  117",",,7",,,,,"  156",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-10","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  100",",,7",,,,,"  144",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-11","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","   94",",,7",,,,,"  150",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-12","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","   61",",,7",,,,,"  133",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-13","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","   46",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   33",",,7",,,,,"  100",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-14","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","   39",",,7",,,,,"  139",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-15","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","   39",",,7",,,,,"  111",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-16","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","   78",",,7",,,,,"  178",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-17","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","   61",",,7",,,,,"  133",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-18","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00482242","2018-07-19","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   44",",,7",,,,,"  106",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-20","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   44",",,7",,,,,"  117",",,7,0800",,,,,,,,,,
"USC00482242","2018-07-21","42.92815","-110.12729","2237.5","DANIEL FISH HATCHERY, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","   61",",,7",,,,,"  139",",,7,0800",,,,,,,,,,
