"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094720","2018-07-06","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","   38",",,W",,,"  261",",,W","  189",",,W","   71",",,W",,," 1157",",,W",,,,,"  230",",,W","  230",",,W","  134",",,W","  165",",,W",,,,,,,,
"USW00094720","2018-07-07","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  244",",,W","  144",",,W","   40",",,W",,," 0229",",,W",,,,,"   10",",,W","   10",",,W","   94",",,W","  139",",,W",,,,,,,,
"USW00094720","2018-07-08","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  244",",,W","  100",",,W","   22",",,W",,," 1823",",,W",,,,,"  210",",,W","  150",",,W","   45",",,W","   67",",,W",,,,,,,,
"USW00094720","2018-07-09","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  261",",,W","  111",",,W","   43",",,W",,," 2121",",,W",,,,,"  230",",,W","  220",",,W","   89",",,W","  121",",,W",,,,,,,,
"USW00094720","2018-07-10","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  289",",,W","  200",",,W","   62",",,W",,," 1612",",,W",,,,,"  220",",,W","  220",",,W","   98",",,W","  121",",,W",,,,,,,,
"USW00094720","2018-07-11","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  239",",,W","  144",",,W","   36",",,W",,," 1550",",,W",,,,,"   10",",,W","   10",",,W","   89",",,W","  121",",,W",,,,,,,,
"USW00094720","2018-07-12","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  250",",,W","  144",",,W","   27",",,W",,," 1255",",,W",,,,,"   10",",,W","  350",",,W","   63",",,W","   94",",,W",,,,,,,,
"USW00094720","2018-07-13","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  256",",,W","  128",",,W","   16",",,W",,," 1656",",,W",,,,,"  120",",,W","  140",",,W","   45",",,W","   67",",,W",,,,,,,,
"USW00094720","2018-07-14","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0","T,,W",,,"  250",",,W","  128",",,W","   19",",,W",,," 1022",",,W",,,,,"  140",",,W","  210",",,W","   45",",,W","   72",",,W",,,,,,,,
"USW00094720","2018-07-15","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","   13",",,W",,,"  256",",,W","  183",",,W","   26",",,W",,," 0713",",,W",,,,,"  170",",,W","  200",",,W","   45",",,W","   63",",,W",,,,,,,,
"USW00094720","2018-07-16","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  289",",,W","  194",",,W","   30",",,W",,," 1354",",,W",,,,,"  200",",,W","  220",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00094720","2018-07-17","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","   18",",,W",,,"  278",",,W","  228",",,W","   57",",,W",,," 1128",",,W",,,,,"  220",",,W","  210",",,W","   98",",,W","  134",",,W",,,,,,,,
"USW00094720","2018-07-18","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0","T,,W",,,"  261",",,W","  150",",,W","   31",",,W",,," 1050",",,W",,,,,"   10",",,W","   10",",,W","   81",",,W","  112",",,W",,,,,,,,
"USW00094720","2018-07-19","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  261",",,W","  144",",,W","   29",",,W",,," 0957",",,W",,,,,"   10",",,W","  340",",,W","   63",",,W","   81",",,W",,,,,,,,
"USW00094720","2018-07-20","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  272",",,W","  117",",,W","   19",",,W",,," 1420",",,W",,,,,"  180",",,W","  160",",,W","   54",",,W","   67",",,W",,,,,,,,
"USW00094720","2018-07-21","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  239",",,W","  111",",,W","   26",",,W",,," 1600",",,W",,,,,"  130",",,W","  120",",,W","   67",",,W","   94",",,W",,,,,,,,
"USW00094720","2018-07-22","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","   56",",,W",,,"  256",",,W","  189",",,W","   41",",,W",,," 1038",",,W",,,,,"  170",",,W","  150",",,W","   67",",,W","  107",",,W",,,,,,,,
"USW00094720","2018-07-23","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  272",",,W","  211",",,W","   39",",,W",,," 0832",",,W",,,,,"  160",",,W","  150",",,W","   67",",,W","  112",",,W",,,,,,,,
"USW00094720","2018-07-24","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  283",",,W","  217",",,W","   34",",,W",,," 1300",",,W",,,,,"  200",",,W","  180",",,W","   76",",,W","  112",",,W",,,,,,,,
"USW00094720","2018-07-25","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0","T,,W",,,"  283",",,W","  228",",,W","   51",",,W",,," 1443",",,W",,,,,"  190",",,W","  170",",,W","   89",",,W","  139",",,W",,,,,,,,
"USW00094720","2018-07-26","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","  185",",,W",,,"  267",",,W","  228",",,W","   62",",,W",,," 0508",",,W",,,,,"  230",",,W","  170",",,W","   94",",,W","  130",",,W",,,,,,,,
"USW00094720","2018-07-27","41.66861","-70.28","16.8","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","    0",",,W",,,"  278",",,W","  228",",,W","   43",",,W",,," 1609",",,W",,,,,"  220",",,W","  230",",,W","   72",",,W","   98",",,W",,,,,,,,
