"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00407808","2018-05-26","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  306",",,7","  200",",,7",,,,,,,"  222",",,7,0730",,,,,,,,,,
"USC00407808","2018-05-27","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  294",",,7","  206",",,7",,,,,,,"  228",",,7,0730",,,,,,,,,,
"USC00407808","2018-05-28","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  294",",,7","  200",",,7",,,,,,,"  217",",,7,0730",,,,,,,,,,
"USC00407808","2018-05-30","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","   84",",,7,0730",,,,,"  267",",,7","  206",",,7",,,,,,,"  222",",,7,0730",,,,,,,,,,
"USC00407808","2018-05-31","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","   38",",,7,0730",,,,,"  278",",,7","  194",",,7",,,,,,,"  222",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-01","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","  508",",,7,0730",,,,,"  278",",,7","  194",",,7",,,,,,,"  217",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-02","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  272",",,7","  206",",,7",,,,,,,"  222",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-03","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  300",",,7","  206",",,7",,,,,,,"  222",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-04","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  294",",,7","  144",",,7",,,,,,,"  183",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-05","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  283",",,7","  150",",,7",,,,,,,"  172",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-06","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  272",",,7","  139",",,7",,,,,,,"  178",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-07","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  306",",,7","  178",",,7",,,,,,,"  211",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-08","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  300",",,7","  161",",,7",,,,,,,"  200",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-09","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  311",",,7","  194",",,7",,,,,,,"  222",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-10","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  317",",,7","  200",",,7",,,,,,,"  217",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-11","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","  109",",,7,0730",,,,,"  250",",,7","  206",",,7",,,,,,,"  222",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-12","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","  241",",,7,0730",,,,,"  289",",,7","  194",",,7",,,,,,,"  217",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-13","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","   25",",,7,0730",,,,,"  278",",,7","  200",",,7",,,,,,,"  222",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-14","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  261",",,7","  206",",,7",,,,,,,"  222",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-15","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  306",",,7","  206",",,7",,,,,,,"  228",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-16","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  317",",,7","  194",",,7",,,,,,,"  228",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-17","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  322",",,7","  211",",,7",,,,,,,"  239",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-18","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  322",",,7","  206",",,7",,,,,,,"  244",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-19","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  328",",,7","  211",",,7",,,,,,,"  233",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-20","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  322",",,7","  211",",,7",,,,,,,"  239",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-21","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","  216",",,7,0730",,,,,"  294",",,7","  217",",,7",,,,,,,"  228",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-22","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","   61",",,7,0730",,,,,"  267",",,7","  206",",,7",,,,,,,"  217",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-23","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","   51",",,7,0730",,,,,"  256",",,7","  200",",,7",,,,,,,"  222",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-24","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  278",",,7","  222",",,7",,,,,,,"  250",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-25","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  317",",,7","  211",",,7",,,,,,,"  250",",,7,0730",,,,,,,,,,
"USC00407808","2018-06-26","35.80917","-85.64167","268.2","ROCK ISLAND STATE PARK, TN US","    0",",,7,0730",,,,,"  311",",,7","  211",",,7",,,,,,,"  239",",,7,0730",,,,,,,,,,
