"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00150397","2018-09-05","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0","T,,7,1800",,,,,"  317",",,7","  206",",,7",,,,,,,,,"  289",",,7,1800",,,"  289",",,7",,,"  317",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-06","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","  226",",,7,1800",,,,,"  294",",,7","  217",",,7",,,,,,,,,"  250",",,7,1800",,,"  283",",,7",,,"  306",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-07","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  306",",,7","  200",",,7",,,,,,,,,"  233",",,7,1800",,,"  272",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-08","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  256",",,7","  206",",,7",,,,,,,,,"  250",",,7,1800",,,"  278",",,7",,,"  311",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-09","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   81",",,7,1800",,,,,"  250",",,7","  172",",,7",,,,,,,,,"  172",",,7,1800",,,"  256",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-10","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  183",",,7","  144",",,7",,,,,,,,,"  178",",,7,1800",,,"  250",",,7",,,"  261",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-11","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  211",",,7","  122",",,7",,,,,,,,,"  200",",,7,1800",,,"  233",",,7",,,"  250",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-12","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  256",",,7","  156",",,7",,,,,,,,,"  244",",,7,1800",,,"  233",",,7",,,"  250",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-13","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  311",",,7","  167",",,7",,,,,,,,,"  300",",,7,1800",,,"  239",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-14","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  322",",,7","  189",",,7",,,,,,,,,"  250",",,7,1800",,,"  261",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-15","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  317",",,7","  200",",,7",,,,,,,,,"  300",",,7,1800",,,"  261",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-16","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  300",",,7","  211",",,7",,,,,,,,,"  267",",,7,1800",,,"  272",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-17","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   41",",,7,1800",,,,,"  272",",,7","  206",",,7",,,,,,,,,"  256",",,7,1800",,,"  256",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-18","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  328",",,7","  200",",,7",,,,,,,,,"  322",",,7,1800",,,"  256",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-19","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  328",",,7","  194",",,7",,,,,,,,,"  311",",,7,1800",,,"  267",",,7",,,"  300",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-20","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  333",",,7","  206",",,7",,,,,,,,,"  322",",,7,1800",,,"  272",",,7",,,"  306",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-21","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","  279",",,7,1800",,,,,"  328",",,7","  217",",,7",,,,,,,,,"  217",",,7,1800",,,"  278",",,7",,,"  306",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-22","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","  119",",,7,1800",,,,,"  222",",,7","  156",",,7",,,,,,,,,"  156",",,7,1800",,,"  239",",,7",,,"  300",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-23","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","  523",",,7,1800",,,,,"  183",",,7","  150",",,7",,,,,,,,,"  178",",,7,1800",,,"  222",",,7",,,"  244",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-24","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","  541",",,7,1800",,,,,"  211",",,7","  172",",,7",,,,,,,,,"  206",",,7,1800",,,"  217",",,7",,,"  228",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-25","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   56",",,7,1800",,,,,"  272",",,7","  194",",,7",,,,,,,,,"  233",",,7,1800",,,"  222",",,7",,,"  244",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-26","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   15",",,7,1800",,,,,"  233",",,7","  200",",,7",,,,,,,,,"  206",",,7,1800",,,"  239",",,7",,,"  244",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-27","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   23",",,7,1800",,,,,"  239",",,7","  139",",,7",,,,,,,,,"  156",",,7,1800",,,"  217",",,7",,,"  244",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-09-28","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  217",",,7","  117",",,7",,,,,,,,,"  211",",,7,1800",,,"  206",",,7",,,"  233",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00150397","2018-09-29","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  244",",,7","  106",",,7",,,,,,,,,"  228",",,7,1800",,,"  206",",,7",,,"  244",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00150397","2018-09-30","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  278",",,7","  117",",,7",,,,,,,,,"  211",",,7,1800",,,"  211",",,7",,,"  256",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-01","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0","T,,7,1800",,,,,"  289",",,7","  122",",,7",,,,,,,,,"  222",",,7,1800",,,"  228",",,7",,,"  256",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-02","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  283",",,7","  189",",,7",,,,,,,,,"  256",",,7,1800",,,"  239",",,7",,,"  256",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-03","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  300",",,7","  194",",,7",,,,,,,,,"  283",",,7,1800",,,"  239",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-04","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   30",",,7,1800",,,,,"  294",",,7","  189",",,7",,,,,,,,,"  217",",,7,1800",,,"  239",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-05","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    5",",,7,1800",,,,,"  311",",,7","  200",",,7",,,,,,,,,"  244",",,7,1800",,,"  250",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-06","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","  183",",,7,1800",,,,,"  306",",,7","  194",",,7",,,,,,,,,"  239",",,7,1800",,,"  250",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-07","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  311",",,7","  150",",,7",,,,,,,,,"  300",",,7,1800",,,"  250",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-08","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  306",",,7","  206",",,7",,,,,,,,,"  244",",,7,1800",,,"  256",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-09","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  294",",,7","  178",",,7",,,,,,,,,"  278",",,7,1800",,,"  256",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-10","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  278",",,7","  194",",,7",,,,,,,,,"  256",",,7,1800",,,"  256",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-11","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   30",",,7,1800",,,,,"  256",",,7","  117",",,7",,,,,,,,,"  150",",,7,1800",,,"  233",",,7",,,"  261",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00150397","2018-10-12","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  156",",,7","   33",",,7",,,,,,,,,"  133",",,7,1800",,,"  189",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-13","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   38",",,7,1800",,,,,"  139",",,7","   28",",,7",,,,,,,,,"   78",",,7,1800",,,"  183",",,7",,,"  189",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-14","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   66",",,7,1800",,,,,"  156",",,7","   67",",,7",,,,,,,,,"  156",",,7,1800",,,"  161",",,7",,,"  183",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-15","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","  168",",,7,1800",,,,,"  167",",,7","  106",",,7",,,,,,,,,"  106",",,7,1800",,,"  167",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-16","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  106",",,7","   44",",,7",,,,,,,,,"   89",",,7,1800",,,"  161",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-17","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  178",",,7","   22",",,7",,,,,,,,,"  150",",,7,1800",,,"  144",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-18","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  150",",,7","   22",",,7",,,,,,,,,"  122",",,7,1800",,,"  144",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-19","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0","T,,7,1800",,,,,"  189",",,7","   11",",,7",,,,,,,,,"  167",",,7,1800",,,"  139",",,7",,,"  183",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-20","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   58",",,7,1800",,,,,"  172",",,7","  100",",,7",,,,,,,,,"  144",",,7,1800",,,"  156",",,7",,,"  167",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-21","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  144",",,7","  -22",",,7",,,,,,,,,"   83",",,7,1800",,,"  128",",,7",,,"  172",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-22","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  172",",,7","   -6",",,7",,,,,,,,,"  161",",,7,1800",,,"  122",",,7",,,"  156",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-23","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  200",",,7","   44",",,7",,,,,,,,,"  194",",,7,1800",,,"  128",",,7",,,"  167",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-24","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  194",",,7","   17",",,7",,,,,,,,,"  128",",,7,1800",,,"  128",",,7",,,"  167",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-25","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  128",",,7","   39",",,7",,,,,,,,,"  117",",,7,1800",,,"  128",",,7",,,"  156",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-26","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   51",",,7,1800",,,,,"  117",",,7","   83",",,7",,,,,,,,,"  111",",,7,1800",,,"  128",",,7",,,"  139",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-27","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   30",",,7,1800",,,,,"  111",",,7","   61",",,7",,,,,,,,,"  100",",,7,1800",,,"  128",",,7",,,"  139",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-28","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0","T,,7,1800",,,,,"  183",",,7","   39",",,7",,,,,,,,,"  161",",,7,1800",,,"  122",",,7",,,"  144",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-29","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  161",",,7","   22",",,7",,,,,,,,,"  150",",,7,1800",,,"  122",",,7",,,"  150",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-30","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  211",",,7","   39",",,7",,,,,,,,,"  194",",,7,1800",,,"  122",",,7",,,"  156",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-10-31","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   53",",,7,1800",,,,,"  200",",,7","  144",",,7",,,,,,,,,"  178",",,7,1800",,,"  150",",,7",,,"  161",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-01","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","  495",",,7,1800",,,,,"  183",",,7","  150",",,7",,,,,,,,,"  178",",,7,1800",,,"  156",",,7",,,"  161",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-02","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   56",",,7,1800",,,,,"  178",",,7","   50",",,7",,,,,,,,,"   72",",,7,1800",,,"  133",",,7",,,"  161",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-03","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  139",",,7","    6",",,7",,,,,,,,,"  100",",,7,1800",,,"  117",",,7",,,"  139",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-04","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   86",",,7,1800",,,,,"  144",",,7","   67",",,7",,,,,,,,,"   94",",,7,1800",,,"  139",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-05","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  161",",,7","   94",",,7",,,,,,,,,"  161",",,7,1800",,,"  178",",I,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-06","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","  602",",,7,1800",,,,,"  167",",,7","  100",",,7",,,,,,,,,"  150",",,7,1800",,,"  139",",,7",,,"  161",",I,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-07","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0","T,,7,1800",,,,,"  150",",,7","   61",",,7",,,,,,,,,"  106",",,7,1800",,,"  133",",,7",,,"  161",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-08","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  106",",,7","   22",",,7",,,,,,,,,"   50",",,7,1800",,,"  117",",,7",,,"  139",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-09","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","  109",",,7,1800",,,,,"   56",",,7","   28",",,7",,,,,,,,,"   44",",,7,1800",,,"  100",",,7",,,"  117",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-10","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0","T,,7,1800",,,,,"   44",",,7","  -56",",,7",,,,,,,,,"  -11",",,7,1800",,,"   78",",,7",,,"  106",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-11","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  100",",,7","  -56",",,7",,,,,,,,,"   56",",,7,1800",,,"   50",",,7",,,"  117",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-12","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"   67",",,7","   11",",,7",,,,,,,,,"   50",",,7,1800",,,"   78",",,7",,,"  100",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-13","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   53",",,7,1800",,,,,"   50",",,7","   -6",",,7",,,,,,,,,"    6",",,7,1800",,,"   72",",,7",,,"   89",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-14","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0","T,,7,1800",,,,,"    6",",,7","  -39",",,7",,,,,,,,,"  -17",",,7,1800",,,"   56",",,7",,,"   72",",,7",,,,,"    1",",,7",,,"    1",",,7",,,,,,,,
"USC00150397","2018-11-15","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","  318",",,7,1800",,,,,"   11",",,7","  -22",",,7",,,,,,,,,"  -22",",,7,1800",,,"   44",",,7",,,"   56",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-16","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    5",",,7,1800",,,,,"   72",",,7","  -22",",,7",,,,,,,,,"   50",",,7,1800",,,"   44",",,7",,,"   67",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-17","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"   83",",,7","  -17",",,7",,,,,,,,,"   67",",,7,1800",,,"   50",",,7",,,"   72",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-18","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  156",",,7","   17",",,7",,,,,,,,,"  122",",,7,1800",,,"   61",",,7",,,"   89",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-19","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   10",",,7,1800",,,,,"  122",",,7","   44",",,7",,,,,,,,,"   61",",,7,1800",,,"   83",",,7",,,"   89",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-20","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"   61",",,7","   17",",,7",,,,,,,,,"   17",",,7,1800",,,"   78",",,7",,,"   89",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-21","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"   89",",,7","  -33",",,7",,,,,,,,,"   67",",,7,1800",,,"   61",",,7",,,"   83",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-22","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  122",",,7","  -11",",,7",,,,,,,,,"   89",",,7,1800",,,"   61",",,7",,,"   89",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-23","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  111",",,7","   22",",,7",,,,,,,,,"   94",",,7,1800",,,"   72",",,7",,,"   94",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-24","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   64",",,7,1800",,,,,"  133",",,7","   72",",,7",,,,,,,,,"  106",",,7,1800",,,"   94",",,7",,,"  117",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-25","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  139",",,7","   39",",,7",,,,,,,,,"  117",",,7,1800",,,"   83",",,7",,,"  106",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-26","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   20",",,7,1800",,,,,"  117",",,7","  -17",",,7",,,,,,,,,"  -17",",,7,1800",,,"   72",",,7",,,"  111",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00150397","2018-11-27","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0","T,,7,1800",,,,,"  -17",",,7","  -61",",,7",,,,,,,,,"  -56",",,7,1800",,,"   44",",,7",,,"   72",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-28","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US",,,,,,,"  -17",",,7","  -56",",,7",,,,,,,,,"  -22",",,7,1800",,,"   28",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-29","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US",,,,,,,"   78",",,7","  -28",",,7",,,,,,,,,"   72",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00150397","2018-11-30","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US",,,,,,,"  100",",,7","   72",",,7",,,,,,,,,"  100",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-01","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US",,,,,,,"  139",",,7","  100",",,7","    4",",,7",,,"  373",",,7",,,"  139",",,7,1800",,,,,,,"  106",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-02","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   43",",,7,1800",,,,,"  178",",,7","  100",",,7",,,,,,,,,"  139",",,7,1800",,,"  106",",,7",,,"  117",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-03","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    8",",,7,1800",,,,,"  139",",,7","   22",",,7",,,,,,,,,"   33",",,7,1800",,,"   89",",,7",,,"  128",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-04","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    5",",,7,1800",,,,,"   33",",,7","    6",",,7",,,,,,,,,"    6",",,7,1800",,,"   72",",,7",,,"   89",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-05","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   13",",,7,1800",,,,,"    6",",,7","  -28",",,7",,,,,,,,,"  -28",",,7,1800",,,"   56",",,7",,,"   72",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-06","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"   56",",,7","  -50",",,7",,,,,,,,,"   50",",,7,1800",,,"   44",",,7",,,"   56",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-07","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"   50",",,7","  -22",",,7",,,,,,,,,"   11",",,7,1800",,,"   44",",,7",,,"   61",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-08","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"   11",",,7","  -44",",,7",,,,,,,,,"  -28",",,7,1800",,,"   39",",,7",,,"   61",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-09","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"   39",",,7","  -44",",,7",,,,,,,,,"   22",",,7,1800",,,"   39",",,7",,,"   44",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-10","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"   56",",,7","  -72",",,7",,,,,,,,,"    6",",,7,1800",,,"   33",",,7",,,"   44",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-11","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"   72",",,7","  -89",",,7",,,,,,,,,"   44",",,7,1800",,,"   33",",,7",,,"   44",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-12","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  106",",,7","    0",",,7",,,,,,,,,"   94",",,7,1800",,,"   33",",,7",,,"   50",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-13","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","    0",",,7,1800",,,,,"  144",",,7","   61",",,7",,,,,,,,,"  100",",,7,1800",,,"   44",",,7",,,"   83",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-14","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","   33",",,7,1800",,,,,"  106",",,7","   72",",,7",,,,,,,,,"   89",",,7,1800",,,"   78",",,7",,,"   83",",,7",,,,,,,,,,,,,,,,,,
"USC00150397","2018-12-15","37.8194","-85.3847","237.7","BARDSTOWN 5 E, KY US","  188",",,7,1800",,,,,"  106",",,7","   83",",,7",,,,,,,,,"   89",",,7,1800",,,"   83",",,7",,,"   94",",,7",,,,,,,,,,,,,,,,,,
