"USC00394766","2018-03-02","44.0644","-99.4602","445.3","LAKE SHARPE PROJECT, SD US","    0",",,7,0800","    0",",,7,0800","   51",",,7,0800","    6",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,,
"USC00394766","2018-03-03","44.0644","-99.4602","445.3","LAKE SHARPE PROJECT, SD US","    0",",,7,0800","    0",",,7,0800","   51",",,7,0800","   44",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,,,,
"USC00394766","2018-03-04","44.0644","-99.4602","445.3","LAKE SHARPE PROJECT, SD US","    0",",,7,0800","    0",",,7,0800","   25",",,7,0800","   56",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,,,
"USC00394766","2018-03-05","44.0644","-99.4602","445.3","LAKE SHARPE PROJECT, SD US","   53",",,7,0800","   76",",,7,0800","   76",",,7,0800","   50",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,,,,
"USC00394766","2018-03-06","44.0644","-99.4602","445.3","LAKE SHARPE PROJECT, SD US","   25",",,7,0800","   64",",,7,0800","  152",",,7,0800","   11",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0800",,,,,,
"USC00394766","2018-03-07","44.0644","-99.4602","445.3","LAKE SHARPE PROJECT, SD US","    0",",,7,0800","    0",",,7,0800","  152",",,7,0800","  -22",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,," -111",",,7,0800",,,,,,
"USC00394766","2018-03-08","44.0644","-99.4602","445.3","LAKE SHARPE PROJECT, SD US","    0",",,7,0800","    0",",,7,0800","  152",",,7,0800","  -28",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,,,," -144",",,7,0800",,,,,,
"USC00394766","2018-03-09","44.0644","-99.4602","445.3","LAKE SHARPE PROJECT, SD US","    0","T,,7,0800","    0","T,,7,0800","  127",",,7,0800","    0",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,,,,
"USC00394766","2018-03-10","44.0644","-99.4602","445.3","LAKE SHARPE PROJECT, SD US","   20",",,7,0800","   30",",,7,0800","  102",",,7,0800","   39",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,,,
"USC00394766","2018-03-11","44.0644","-99.4602","445.3","LAKE SHARPE PROJECT, SD US","   13",",,7,0800","   13",",,7,0800","   76",",,7,0800","   33",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0800",,,,,,
