"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00047965","2018-06-10","38.45579","-122.71335","50.6","SANTA ROSA, CA US","    0",",,7,1600",,,,,"  283",",,7","   83",",,7",,,,,"  267",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00047965","2018-06-11","38.45579","-122.71335","50.6","SANTA ROSA, CA US","    0",",,7,1600",,,,,"  306",",,7","  122",",,7",,,,,"  306",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00047965","2018-06-12","38.45579","-122.71335","50.6","SANTA ROSA, CA US","    0",",,7,1600",,,,,"  328",",,7","  128",",,7",,,,,"  317",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00047965","2018-06-13","38.45579","-122.71335","50.6","SANTA ROSA, CA US","    0",",,7,1600",,,,,"  344",",,7","  117",",,7",,,,,"  328",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00047965","2018-06-14","38.45579","-122.71335","50.6","SANTA ROSA, CA US","    0",",,7,1600",,,,,"  328",",,7","  106",",,7",,,,,"  278",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00047965","2018-06-15","38.45579","-122.71335","50.6","SANTA ROSA, CA US","    0",",,7,1600",,,,,"  278",",,7","  106",",,7",,,,,"  250",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00047965","2018-06-16","38.45579","-122.71335","50.6","SANTA ROSA, CA US","    0",",,7,1600",,,,,"  250",",,7","  100",",,7",,,,,"  178",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00047965","2018-06-17","38.45579","-122.71335","50.6","SANTA ROSA, CA US","    0",",,7,1600",,,,,"  233",",,7","  111",",,7",,,,,"  211",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00047965","2018-06-18","38.45579","-122.71335","50.6","SANTA ROSA, CA US","    0",",,7,1600",,,,,"  239",",,7","  128",",,7",,,,,"  217",",,7,1600",,,,,,,,,,,,,,,,,,,,
"USC00047965","2018-06-19","38.45579","-122.71335","50.6","SANTA ROSA, CA US","    0",",,7,1600",,,,,"  239",",,7","  111",",,7",,,,,"  233",",,7,1600",,,,,,,,,,,,,,,,,,,,
