"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"THM00048453","2018-06-28","13.667","100.617","6.0","BANG NA AGROMET, TH","  165",",,S","  332",",,S","  245",",,S","  289","H,,S"
"THM00048453","2018-06-29","13.667","100.617","6.0","BANG NA AGROMET, TH","    0",",,S","  336",",,S","  258",",,S","  298","H,,S"
"THM00048453","2018-06-30","13.667","100.617","6.0","BANG NA AGROMET, TH","  249",",,S",,,,,"  292","H,,S"
"THM00048453","2018-07-01","13.667","100.617","6.0","BANG NA AGROMET, TH","  168",",,S","  345",",,S","  244",",,S","  292","H,,S"
"THM00048453","2018-07-02","13.667","100.617","6.0","BANG NA AGROMET, TH","  442",",,S","  345",",,S","  251",",,S","  288","H,,S"
"THM00048453","2018-07-03","13.667","100.617","6.0","BANG NA AGROMET, TH","  112",",,S","  335",",,S","  251",",,S","  288","H,,S"
"THM00048453","2018-07-04","13.667","100.617","6.0","BANG NA AGROMET, TH","   25",",,S","  330",",,S","  248",",,S","  292","H,,S"
"THM00048453","2018-07-05","13.667","100.617","6.0","BANG NA AGROMET, TH",,,"  330",",,S","  252",",,S","  299","H,,S"
"THM00048453","2018-07-06","13.667","100.617","6.0","BANG NA AGROMET, TH","   23",",,S","  337",",,S",,,"  288","H,,S"
"THM00048453","2018-07-07","13.667","100.617","6.0","BANG NA AGROMET, TH","    3",",,S","  332",",,S","  259",",,S","  297","H,,S"
"THM00048453","2018-07-08","13.667","100.617","6.0","BANG NA AGROMET, TH",,,"  344",",,S","  272",",,S","  303","H,,S"
"THM00048453","2018-07-09","13.667","100.617","6.0","BANG NA AGROMET, TH","  292",",,S","  334",",,S",,,"  284","H,,S"
"THM00048453","2018-07-10","13.667","100.617","6.0","BANG NA AGROMET, TH","    3",",,S","  325",",,S","  252",",,S","  290","H,,S"
"THM00048453","2018-07-11","13.667","100.617","6.0","BANG NA AGROMET, TH","    0",",,S","  320",",,S","  263",",,S","  291","H,,S"
"THM00048453","2018-07-12","13.667","100.617","6.0","BANG NA AGROMET, TH","    0",",,S","  329",",,S","  263",",,S","  294","H,,S"
"THM00048453","2018-07-13","13.667","100.617","6.0","BANG NA AGROMET, TH",,,"  338",",,S","  268",",,S","  298","H,,S"
"THM00048453","2018-07-14","13.667","100.617","6.0","BANG NA AGROMET, TH","   91",",,S","  331",",,S",,,"  294","H,,S"
