"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00123082","2018-07-04","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  217",",,7",,,,,"  256",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-05","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","  150",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  217",",,7",,,,,"  217",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-06","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  178",",,7",,,,,"  178",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-07","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  111",",,7",,,,,"  167",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-08","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  117",",,7",,,,,"  206",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-09","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  172",",,7",,,,,"  239",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-10","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","  152",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  222",",,7",,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-11","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  172",",,7",,,,,"  200",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-12","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  156",",,7",,,,,"  200",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-13","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  161",",,7",,,,,"  228",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-14","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  183",",,7",,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-15","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    8",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  217",",,7",,,,,"  244",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-16","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   13",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  222",",,7",,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-17","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  189",",,7",,,,,"  194",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-18","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  139",",,7",,,,,"  189",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-19","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  144",",,7",,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-20","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   56",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  206",",,7",,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-21","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   79",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","  189",",,7",,,,,"  200",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-22","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   61",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  194",",,7",,,,,"  194",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-23","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    8",",,7,2400","    0",",,7,2400","    0",",,7,2400","  233",",,7","  161",",,7",,,,,"  189",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-24","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  183",",,7",,,,,"  200",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-25","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  172",",,7",,,,,"  200",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-26","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  194",",,7",,,,,"  200",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-27","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  144",",,7",,,,,"  172",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-28","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  133",",,7",,,,,"  172",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-29","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  228",",,7","  133",",,7",,,,,"  167",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-30","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","  371",",,7,2400","    0",",,7,2400","    0",",,7,2400","  228",",,7","  167",",,7",,,,,"  167",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-07-31","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","  114",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","  167",",,7",,,,,"  178",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-01","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  156",",,7",,,,,"  194",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-02","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  167",",,7",,,,,"  167",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-03","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  167",",,7",,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-04","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  211",",,7",,,,,"  250",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-05","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  211",",,7",,,,,"  250",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-06","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","  221",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  183",",,7",,,,,"  194",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-07","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   38",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  189",",,7",,,,,"  228",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-08","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  211",",,7",,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-09","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  178",",,7",,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-10","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   18",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  200",",,7",,,,,"  200",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-11","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   10",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  178",",,7",,,,,"  194",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-12","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  161",",,7",,,,,"  194",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-13","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  172",",,7",,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-14","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  211",",,7",,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-15","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","  102",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  178",",,7",,,,,"  194",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-16","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   79",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  189",",,7",,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-17","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   36",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  194",",,7",,,,,"  206",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-18","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  183",",,7",,,,,"  217",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-19","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  178",",,7",,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-20","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","  295",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  178",",,7",,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-21","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","  254",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  194",",,7",,,,,"  194",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-22","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  150",",,7",,,,,"  150",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-23","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  122",",,7",,,,,"  167",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-24","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","  128",",,7",,,,,"  200",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-25","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","  340",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","  194",",,7",,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-26","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  217",",,7",,,,,"  250",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-27","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  228",",,7",,,,,"  256",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-28","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  228",",,7",,,,,"  256",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-29","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  200",",,7",,,,,"  200",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-30","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  150",",,7",,,,,"  161",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-08-31","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  144",",,7",,,,,"  228",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-01","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  200",",,7",,,,,"  239",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-02","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  217",",,7",,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-03","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  222",",,7",,,,,"  239",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-04","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  217",",,7",,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-05","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  222",",,7",,,,,"  256",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-06","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  206",",,7",,,,,"  206",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-07","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","  356",",,7,2400","    0",",,7,2400","    0",",,7,2400","  211",",,7","  178",",,7",,,,,"  178",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-08","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","  193",",,7,2400","    0",",,7,2400","    0",",,7,2400","  183",",,7","  150",",,7",,,,,"  150",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-09","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   64",",,7,2400","    0",",,7,2400","    0",",,7,2400","  156",",,7","  133",",,7",,,,,"  139",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-10","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    8",",,7,2400","    0",",,7,2400","    0",",,7,2400","  211",",,7","  128",",,7",,,,,"  144",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-11","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  106",",,7",,,,,"  150",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-12","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  106",",,7",,,,,"  150",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-13","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  128",",,7",,,,,"  183",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-14","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  156",",,7",,,,,"  189",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-15","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  156",",,7",,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-16","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  189",",,7",,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-17","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  183",",,7",,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-18","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  178",",,7",,,,,"  206",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-19","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  178",",,7",,,,,"  228",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-20","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  206",",,7",,,,,"  267",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-21","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","   41",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  172",",,7",,,,,"  172",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-22","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  178",",,7","  106",",,7",,,,,"  106",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-23","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","   83",",,7",,,,,"  144",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-24","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  233",",,7","  122",",,7",,,,,"  206",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-25","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","  546",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  183",",,7",,,,,"  206",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-26","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","  117",",,7",,,,,"  117",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-27","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  178",",,7","  100",",,7",,,,,"  100",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-28","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  233",",,7","   94",",,7",,,,,"  100",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-29","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  167",",,7","   67",",,7",,,,,"  133",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-09-30","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  122",",,7",,,,,"  189",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-10-01","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  139",",,7",,,,,"  217",",,7,2400",,,,,,,,,,,,,,,,
"USC00123082","2018-10-02","40.2986","-86.5066","251.2","FRANKFORT DISPOSAL, IN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  178",",,7",,,,,"  178",",,7,2400",,,,,,,,,,,,,,,,
