"USC00357857","2018-02-26","44.2842","-121.5486","969.3","SISTERS, OR US",,,"  102",",,7,0800","  254",",,7,0800","   44",",,7"," -222",",,7","    3",",,7",,,"   15",",,7",,," -111",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-02-27","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"   22",",,7"," -178",",,7",,,,,,,,," -122",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-02-28","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"   39",",,7"," -122",",,7",,,,,,,,,"  -17",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-01","44.2842","-121.5486","969.3","SISTERS, OR US","    5",",,7,0800","   13",",,7,0800","   51",",,7,0800","   44",",,7","  -17",",,7",,,,,,,,,"  -11",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-02","44.2842","-121.5486","969.3","SISTERS, OR US","    0","T,,7,0800",,,,,"   61",",,7","  -67",",,7",,,,,,,,,"  -44",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-03","44.2842","-121.5486","969.3","SISTERS, OR US",,,,,,,"   50",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00357857","2018-03-04","44.2842","-121.5486","969.3","SISTERS, OR US",,,,,,,"   28",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00357857","2018-03-05","44.2842","-121.5486","969.3","SISTERS, OR US",,,,,,,"   50",",,7","  -94",",,7","    3",",,7",,,"    5",",,7",,,"  -61",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-06","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"   72",",,7","  -94",",,7",,,,,,,,,"  -72",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-07","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"   94",",,7","  -72",",,7",,,,,,,,,"  -39",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-08","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"   83",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00357857","2018-03-09","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"  111",",,7","   17",",,7",,,,,,,,,"   56",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-10","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"  111",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00357857","2018-03-11","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"  100",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00357857","2018-03-12","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"  128",",,7","  -61",",,7",,,,,,,,,"  -50",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-13","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"  144",",,7","  -50",",,7",,,,,,,,,"   -6",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-14","44.2842","-121.5486","969.3","SISTERS, OR US","   15",",,7,0800",,,,,"  128",",,7","   -6",",,7",,,,,,,,,"   -6",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-15","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"  128",",,7","  -72",",,7",,,,,,,,,"  -67",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-16","44.2842","-121.5486","969.3","SISTERS, OR US","   15",",,7,0800","   51",",,7,0800","   51",",,7,0800","   72",",,7","  -67",",,7",,,,,,,,,"  -17",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-17","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"   56",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00357857","2018-03-18","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"   67",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00357857","2018-03-19","44.2842","-121.5486","969.3","SISTERS, OR US","    0","T,,7,0800",,,,,"   83",",,7","  -61",",,7",,,,,,,,,"  -61",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-20","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"   94",",,7","  -61",",,7",,,,,,,,,"  -39",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-21","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"  122",",,7","  -39",",,7",,,,,,,,,"   11",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-22","44.2842","-121.5486","969.3","SISTERS, OR US","    0","T,,7,0800",,,,,"  122",",,7","    6",",,7",,,,,,,,,"   17",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-23","44.2842","-121.5486","969.3","SISTERS, OR US","    0","T,,7,0800",,,,,"   50",",,7","  -28",",,7",,,,,,,,,"  -11",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-24","44.2842","-121.5486","969.3","SISTERS, OR US",,,,,,,"   11",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00357857","2018-03-25","44.2842","-121.5486","969.3","SISTERS, OR US",,,,,,,"   61",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00357857","2018-03-26","44.2842","-121.5486","969.3","SISTERS, OR US",,,"   51",",,7,0800","   51",",,7,0800","   61",",,7","  -56",",,7","    3",",,7",,,"    5",",,7",,,"   -6",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-27","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"   83",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00357857","2018-03-28","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"  111",",,7","  -17",",,7",,,,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-29","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"  133",",,7","  -28",",,7",,,,,,,,,"  -11",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-30","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"  167",",,7","  -28",",,7",,,,,,,,,"   -6",",,7,0800",,,,,,,,,,,,,,
"USC00357857","2018-03-31","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"  106",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00357857","2018-04-01","44.2842","-121.5486","969.3","SISTERS, OR US","    0",",,7,0800",,,,,"  128",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,
