"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"ASN00068228","2018-06-14","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","    0",",,a","  186",",,a","   91",",,a",,,,,,
"ASN00068228","2018-06-15","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","    0",",,a","  197",",,a","   86",",,a",,,,,,
"ASN00068228","2018-06-16","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","    0",",,a","  177",",,a","  115",",,a",,,,,,
"ASN00068228","2018-06-17","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","    0",",,a","  141",",,a","   77",",,a",,,,,,
"ASN00068228","2018-06-18","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","   40",",,a","  157",",,a","   95",",,a",,,,,,
"ASN00068228","2018-06-19","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","  114",",,a","  148",",,a","   90",",,a",,,,,,
"ASN00068228","2018-06-20","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","  128",",,a","  166",",,a","  108",",,a",,,,,,
"ASN00068228","2018-06-21","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","    0",",,a","  176",",,a","  122",",,a",,,,,,
"ASN00068228","2018-06-22","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","    0",",,a","  176",",,a","   86",",,a",,,,,,
"ASN00068228","2018-06-23","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","    2",",,a","  194",",,a","   89",",,a",,,,,,
"ASN00068228","2018-06-24","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","    0",",,a","  159",",,a","   73",",,a",,,,,,
"ASN00068228","2018-06-25","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","    0",",,a","  156",",,a","   89",",,a",,,,,,
"ASN00068228","2018-06-26","-34.3691","150.9291","10.0","BELLAMBI AWS, AS","    0",",,a","  168",",,a","   81",",,a",,,,,,
