"USC00234982","2018-07-07","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  183",",,7",,,,,,,"  183",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-08","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  183",",,7",,,,,,,"  183",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-09","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  183",",,7",,,,,,,"  206",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-10","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  200",",,7",,,,,,,"  200",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-11","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  200",",,7",,,,,,,"  233",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-12","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  217",",,7",,,,,,,"  228",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-13","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  228",",,7",,,,,,,"  261",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-14","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0","T,,7,0800","    0",",,7","    0",",,7","  356",",,7","  200",",,7",,,,,,,"  239",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-15","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  211",",,7",,,,,,,"  222",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-16","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  217",",,7",,,,,,,"  250",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-17","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  200",",,7",,,,,,,"  222",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-18","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  194",",,7",,,,,,,"  239",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-19","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",L,N,0800","    0",",,7","    0",",,7","  283",",,7","  228",",,7",,,,,,,"  228",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-20","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","  196",",L,N,0800","    0",",,7","    0",",,7","  306",",,7","  200",",,7","    2",",L,7","  196",",L,7",,,"  222",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-21","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  189",",,7",,,,,,,"  194",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-22","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  172",",,7",,,,,,,"  183",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00234982","2018-07-23","39.857","-93.1497","248.1","LINNEUS 3 SE, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  172",",,7",,,,,,,"  178",",,7,",,,,,,,,,,,,,,,,,,,,
