"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"BR002548005","1982-06-17","-25.517","-48.517","5.0","PARANAGUA, BR","   10",",,S","  198",",,S","  151",",,S","  171","H,,S"
"BR002548005","1982-06-19","-25.517","-48.517","5.0","PARANAGUA, BR","    0",",,S",,,"  149",",,S","  207","H,,S"
"BR002548005","1982-06-20","-25.517","-48.517","5.0","PARANAGUA, BR","   99",",,S","  263",",,S","  151",",,S","  228","H,,S"
"BR002548005","1982-06-22","-25.517","-48.517","5.0","PARANAGUA, BR","  150",",,S",,,"  171",",,S","  207","H,,S"
"BR002548005","1982-06-24","-25.517","-48.517","5.0","PARANAGUA, BR","  729",",,S",,,"  145",",,S","  189","H,,S"
"BR002548005","1982-06-25","-25.517","-48.517","5.0","PARANAGUA, BR","  429",",,S",,,"  133",",,S","  170","H,,S"
"BR002548005","1982-06-27","-25.517","-48.517","5.0","PARANAGUA, BR",,,,,"  179",",,S","  243","H,,S"
"BR002548005","1982-06-28","-25.517","-48.517","5.0","PARANAGUA, BR",,,"  322",",,S","  184",",,S","  237","H,,S"
"BR002548005","1982-07-02","-25.517","-48.517","5.0","PARANAGUA, BR",,,,,"  119",",,S","  179","H,,S"
"BR002548005","1982-07-04","-25.517","-48.517","5.0","PARANAGUA, BR",,,,,"  107",",,S","  208","H,,S"
"BR002548005","1982-07-05","-25.517","-48.517","5.0","PARANAGUA, BR",,,"  285",",,S",,,"  201","H,,S"
"BR002548005","1982-07-12","-25.517","-48.517","5.0","PARANAGUA, BR","   20",",,S","  211",",,S","  159",",,S","  184","H,,S"
"BR002548005","1982-07-17","-25.517","-48.517","5.0","PARANAGUA, BR",,,,,"  112",",,S","  203","H,,S"
"BR002548005","1982-07-29","-25.517","-48.517","5.0","PARANAGUA, BR",,,"  239",",,S","  167",",,S","  188","H,,S"
"BR002548005","1982-07-31","-25.517","-48.517","5.0","PARANAGUA, BR",,,,,"  101",",,S","  140","H,,S"
"BR002548005","1982-08-02","-25.517","-48.517","5.0","PARANAGUA, BR",,,,,,,"  160","H,,S"
"BR002548005","1982-08-06","-25.517","-48.517","5.0","PARANAGUA, BR",,,,,"  167",",,S","  199","H,,S"
"BR002548005","1982-08-11","-25.517","-48.517","5.0","PARANAGUA, BR","   20",",,S","  243",",,S","  122",",,S","  172","H,,S"
"BR002548005","1982-08-13","-25.517","-48.517","5.0","PARANAGUA, BR","   51",",,S",,,"  165",",,S","  189","H,,S"
"BR002548005","1982-08-15","-25.517","-48.517","5.0","PARANAGUA, BR","    0","D,,S","  245",",,S","  165",",,S","  195","H,,S"
"BR002548005","1982-08-16","-25.517","-48.517","5.0","PARANAGUA, BR",,,"  296",",,S","  178",",,S","  191","H,,S"
"BR002548005","1982-08-21","-25.517","-48.517","5.0","PARANAGUA, BR",,,,,"   93",",,S","  189","H,,S"
"BR002548005","1982-08-23","-25.517","-48.517","5.0","PARANAGUA, BR","    3",",,S","  208",",,S","  155",",,S","  169","H,,S"
"BR002548005","1982-08-26","-25.517","-48.517","5.0","PARANAGUA, BR",,,"  323",",,S","  165",",,S","  249","H,,S"
"BR002548005","1982-08-28","-25.517","-48.517","5.0","PARANAGUA, BR","    0","D,,S","  321",",,S","  178",",,S","  214","H,,S"
"BR002548005","1982-08-30","-25.517","-48.517","5.0","PARANAGUA, BR",,,"  256",",,S","  185",",,S","  224","H,,S"
"BR002548005","1982-09-01","-25.517","-48.517","5.0","PARANAGUA, BR","  140",",,S","  212",",,S","  153",",,S","  172","H,,S"
"BR002548005","1982-09-03","-25.517","-48.517","5.0","PARANAGUA, BR","    3",",,S","  234",",,S","  165",",,S","  202","H,,S"
"BR002548005","1982-09-06","-25.517","-48.517","5.0","PARANAGUA, BR","   20",",,S","  224",",,S","  145",",,S","  169","H,,S"
"BR002548005","1982-09-15","-25.517","-48.517","5.0","PARANAGUA, BR",,,"  272",",,S","  185",",,S","  227","H,,S"
"BR002548005","1982-09-17","-25.517","-48.517","5.0","PARANAGUA, BR",,,,,"  187",",,S","  224","H,,S"
"BR002548005","1982-09-20","-25.517","-48.517","5.0","PARANAGUA, BR",,,"  256",",,S","  153",",,S","  191","H,,S"
"BR002548005","1982-09-22","-25.517","-48.517","5.0","PARANAGUA, BR","   41",",,S","  226",",,S","  161",",,S","  199","H,,S"
"BR002548005","1982-09-23","-25.517","-48.517","5.0","PARANAGUA, BR","    3",",,S",,,"  156",",,S","  219","H,,S"
"BR002548005","1982-09-24","-25.517","-48.517","5.0","PARANAGUA, BR","    0",",,S","  245",",,S","  166",",,S","  217","H,,S"
"BR002548005","1982-09-26","-25.517","-48.517","5.0","PARANAGUA, BR",,,,,"  167",",,S","  235","H,,S"
