"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00014839","2019-01-07","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","  173",",,W,2400","    0",",,W","    0",",,W","  106",",,W","   33",",,W",,,,,"   82",",,W",,,,,,,,,,,,,,,"   52","H,,S",,,,,,,"  150",",,W","  150",",,W",,,,,,,,,"  148",",,W","  219",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-08","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","    0",",,W","   78",",,W","  -43",",,W",,,,,"   67",",,W",,,,,,,,,,,,,,,"   48","H,,S",,,,,,,"  290",",,W","  300",",,W",,,,,,,,,"  134",",,W","  215",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-09","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","    0",",,W","  -43",",,W","  -88",",,W",,,,,"   72",",,W",,,,,,,,,,,,,,,"  -52","H,,S",,,,,,,"  310",",,W","  320",",,W",,,,,,,,,"  107",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-10","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","    0",",,W","  -27",",,W","  -93",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,"  -74","H,,S",,,,,,,"  330",",,W","  310",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-11","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","    0",",,W","    6",",,W","  -49",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,"  -32","H,,S",,,,,,,"  180",",,W","  180",",,W",,,,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-12","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","    0",",,W","    6",",,W","  -10",",,W",,,,,"   55",",,W",,,,,,,,,,,,,,,"    1","H,,S",,,,,,,"   60",",,W","   70",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-13","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","    0",",,W","    0",",,W","  -55",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,"   -7","H,,S",,,,,,,"   70",",,W","   70",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-14","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0",",,W","    0",",,W","    0",",,W","  -32",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,"  -23","H,,S",,,,,,,"  250",",,W","  250",",,W",,,,,,,,,"   72",",,W","  107",",,W",,,,,,,,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-15","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0",",,W","    0",",,W","   11",",,W","  -27",",,W",,,,,"   52",",,W",,,,,,,,,,,,,,,"  -19","H,,S",,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   98",",,W","  152",",,W",,,,,,,,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-16","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","    0",",,W","   17",",,W","  -38",",,W",,,,,"   45",",,W",,,,,,,,,,,,,,,"   -9","H,,S",,,,,,,"  310",",,W","  320",",,W",,,,,,,,,"   89",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-17","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","    0",",,W","   22",",,W","  -32",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,"  -11","H,,S",,,,,,,"  320",",,W","  260",",,W",,,,,,,,,"   58",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-18","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   58",",,W,2400","   51",",,W","    0",",,W","   -5",",,W","  -55",",,W",,,,,"   47",",,W",,,,,,,,,,,,,,,"  -24","H,,S",,,,,,,"   60",",,W","   50",",,W",,,,,,,,,"   98",",,W","  130",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-19","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   74",",,W,2400","   89",",,W","  100",",,W","  -32",",,W"," -116",",,W",,,,,"   77",",,W",,,,,,,,,,,,,,,"  -46","H,,S",,,,,,,"   40",",,W","   30",",,W",,,,,,,,,"  107",",,W","  152",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-20","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","  100",",,W"," -105",",,W"," -149",",,W",,,,,"   56",",,W",,,,,,,,,,,,,,," -121","H,,S",,,,,,,"  340",",,W","  330",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-21","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    3",",,W,2400","   23",",,W","  100",",,W","  -55",",,W"," -155",",,W",,,,,"   46",",,W",,,,,,,,,,,,,,," -126","H,,S",,,,,,,"  150",",,W","  160",",,W",,,,,,,,,"   89",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-22","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   48",",,W,2400","   43",",,W","   80",",,W","  -16",",,W","  -55",",,W",,,,,"   39",",,W",,,,,,,,,,,,,,,"  -51","H,,S",,,,,,,"  150",",,W","  140",",,W",,,,,,,,,"   94",",,W","  130",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-23","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   81",",,W,2400","  112",",,W","  150",",,W","  -21",",,W","  -77",",,W",,,,,"   51",",,W",,,,,,,,,,,,,,,"  -36","H,,S",,,,,,,"  300",",,W","  310",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-24","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","  200",",,W","  -32",",,W"," -155",",,W",,,,,"   52",",,W",,,,,,,,,,,,,,,"  -77","H,,S",,,,,,,"  290",",,W","  310",",,W",,,,,,,,,"  112",",,W","  157",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-25","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","  180",",,W"," -155",",,W"," -199",",,W",,,,,"   49",",,W",,,,,,,,,,,,,,," -158","H,,S",,,,,,,"  290",",,W","  280",",,W",,,,,,,,,"   94",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-26","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    3",",,W,2400","   13",",,W","  180",",,W"," -127",",,W"," -216",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,," -175","H,,S",,,,,,,"  300",",,W","  310",",,W",,,,,,,,,"   63",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-27","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    3",",,W,2400","    3",",,W","  180",",,W"," -110",",,W"," -188",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,," -152","H,,S",,,,,,,"  310",",,W","  280",",,W",,,,,,,,,"   63",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-28","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","  122",",,W,2400","  175",",,W","  300",",,W","  -16",",,W"," -149",",,W",,,,,"   85",",,W",,,,,,,,,,,,,,,"  -79","H,,S",,,,,,,"  110",",,W","  120",",,W",,,,,,,,,"  125",",,W","  174",",,W",,,,,"    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-29","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","  300",",,W"," -138",",,W"," -232",",,W",,,,,"   67",",,W",,,,,,,,,,,,,,," -149","H,,S",,,,,,,"  260",",,W","  250",",,W",,,,,,,,,"  112",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-30","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","  300",",,W"," -232",",,W"," -288",",,W",,,,,"   69",",,W",,,,,,,,,,,,,,," -243","H,,S",,,,,,,"  280",",,W","  280",",,W",,,,,,,,,"  107",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-01-31","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","  300",",,W"," -188",",,W"," -305",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,," -253","H,,S",,,,,,,"  240",",,W","  270",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-01","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    5",",,W","  300",",,W","  -77",",,W"," -188",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,," -147","H,,S",,,,,,,"  210",",,W","  280",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-02","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","  300",",,W","   50",",,W","  -99",",,W",,,,,"   39",",,W",,,,,,,,,,,,,,,"  -37","H,,S",,,,,,,"  250",",,W","  260",",,W",,,,,,,,,"  103",",,W","  152",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-03","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    3",",,W,2400","    0",",,W","  280",",,W","   61",",,W","   33",",,W",,,,,"   50",",,W",,,,,,,,,,,,,,,"   48","H,,S",,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-04","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   18",",,W,2400","    0",",,W","  150",",,W","   89",",,W","  -10",",,W",,,,,"   50",",,W",,,,,,,,,,,,,,,"   65","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   89",",,W","  130",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-05","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","  119",",,W,2400","   13",",,W","   30",",,W","    6",",,W","  -38",",,W",,,,,"   51",",,W",,,,,,,,,,,,,,,"  -18","H,,S",,,,,,,"   70",",,W","   60",",,W",,,,,,,,,"  107",",,W","  152",",,W",,,,,"    1",",,W",,,"    1",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-06","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   10",",,W,2400","    0",",,W","   30",",,W","   11",",,W","   -5",",,W",,,,,"   44",",,W",,,,,,,,,,,,,,,"    3","H,,S",,,,,,,"   20",",,W","   20",",,W",,,,,,,,,"   89",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-07","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","  122",",,W,2400","    0","T,,W","    0","T,,W","   28",",,W"," -116",",,W",,,,,"   60",",,W",,,,,,,,,,,,,,,"   10","H,,S",,,,,,,"  260",",,W","  260",",,W",,,,,,,,,"  143",",,W","  210",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-08","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","    0","T,,W","  -99",",,W"," -149",",,W",,,,,"   71",",,W",,,,,,,,,,,,,,," -109","H,,S",,,,,,,"  250",",,W","  260",",,W",,,,,,,,,"  125",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-09","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","    0",",,W","  -60",",,W"," -160",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,," -122","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-10","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   18",",,W,2400","   13",",,W","    0",",,W","  -10",",,W","  -60",",,W",,,,,"   45",",,W",,,,,,,,,,,,,,,"  -38","H,,S",,,,,,,"  110",",,W","  110",",,W",,,,,,,,,"   89",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-11","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   18",",,W,2400","   20",",,W","    0",",,W","   -5",",,W","  -21",",,W",,,,,"   71",",,W",,,,,,,,,,,,,,,"  -17","H,,S",,,,,,,"  100",",,W","  100",",,W",,,,,,,,,"  125",",,W","  170",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-12","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","  213",",,W,2400","  211",",,W","  150",",,W","   11",",,W","  -43",",,W",,,,,"   59",",,W",,,,,,,,,,,,,,,"   -3","H,,S",,,,,,,"   80",",,W","   80",",,W",,,,,,,,,"  116",",,W","  165",",,W",,,,,"    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-13","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","  200",",,W","  -21",",,W","  -71",",,W",,,,,"   62",",,W",,,,,,,,,,,,,,,"  -41","H,,S",,,,,,,"  280",",,W","  270",",,W",,,,,,,,,"  107",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-14","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","  180",",,W","   61",",,W","  -60",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,"   -4","H,,S",,,,,,,"  290",",,W","  290",",,W",,,,,,,,,"  107",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-15","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","  130",",,W","  -21",",,W"," -132",",,W",,,,,"   61",",,W",,,,,,,,,,,,,,,"  -56","H,,S",,,,,,,"  300",",,W","  310",",,W",,,,,,,,,"  116",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-16","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","  130",",,W","  -16",",,W"," -110",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,"  -76","H,,S",,,,,,,"  110",",,W","  110",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-17","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   64",",,W,2400","  122",",,W","  130",",,W","  -21",",,W","  -32",",,W",,,,,"   64",",,W",,,,,,,,,,,,,,,"  -28","H,,S",,,,,,,"   50",",,W","   40",",,W",,,,,,,,,"   94",",,W","  121",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-18","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   23",",,W,2400","   43",",,W","  250",",,W","  -10",",,W","  -88",",,W",,,,,"   36",",,W",,,,,,,,,,,,,,,"  -38","H,,S",,,,,,,"   10",",,W","  340",",,W",,,,,,,,,"   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-19","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","  230",",,W","  -10",",,W"," -160",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,"  -76","H,,S",,,,,,,"  140",",,W","  160",",,W",,,,,,,,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-20","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   36",",,W,2400","   10",",,W","  200",",,W","   22",",,W","  -77",",,W",,,,,"   79",",,W",,,,,,,,,,,,,,,"   -9","H,,S",,,,,,,"  250",",,W","  240",",,W",,,,,,,,,"  125",",,W","  201",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-21","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","  180",",,W","   11",",,W","  -55",",,W",,,,,"   43",",,W",,,,,,,,,,,,,,,"  -11","H,,S",,,,,,,"  250",",,W","  240",",,W",,,,,,,,,"  107",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-22","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","  150",",,W","   17",",,W","  -82",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,"  -33","H,,S",,,,,,,"   80",",,W","   60",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-23","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","  188",",,W,2400","    5",",,W","  130",",,W","   39",",,W","    6",",,W",,,,,"   51",",,W",,,,,,,,,,,,,,,"    9","H,,S",,,,,,,"  100",",,W","   90",",,W",,,,,,,,,"  103",",,W","  134",",,W",,,,,"    1",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-24","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    3",",,W,2400","    0","T,,W","  130",",,W","   56",",,W"," -110",",,W",,,,,"   99",",,W",,,,,,,,,,,,,,,"   15","H,,S",,,,,,,"  270",",,W","  300",",,W",,,,,,,,,"  165",",,W","  282",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-25","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","  100",",,W","  -88",",,W"," -149",",,W",,,,,"   51",",,W",,,,,,,,,,,,,,," -109","H,,S",,,,,,,"  270",",,W","  270",",,W",,,,,,,,,"  130",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-26","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    8",",,W,2400","   25",",,W","  100",",,W","  -43",",,W"," -116",",,W",,,,,"   51",",,W",,,,,,,,,,,,,,,"  -97","H,,S",,,,,,,"  100",",,W","   50",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-27","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   10",",,W,2400","    8",",,W","  130",",,W","  -27",",,W"," -105",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,"  -47","H,,S",,,,,,,"  300",",,W","  310",",,W",,,,,,,,,"   89",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-02-28","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0",",,W,2400","    0",",,W","  100",",,W","  -43",",,W"," -121",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,"  -89","H,,S",,,,,,,"  320",",,W","  330",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-03-01","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","    0","T,,W,2400","    0","T,,W","  100",",,W","  -10",",,W","  -60",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,"  -43","H,,S",,,,,,,"   20",",,W","   20",",,W",,,,,,,,,"   45",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014839","2019-03-02","42.955","-87.9044","204.2","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","   15",",,W,2400","   30",",,W","  130",",,W","  -16",",,W","  -43",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,"  -27","H,,S",,,,,,,"  340",",,W","  340",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
