"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN12","SN12_ATTRIBUTES","SN31","SN31_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN33","SN33_ATTRIBUTES","SN34","SN34_ATTRIBUTES","SN35","SN35_ATTRIBUTES","SN36","SN36_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX12","SX12_ATTRIBUTES","SX31","SX31_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX33","SX33_ATTRIBUTES","SX34","SX34_ATTRIBUTES","SX35","SX35_ATTRIBUTES","SX36","SX36_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00122309","2018-11-16","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   23",",,7,0800","   13",",,7","    0","T,,7","    6",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   56",",,7",,,"   33",",,7",,,,,,,,,,,"   56",",,7",,,,,,,,,,,,
"USC00122309","2018-11-17","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   56",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,"  -28",",,7,0800",,,,,"   28",",,7",,,,,,,,,,,"   56",",,7",,,"   44",",,7",,,,,,,,,,,"   56",",,7",,,,,,,,,,,,
"USC00122309","2018-11-18","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   94",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,,"   28",",,7",,,,,,,,,,,"   50",",,7",,,"   67",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2018-11-19","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   10",",,7,0800",,,,,"  117",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"   28",",,7,0800",,,,,"   44",",,7",,,,,,,,,,,"   67",",,7",,,"   89",",,7",,,,,,,,,,,"   83",",,7",,,,,,,,,,,,
"USC00122309","2018-11-20","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    8",",,7,0800",,,,,"   67",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,,,"   67",",,7",,,,,,,,,,,"   72",",,7",,,"   72",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2018-11-21","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   28",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,"  -44",",,7,0800",,,,,"   44",",,7",,,,,,,,,,,"   61",",,7",,,"   72",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2018-11-22","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  106",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,,,"   39",",,7",,,,,,,,,,,"   61",",,7",,,"   72",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2018-11-23","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  144",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,,"   39",",,7",,,,,,,,,,,"   61",",,7",,,"   94",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2018-11-24","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   41",",,7,0800",,,,,"  133",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,,"   56",",,7",,,,,,,,,,,"   72",",,7",,,"   72",",,7",,,,,,,,,,,"   83",",,7",,,,,,,,,,,,
"USC00122309","2018-11-25","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    3",",,7,0800",,,,,"  144",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,"   39",",,7,0800",,,,,"   50",",,7",,,,,,,,,,,"   72",",,7",,,"  111",",,7",,,,,,,,,,,"   89",",,7",,,,,,,,,,,,
"USC00122309","2018-11-26","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   56",",,7,0800","    0","T,,7","    0","T,,7","  178",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,,,"   56",",,7",,,,,,,,,,,"   72",",,7",,,"  106",",,7",,,,,,,,,,,"  100",",,7",,,,,,,,,,,,
"USC00122309","2018-11-27","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800","    0","T,,7","    0","T,,7",,,"  -83",",,7",,,,,,,,,,,,,,,,,,,"  -72",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   56",",,7",,,"   61",",,7",,,,,,,,,,,"  100",",,7",,,,,,,,,,,,
"USC00122309","2018-11-28","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800","    0","T,,7","    0","T,,7",,," -111",",,7",,,,,,,,,,,,,,,,,,," -111",",,7,0800",,,,,"   22",",,7",,,,,,,,,,,"   44",",,7",,,"   33",",,7",,,,,,,,,,,"   67",",,7",,,,,,,,,,,,
"USC00122309","2018-11-29","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,,," -111",",,7",,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,,,,"   22",",,7",,,,,,,,,,,"   39",",,7",,,"   33",",,7",,,,,,,,,,,"   56",",,7",,,,,,,,,,,,
"USC00122309","2018-11-30","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    3",",,7,0800",,,,,,,"   11",",,7",,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   56",",,7",,,"   56",",,7",,,,,,,,,,,"   67",",,7",,,,,,,,,,,,
"USC00122309","2018-12-01","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  267",",,7,0800",,,,,,,"   50",",,7",,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,,,"   61",",,7",,,,,,,,,,,"   67",",,7",,,"   89",",,7",,,,,,,,,,,"   94",",,7",,,,,,,,,,,,
"USC00122309","2018-12-02","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   18",",,7,0800",,,,,,,"   89",",,7",,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,,"   89",",,7",,,,,,,,,,,"   83",",,7",,,"  106",",,7",,,,,,,,,,,"  100",",,7",,,,,,,,,,,,
"USC00122309","2018-12-03","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,,,"   17",",,7",,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,,"   78",",,7",,,,,,,,,,,"   89",",,7",,,"  106",",,7",,,,,,,,,,,"  106",",,7",,,,,,,,,,,,
"USC00122309","2018-12-04","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    3",",,7,0800",,,,,,,"  -17",",,7",,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,,,"   61",",,7",,,,,,,,,,,"   78",",,7",,,"   78",",,7",,,,,,,,,,,"   89",",,7",,,,,,,,,,,,
"USC00122309","2018-12-05","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800","    0","T,,7","    0","T,,7",,,"  -50",",,7",,,,,,,,,,,,,,,,,,,"  -50",",,7,0800",,,,,"   44",",,7",,,,,,,,,,,"   67",",,7",,,"   61",",,7",,,,,,,,,,,"   83",",,7",,,,,,,,,,,,
"USC00122309","2018-12-06","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,,,"  -50",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   56",",,7",,,"   50",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2018-12-07","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,,,"  -83",",,7",,,,,,,,,,,,,,,,,,,"  -83",",,7,0800",,,,,"   28",",,7",,,,,,,,,,,"   50",",,7",,,"   39",",,7",,,,,,,,,,,"   61",",,7",,,,,,,,,,,,
"USC00122309","2018-12-08","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   50",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,"  -78",",,7,0800",,,,,"   22",",,7",,,,,,,,,,,"   44",",,7",,,"   50",",,7",,,,,,,,,,,"   61",",,7",,,,,,,,,,,,
"USC00122309","2018-12-09","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  -28",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,"  -67",",,7,0800",,,,,"   11",",,7",,,,,,,,,,,"   33",",,7",,,"   22",",,7",,,,,,,,,,,"   44",",,7",,,,,,,,,,,,
"USC00122309","2018-12-10","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   50",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,," -100",",,7,0800",,,,,"   11",",,7",,,,,,,,,,,,,,,"   28",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00122309","2018-12-11","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   44",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,"  -78",",,7,0800",,,,,"   17",",,7",,,,,,,,,,,"   22",",,7",,,"   33",",,7",,,,,,,,,,,"   56",",,7",,,,,,,,,,,,
"USC00122309","2018-12-12","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   78",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,,"   11",",,7",,,,,,,,,,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,"   56",",,7",,,,,,,,,,,,
"USC00122309","2018-12-13","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  122",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,"   61",",,7,0800",,,,,"   11",",,7",,,,,,,,,,,"   22",",,7",,,"   50",",,7",,,,,,,,,,,"   56",",,7",,,,,,,,,,,,
"USC00122309","2018-12-14","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  114",",,7,0800",,,,,"  111",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,,"   44",",,7",,,,,,,,,,,"   56",",,7",,,"   67",",,7",,,,,,,,,,,"   67",",,7",,,,,,,,,,,,
"USC00122309","2018-12-15","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  549",",,7,0800",,,,,"   83",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,,"   67",",,7",,,,,,,,,,,"   61",",,7",,,"   72",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2018-12-16","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   89",",,7,0800",,,,,"   78",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,,,,"   67",",,7",,,,,,,,,,,"   72",",,7",,,"   78",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2018-12-17","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  106",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,,,"   50",",,7",,,,,,,,,,,"   67",",,7",,,"   89",",,7",,,,,,,,,,,"   83",",,7",,,,,,,,,,,,
"USC00122309","2018-12-18","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   83",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,"  -50",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   61",",,7",,,"   83",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2018-12-19","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   83",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   56",",,7",,,"   61",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2018-12-20","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800",,,,,"  133",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   56",",,7",,,"   67",",,7",,,,,,,,,,,"   67",",,7",,,,,,,,,,,,
"USC00122309","2018-12-21","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   53",",,7,0800",,,,,"   83",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,,"   67",",,7",,,,,,,,,,,"   67",",,7",,,"   67",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2018-12-22","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    5",",,7,0800",,,,,"   39",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,,,"   44",",,7",,,,,,,,,,,"   61",",I,7",,,"   67",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2018-12-23","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   61",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   17",",,7",,,"   61",",,7",,,,,,,,,,,"   50",",I,7",,,,,,,,,,,,
"USC00122309","2018-12-24","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   17",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,"  -44",",,7,0800",,,,,"   22",",,7",,,,,,,,,,,"   22",",,7",,,"   33",",,7",,,,,,,,,,,"   61",",,7",,,,,,,,,,,,
"USC00122309","2018-12-25","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   78",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,,"   17",",,7",,,,,,,,,,,"   33",",,7",,,"   56",",,7",,,,,,,,,,,"   50",",,7",,,,,,,,,,,,
"USC00122309","2018-12-26","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   89",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,,,"   28",",,7",,,,,,,,,,,"   33",",,7",,,"   61",",,7",,,,,,,,,,,"   61",",,7",,,,,,,,,,,,
"USC00122309","2018-12-27","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  100",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,,"   28",",,7",,,,,,,,,,,"   33",",,7",,,"   56",",,7",,,,,,,,,,,"   61",",,7",,,,,,,,,,,,
"USC00122309","2018-12-28","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  117",",,7,0800",,,,,"  133",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,,"   50",",,7",,,,,,,,,,,"   61",",,7",,,"   83",",,7",,,,,,,,,,,"   83",",,7",,,,,,,,,,,,
"USC00122309","2018-12-29","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800",,,,,"  122",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,"  -28",",,7,0800",,,,,"   50",",,7",,,,,,,,,,,"   67",",,7",,,"   89",",,7",,,,,,,,,,,"   89",",,7",,,,,,,,,,,,
"USC00122309","2018-12-30","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"   11",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,"  -28",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   56",",,7",,,"   50",",,7",,,,,,,,,,,"   67",",,7",,,,,,,,,,,,
"USC00122309","2018-12-31","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   84",",,7,0800",,,,,"  100",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,"   89",",,7,0800",,,,,"   22",",,7",,,,,,,,,,,"   56",",,7",,,"   61",",,7",,,,,,,,,,,"   67",",,7",,,,,,,,,,,,
"USC00122309","2019-01-01","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  272",",,7,0800","    0",",,7","    0",",,7","  172",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,"   28",",,7,0800",,,,,"   61",",,7",,,,,,,,,,,"   67",",,7",,,"   94",",,7",,,,,,,,,,,"   94",",,7",,,,,,,,,,,,
"USC00122309","2019-01-02","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800","    0",",,7","    0",",,7","   56",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,,"   61",",,7",,,,,,,,,,,"   67",",,7",,,"   72",",,7",,,,,,,,,,,"   83",",,7",,,,,,,,,,,,
"USC00122309","2019-01-03","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800","    0",",,7","    0",",,7","   33",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,"  -28",",,7,0800",,,,,"   44",",,7",,,,,,,,,,,"   67",",,7",,,"   61",",,7",,,,,,,,,,,"   83",",,7",,,,,,,,,,,,
"USC00122309","2019-01-04","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800","    0",",,7","    0",",,7","   39",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,"   39",",,7",,,,,,,,,,,"   56",",,7",,,"   61",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2019-01-05","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   97",",,7,0800","    0",",,7","    0",",,7","   72",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   61",",,7",,,"   44",",,7",,,,,,,,,,,"   61",",,7",,,,,,,,,,,,
"USC00122309","2019-01-06","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800","    0",",,7","    0",",,7","  122",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   61",",,7",,,"   78",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2019-01-07","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800","    0",",,7","    0",",,7","  133",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"  117",",,7,0800",,,,,"   44",",,7",,,,,,,,,,,"   56",",,7",,,"   83",",,7",,,,,,,,,,,"   72",",,7",,,,,,,,,,,,
"USC00122309","2019-01-08","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   15",",,7,0800","    0",",,7","    0",",,7","  139",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,,,"   78",",,7",,,,,,,,,,,"   72",",,7",,,"   89",",,7",,,,,,,,,,,"   89",",,7",,,,,,,,,,,,
"USC00122309","2019-01-09","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800","    0",",,7","    0",",,7","  156",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,"  -44",",,7,0800",,,,,"   39",",,7",,,,,,,,,,,"   67",",,7",,,"  111",",,7",,,,,,,,,,,"  100",",,7",,,,,,,,,,,,
"USC00122309","2019-01-10","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800","    0",",,7","    0",",,7","   -6",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,," -106",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   39",",,7",,,"   56",",,7",,,,,,,,,,,"   67",",,7",,,,,,,,,,,,
"USC00122309","2019-01-11","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800","    0",",,7","    0",",,7","    0",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,"  -83",",,7,0800",,,,,"   17",",,7",,,,,,,,,,,"   33",",,7",,,"   28",",,7",,,,,,,,,,,"   44",",,7",,,,,,,,,,,,
"USC00122309","2019-01-12","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   64",",,7,0800","   58",",,7","   51",",,7","    0",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,,,"   17",",,7",,,,,,,,,,,"   33",",,7",,,"   22",",,7",,,,,,,,,,,"   33",",,7",,,,,,,,,,,,
"USC00122309","2019-01-13","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   43",",,7,0800","    0",",,7","    0","T,,7","   22",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,,,"   22",",,7",,,,,,,,,,,"   33",",,7",,,"   22",",,7",,,,,,,,,,,"   33",",,7",,,,,,,,,,,,
"USC00122309","2019-01-14","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800","    0",",,7","    0",",,7","    6",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,,,"   22",",,7",,,,,,,,,,,"   33",",,7",,,"   22",",,7",,,,,,,,,,,"   33",",,7",,,,,,,,,,,,
"USC00122309","2019-01-15","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800","    0",",,7","    0",",,7","   28",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,,,"   17",",,7",,,,,,,,,,,"   33",",,7",,,"   44",",,7",,,,,,,,,,,"   44",",,7",,,,,,,,,,,,
"USC00122309","2019-01-16","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800","    0",",,7","    0",",,7","   11",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,"   17",",,7",,,,,,,,,,,"   28",",,7",,,"   17",",,7",,,,,,,,,,,"   39",",,7",,,,,,,,,,,,
"USC00122309","2019-01-17","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800","    0",",,7","    0",",,7","   39",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,,"   17",",,7",,,,,,,,,,,"   33",",,7",,,"   33",",,7",,,,,,,,,,,"   39",",,7",,,,,,,,,,,,
"USC00122309","2019-01-18","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   23",",,7,0800","    0",",,7","    0",",,7","   56",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,"   39",",,7",,,"   39",",,7",,,,,,,,,,,"   44",",,7",,,,,,,,,,,,
"USC00122309","2019-01-19","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  198",",,7,0800","    0",",,7","    0",",,7","   33",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,,"   39",",,7",,,,,,,,,,,"   50",",,7",,,"   44",",,7",,,,,,,,,,,"   56",",,7",,,,,,,,,,,,
"USC00122309","2019-01-20","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  241",",,7,0800","   51",",,7","   51",",,7","   44",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,"  -72",",,7,0800",,,,,"   39",",I,7",,,,,,,,,,,"   33",",,7",,,"   44",",,7",,,,,,,,,,,"   50",",,7",,,,,,,,,,,,
"USC00122309","2019-01-21","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800","    0","T,,7","   51",",,7","  -61",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,," -156",",,7,0800",,,,,"   17",",,7",,,,,,,,,,,,,,,"   28",",I,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00122309","2019-01-22","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800","    0",",,7","   51",",,7","  -50",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,"  -61",",,7,0800",,,,,"   22",",,7",,,,,,,,,,,"   39",",,7",,,"   22",",,7",,,,,,,,,,,"   44",",,7",,,,,,,,,,,,
"USC00122309","2019-01-23","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  132",",,7,0800","    0",",,7","    0",",,7","   83",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,,,"   17",",,7",,,,,,,,,,,"   11",",,7",,,"   33",",,7",,,,,,,,,,,"   39",",,7",,,,,,,,,,,,
"USC00122309","2019-01-24","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  124",",,7,0800","    0",",,7","    0",",,7","  100",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,," -111",",,7,0800",,,,,"   17",",,7",,,,,,,,,,,"   33",",,7",,,"   44",",,7",,,,,,,,,,,"   50",",,7",,,,,,,,,,,,
"USC00122309","2019-01-25","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800","    0",",,7","    0",",,7","   -6",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,," -133",",,7,0800",,,,,"   11",",,7",,,,,,,,,,,"   17",",,7",,,"   22",",,7",,,,,,,,,,,"   33",",,7",,,,,,,,,,,,
"USC00122309","2019-01-26","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800","    0",",,7","    0",",,7","  -28",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,"  -61",",,7,0800",,,,,"   11",",,7",,,,,,,,,,,"   17",",,7",,,"   11",",,7",,,,,,,,,,,"   22",",,7",,,,,,,,,,,,
