"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES"
"USC00311700","2018-04-04","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","    0",",,7,0800",,,,,"  256",",,7","   50",",,7",,,,,"   50",",,7,0800",,,,
"USC00311700","2018-04-05","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","    0",",,7,0800",,,,,"  161",",,7","   39",",,7",,,,,"   44",",,7,0800",,,,
"USC00311700","2018-04-06","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","   71",",,7,0800",,,,,"  228",",,7","   44",",,7",,,,,"  128",",,7,0800",,,,
"USC00311700","2018-04-07","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","  193",",,7,0800",,,,,"  139",",,7","  -11",",,7",,,,,"    6",",,7,0800",,,,
"USC00311700","2018-04-08","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","    0",",,7,0800",,,,,"  111",",,7","    6",",,7",,,,,"   56",",,7,0800",,,,
"USC00311700","2018-04-11","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","    0",",,7,0800",,,,,"  178",",,7","   44",",,7",,,,,"   61",",,7,0800",,,,
"USC00311700","2018-04-12","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","    0",",,7,0800",,,,,"  244",",,7","   56",",,7",,,,,"  111",",,7,0800",,,,
"USC00311700","2018-04-13","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","    0",",,7,0800",,,,,"  272",",,7","  100",",,7",,,,,"  156",",,7,0800",,,,
"USC00311700","2018-04-14","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","   20",",,7,0800",,,,,"  278",",,7","  156",",,7",,,,,"  189",",,7,0800",,,,
"USC00311700","2018-04-15","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","  559",",,7,0800",,,,,"  278",",,7","  100",",,7",,,,,"  100",",,7,0800",,,,
"USC00311700","2018-04-16","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","    0",",,7,0800",,,,,"  156",",,7","   33",",,7",,,,,"   33",",,7,0800",,,,
"USC00311700","2018-04-17","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","    0",",,7,0800",,,,,"  172",",,7","   22",",,7",,,,,"   72",",,7,0800",,,,
"USC00311700","2018-04-18","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","    0",",,7,0800",,,,,"  289",",,7","   72",",,7",,,,,"  200",",,7,0800",,,,
"USC00311700","2018-04-19","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","    0",",,7,0800",,,,,"  250",",,7","   28",",,7",,,,,"   33",",,7,0800",,,,
"USC00311700","2018-04-20","35.73366","-79.00322","93.9","CHATHAM WTP, NC US","    0",",,7,0800",,,,,"  189",",,7","   33",",,7",,,,,"   39",",,7,0800",,,,
