"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX32","SX32_ATTRIBUTES"
"USC00341266","2018-06-02","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  378",",,7","  256",",,7",,,,,,,"  300",",,7","  406",",,7"
"USC00341266","2018-06-03","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  317",",,7","  150",",,7",,,,,,,"  289",",,7","  378",",,7"
"USC00341266","2018-06-04","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  283",",,7","  133",",,7",,,,,,,"  261",",,7","  306",",,7"
"USC00341266","2018-06-05","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  333",",,7","  200",",,7",,,,,,,"  256",",,7","  367",",,7"
"USC00341266","2018-06-06","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  356",",,7","  233",",,7",,,,,,,"  283",",,7","  383",",,7"
"USC00341266","2018-06-07","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","  229",",,7,2400",,,,,"  322",",,7","  194",",,7",,,,,,,"  250",",,7","  333",",,7"
"USC00341266","2018-06-08","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  350",",,7","  189",",,7",,,,,,,"  233",",,7","  317",",,7"
"USC00341266","2018-06-09","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  344",",,7","  194",",,7",,,,,,,"  239",",,7","  339",",,7"
"USC00341266","2018-06-10","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  344",",,7","  228",",,7",,,,,,,"  250",",,7","  356",",,7"
"USC00341266","2018-06-11","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  344",",,7","  261",",,7",,,,,,,"  278",",,7","  383",",,7"
"USC00341266","2018-06-12","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  306",",,7","  244",",,7",,,,,,,"  283",",,7","  328",",,7"
"USC00341266","2018-06-13","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  356",",,7","  222",",,7",,,,,,,"  267",",,7","  383",",,7"
"USC00341266","2018-06-14","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  361",",,7","  222",",,7",,,,,,,"  283",",,7","  394",",,7"
"USC00341266","2018-06-15","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  350",",,7","  239",",,7",,,,,,,"  289",",,7","  394",",,7"
"USC00341266","2018-06-16","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  344",",,7","  244",",,7",,,,,,,"  294",",,7","  389",",,7"
"USC00341266","2018-06-17","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  344",",,7","  239",",,7",,,,,,,"  294",",,7","  383",",,7"
"USC00341266","2018-06-18","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  333",",,7","  250",",,7",,,,,,,"  300",",,7","  383",",,7"
"USC00341266","2018-06-19","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  317",",,7","  233",",,7",,,,,,,"  300",",,7","  356",",,7"
"USC00341266","2018-06-20","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  344",",,7","  206",",,7",,,,,,,"  283",",,7","  378",",,7"
"USC00341266","2018-06-21","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  356",",,7","  172",",,7",,,,,,,"  278",",,7","  394",",,7"
"USC00341266","2018-06-22","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  344",",,7","  206",",,7",,,,,,,"  294",",,7","  367",",,7"
"USC00341266","2018-06-23","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  350",",,7","  222",",,7",,,,,,,"  289",",,7","  372",",,7"
"USC00341266","2018-06-24","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  350",",,7","  250",",,7",,,,,,,"  300",",,7","  372",",,7"
"USC00341266","2018-06-25","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  350",",,7","  200",",,7",,,,,,,"  278",",,7","  367",",,7"
"USC00341266","2018-06-26","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  372",",,7","  250",",,7",,,,,,,"  294",",,7","  378",",,7"
"USC00341266","2018-06-27","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  389",",,7","  261",",,7",,,,,,,"  306",",,7","  400",",,7"
"USC00341266","2018-06-28","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  389",",,7","  261",",,7",,,,,,,"  311",",,7","  400",",,7"
"USC00341266","2018-06-29","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  372",",,7","  250",",,7",,,,,,,"  311",",,7","  394",",,7"
"USC00341266","2018-06-30","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  367",",,7","  256",",,7",,,,,,,"  317",",,7","  389",",,7"
"USC00341266","2018-07-01","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","  422",",,7,2400",,,,,"  356",",,7","  222",",,7",,,,,,,"  272",",,7","  372",",,7"
"USC00341266","2018-07-02","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  378",",,7","  233",",,7",,,,,,,"  261",",,7","  333",",,7"
"USC00341266","2018-07-03","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  383",",,7","  228",",,7",,,,,,,"  256",",,7","  339",",,7"
"USC00341266","2018-07-04","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  333",",,7","  222",",,7",,,,,,,"  256",",,7","  356",",,7"
"USC00341266","2018-07-05","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  339",",,7","  217",",,7",,,,,,,"  272",",,7","  378",",,7"
"USC00341266","2018-07-06","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","   69",",,7,2400",,,,,"  356",",,7","  217",",,7",,,,,,,"  283",",,7","  400",",,7"
"USC00341266","2018-07-07","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  339",",,7","  200",",,7",,,,,,,"  272",",,7","  350",",,7"
"USC00341266","2018-07-08","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  333",",,7","  211",",,7",,,,,,,"  267",",,7","  378",",,7"
"USC00341266","2018-07-09","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  333",",,7","  206",",,7",,,,,,,"  278",",,7","  394",",,7"
"USC00341266","2018-07-10","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  344",",,7","  211",",,7",,,,,,,"  289",",,7","  394",",,7"
"USC00341266","2018-07-11","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  367",",,7","  211",",,7",,,,,,,"  289",",,7","  400",",,7"
"USC00341266","2018-07-12","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    3",",,7,2400",,,,,"  350",",,7","  211",",,7",,,,,,,"  300",",,7","  378",",,7"
"USC00341266","2018-07-13","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  350",",,7","  211",",,7",,,,,,,"  289",",,7","  383",",,7"
"USC00341266","2018-07-14","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  372",",,7","  244",",,7",,,,,,,"  294",",,7","  406",",,7"
"USC00341266","2018-07-15","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  378",",,7","  244",",,7",,,,,,,"  306",",,7","  406",",,7"
"USC00341266","2018-07-16","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  389",",,7","  244",",,7",,,,,,,"  311",",,7","  411",",,7"
"USC00341266","2018-07-17","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  411",",,7","  244",",,7",,,,,,,"  317",",,7","  411",",,7"
"USC00341266","2018-07-18","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  411",",,7","  239",",,7",,,,,,,"  317",",,7","  411",",,7"
"USC00341266","2018-07-19","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  433",",,7","  244",",,7",,,,,,,"  317",",,7","  417",",,7"
"USC00341266","2018-07-20","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  433",",,7","  256",",,7",,,,,,,"  328",",,7","  411",",,7"
"USC00341266","2018-07-21","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  439",",,7","  278",",,7",,,,,,,"  322",",,7","  411",",,7"
"USC00341266","2018-07-22","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  439",",,7","  189",",,7",,,,,,,"  311",",,7","  417",",,7"
"USC00341266","2018-07-23","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  367",",,7","  217",",,7",,,,,,,"  322",",,7","  372",",,7"
"USC00341266","2018-07-24","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  367",",,7","  189",",,7",,,,,,,"  294",",,7","  389",",,7"
"USC00341266","2018-07-25","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  389",",,7","  178",",,7",,,,,,,"  294",",,7","  394",",,7"
"USC00341266","2018-07-26","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  400",",,7","  189",",,7",,,,,,,"  300",",,7","  389",",,7"
"USC00341266","2018-07-27","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","   79",",,7,2400",,,,,"  367",",,7","  206",",,7",,,,,,,"  306",",,7","  383",",,7"
"USC00341266","2018-07-28","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","   10",",,7,2400",,,,,"  383",",,7","  228",",,7",,,,,,,"  283",",,7","  367",",,7"
"USC00341266","2018-07-29","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","   18",",,7,2400",,,,,"  367",",,7","  222",",,7",,,,,,,"  278",",,7","  367",",,7"
"USC00341266","2018-07-30","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","  152",",,7,2400",,,,,"  328",",,7","  200",",,7",,,,,,,"  267",",,7","  328",",,7"
"USC00341266","2018-07-31","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  311",",,7","  167",",,7",,,,,,,"  239",",,7","  328",",,7"
"USC00341266","2018-08-01","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  328",",,7","  150",",,7",,,,,,,"  233",",,7","  367",",,7"
"USC00341266","2018-08-02","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  350",",,7","  167",",,7",,,,,,,"  256",",,7","  383",",,7"
"USC00341266","2018-08-03","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  361",",,7","  189",",,7",,,,,,,"  272",",,7","  383",",,7"
"USC00341266","2018-08-04","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  361",",,7","  194",",,7",,,,,,,"  272",",,7","  378",",,7"
"USC00341266","2018-08-05","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  378",",,7","  233",",,7",,,,,,,"  289",",,7","  383",",,7"
"USC00341266","2018-08-06","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  367",",,7","  239",",,7",,,,,,,"  294",",,7","  389",",,7"
"USC00341266","2018-08-07","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","   20",",,7,2400",,,,,"  389",",,7","  233",",,7",,,,,,,"  300",",,7","  394",",,7"
"USC00341266","2018-08-08","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","  155",",,7,2400",,,,,"  278",",,7","  211",",,7",,,,,,,"  261",",,7","  328",",,7"
"USC00341266","2018-08-09","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  317",",,7","  206",",,7",,,,,,,"  250",",,7","  317",",,7"
"USC00341266","2018-08-10","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  317",",,7","  200",",,7",,,,,,,"  250",",,7","  317",",,7"
"USC00341266","2018-08-11","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    3",",,7,2400",,,,,"  306",",,7","  206",",,7",,,,,,,"  250",",,7","  328",",,7"
"USC00341266","2018-08-12","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","  188",",,7,2400",,,,,"  311",",,7","  217",",,7",,,,,,,"  256",",,7","  306",",,7"
"USC00341266","2018-08-13","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","  203",",,7,2400",,,,,"  278",",,7","  217",",,7",,,,,,,"  250",",,7","  278",",,7"
"USC00341266","2018-08-14","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    3",",,7,2400",,,,,"  306",",,7","  222",",,7",,,,,,,"  239",",,7","  289",",,7"
"USC00341266","2018-08-15","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  350",",,7","  244",",,7",,,,,,,"  244",",,7","  317",",,7"
"USC00341266","2018-08-16","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  361",",,7","  244",",,7",,,,,,,"  250",",,7","  328",",,7"
"USC00341266","2018-08-17","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","   41",",,7,2400",,,,,"  361",",,7","  239",",,7",,,,,,,"  267",",,7","  333",",,7"
"USC00341266","2018-08-18","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  356",",,7","  211",",,7",,,,,,,"  261",",,7","  367",",,7"
"USC00341266","2018-08-19","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","    0",",,7,2400",,,,,"  333",",,7","  233",",,7",,,,,,,"  267",",,7","  356",",,7"
