"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00013873","2018-11-27","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","   72",",,W","   -5",",,W",,,,,"   47",",,W",,,,,,,,,,,"   33","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,,,,,"   98",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-11-28","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","   83",",,W","  -27",",,W",,,,,"   34",",,W",,,,,,,,,,,"   17","H,,S",,,,,,,"  300",",,W","  280",",,W",,,,,,,,,,,"   72",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-11-29","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","  -16",",,W",,,,,"   13",",,W",,,,,,,,,,,"   53","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,,,,,"   36",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-11-30","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    5",",,W,2400",,,"    0",",,H","  183",",,W","   94",",,W",,,,,"   17",",,W",,,,,,,,,,,"  121","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,,,,,"   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-01","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  551",",,W,2400",,,"    0",",,H","  139",",,W","   89",",,W",,,,,"   25",",,W",,,,,,,,,,,"  121","H,,S",,,,,,,"  110",",,W","  120",",,W",,,,,,,,,,,"   94",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-02","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  239",",,W","  117",",,W",,,,,"   26",",,W",,,,,,,,,,,"  181","H,,S",,,,,,,"  270",",,W","  260",",,W",,,,,,,,,,,"   54",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-03","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  194",",,W","   83",",,W",,,,,"   23",",,W",,,,,,,,,,,"  138","H,,S",,,,,,,"  270",",,W","  270",",,W",,,,,,,,,,,"   45",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-04","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  117",",,W","   28",",,W",,,,,"   34",",,W",,,,,,,,,,,"   82","H,,S",,,,,,,"  300",",,W","  290",",,W",,,,,,,,,,,"   72",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-05","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","   83",",,W","  -10",",,W",,,,,"   36",",,W",,,,,,,,,,,"   37","H,,S",,,,,,,"  300",",,W","  290",",,W",,,,,,,,,,,"   72",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-06","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  100",",,W","  -38",",,W",,,,,"   10",",,W",,,,,,,,,,,"   18","H,,S",,,,,,,"  210",",,W","  230",",,W",,,,,,,,,,,"   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-07","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    5",",,W,2400",,,"    0",",,H","   89",",,W","    6",",,W",,,,,"    7",",,W",,,,,,,,,,,"   43","H,,S",,,,,,,"   20",",,W","  320",",,W",,,,,,,,,,,"   27",",,W","   27",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-08","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  455",",,W,2400","    0",",,H","    0",",,H","   61",",,W","   28",",,W",,,,,"   46",",,W",,,,,,,,,,,"   49","H,,S",,,,,,,"   80",",,W","   80",",,W",,,,,,,,,,,"  103",",,W","  139",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-09","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  356",",,W,2400","    0",",,H","    0",",,H","   28",",,W","   11",",,W",,,,,"   57",",,W",,,,,,,,,,,"   23","H,,S",,,,,,,"   60",",,W","   50",",,W",,,,,,,,,,,"  103",",,W","  143",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-10","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","   56",",,W,2400","    0",",,H","    0",",,H","   61",",,W","   28",",,W",,,,,"   22",",,W",,,,,,,,,,,"   39","H,,S",,,,,,,"   60",",,W","   30",",,W",,,,,,,,,,,"   72",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-11","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","    6",",,W",,,,,"   22",",,W",,,,,,,,,,,"   53","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,,,,,"   45",",,W","   58",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-12","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  122",",,W","  -16",",,W",,,,,"   13",",,W",,,,,,,,,,,"   48","H,,S",,,,,,,"  260",",,W","  280",",,W",,,,,,,,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-13","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0","T,,W,2400",,,"    0",",,H","  111",",,W","   -5",",,W",,,,,"   20",",,W",,,,,,,,,,,"   52","H,,S",,,,,,,"   60",",,W","   70",",,W",,,,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-14","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  180",",,W,2400",,,"    0",",,H","   94",",,W","   67",",,W",,,,,"   48",",,W",,,,,,,,,,,"   82","H,,S",,,,,,,"   80",",,W","   70",",,W",,,,,,,,,,,"   81",",,W","  112",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-15","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","   48",",,W,2400",,,"    0",",,H","  144",",,W","   78",",,W",,,,,"   24",",,W",,,,,,,,,,,"   96","H,,S",,,,,,,"   80",",,W","   80",",,W",,,,,,,,,,,"   89",",,W","  103",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-16","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","   72",",,W",,,,,"   38",",,W",,,,,,,,,,,"  100","H,,S",,,,,,,"  300",",,W","  320",",,W",,,,,,,,,,,"   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-17","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  183",",,W","   61",",,W",,,,,"   32",",,W",,,,,,,,,,,"  109","H,,S",,,,,,,"  270",",,W","  280",",,W",,,,,,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-18","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  167",",,W","   17",",,W",,,,,"   23",",,W",,,,,,,,,,,"   94","H,,S",,,,,,,"  110",",,W","   70",",,W",,,,,,,,,,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-19","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","   33",",,W",,,,,"   27",",,W",,,,,,,,,,,"   77","H,,S",,,,,,,"   80",",,W","   70",",,W",,,,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-20","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  269",",,W,2400","    0",",,H","    0",",,H","  117",",,W","   78",",,W",,,,,"   34",",,W",,,,,,,,,,,"   94","H,,S",,,,,,,"   50",",,W","   60",",,W",,,,,,,,,,,"   76",",,W","   98",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-21","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  267",",,W,2400","    0",",,H","    0",",,H","  111",",,W","   56",",,W",,,,,"   47",",,W",,,,,,,,,,,"   98","H,,S",,,,,,,"  270",",,W","  270",",,W",,,,,,,,,,,"   89",",,W","  139",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-22","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  117",",,W","   22",",,W",,,,,"   34",",,W",,,,,,,,,,,"   67","H,,S",,,,,,,"  280",",,W","  280",",,W",,,,,,,,,,,"   76",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-23","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","   38",",,W,2400",,,"    0",",,H","  167",",,W","  -10",",,W",,,,,"   15",",,W",,,,,,,,,,,"   62","H,,S",,,,,,,"  330",",,W","  330",",,W",,,,,,,,,,,"   58",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-24","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","    6",",,W",,,,,"   16",",,W",,,,,,,,,,,"   83","H,,S",,,,,,,"  310",",,W","  320",",,W",,,,,,,,,,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-25","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  144",",,W","  -16",",,W",,,,,"    6",",,W",,,,,,,,,,,"   50","H,,S",,,,,,,"  110",",,W","  180",",,W",,,,,,,,,,,"   36",",,W","   45",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-26","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","   17",",,W",,,,,"   27",",,W",,,,,,,,,,,"   73","H,,S",,,,,,,"   90",",,W","  120",",,W",,,,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-27","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  102",",,W,2400","    0",",,H","    0",",,H","  111",",,W","   67",",,W",,,,,"   53",",,W",,,,,,,,,,,"   82","H,,S",,,,,,,"   90",",,W","   80",",,W",,,,,,,,,,,"   76",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-28","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  287",",,W,2400",,,"    0",",,H","  156",",,W","   78",",,W",,,,,"   31",",,W",,,,,,,,,,,"  106","H,,S",,,,,,,"  330",",,W","  320",",,W",,,,,,,,,,,"   89",",,W","  107",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-29","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  178",",,W","  100",",,W",,,,,"   13",",,W",,,,,,,,,,,"  134","H,,S",,,,,,,"  310",",,W","  290",",,W",,,,,,,,,,,"   36",",,W","   49",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-30","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  142",",,W,2400","    0",",,H","    0",",,H","  128",",,W","  106",",,W",,,,,"   14",",,W",,,,,,,,,,,"  117","H,,S",,,,,,,"   80",",,W","   90",",,W",,,,,,,,,,,"   31",",,W","   40",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-12-31","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","   10",",,W,2400","    0",",,H","    0",",,H","  189",",,W","  117",",,W",,,,,"   23",",,W",,,,,,,,,,,"  132","H,,S",,,,,,,"  200",",,W","  180",",,W",,,,,,,,,,,"   54",",,W","   76",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-01","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    8",",,W,2400","    0",",,H","    0",",,H","  194",",,W","  133",",,W",,,,,"   13",",,W",,,,,,,,,,,"  179","H,,S",,,,,,,"  320",",,W","  210",",,W",,,,,,,,,,,"   54",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-02","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  124",",,W,2400","    0",",,H","    0",",,H","  161",",,W","   89",",,W",,,,,"   13",",,W",,,,,,,,,,,"  131","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,,,,,"   36",",,W","   45",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-03","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","   41",",,W,2400","    0",",,H","    0",",,H","  133",",,W","  100",",,W",,,,,"   14",",,W",,,,,,,,,,,"  111","H,,S",,,,,,,"  330",",,W","  330",",,W",,,,,,,,,,,"   63",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-04","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  371",",,W,2400",,,"    0",",,H","  178",",,W","   83",",,W",,,,,"   40",",,W",,,,,,,,,,,"  130","H,,S",,,,,,,"  260",",,W","  250",",,W",,,,,,,,,,,"   94",",,W","  148",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-05","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  156",",,W","   72",",,W",,,,,"   45",",,W",,,,,,,,,,,"  104","H,,S",,,,,,,"  300",",,W","  310",",,W",,,,,,,,,,,"   76",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-06","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  211",",,W","   33",",,W",,,,,"   12",",,W",,,,,,,,,,,"  117","H,,S",,,,,,,"  300",",,W","  310",",,W",,,,,,,,,,,"   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-07","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  206",",,W","   39",",,W",,,,,"   14",",,W",,,,,,,,,,,"  122","H,,S",,,,,,,"  180",",,W","  200",",,W",,,,,,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-08","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0","T,,W,2400",,,"    0",",,H","  178",",,W","   83",",,W",,,,,"   20",",,W",,,,,,,,,,,"  124","H,,S",,,,,,,"  260",",,W","  260",",,W",,,,,,,,,,,"   67",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-09","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  133",",,W","   39",",,W",,,,,"   48",",,W",,,,,,,,,,,"  104","H,,S",,,,,,,"  280",",,W","  320",",,W",,,,,,,,,,,"   81",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-10","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  106",",,W","   -5",",,W",,,,,"   25",",,W",,,,,,,,,,,"   46","H,,S",,,,,,,"  300",",,W","  290",",,W",,,,,,,,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-11","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  117",",,W","  -32",",,W",,,,,"   20",",,W",,,,,,,,,,,"   32","H,,S",,,,,,,"   90",",,W","  120",",,W",,,,,,,,,,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-12","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","   94",",,W,2400",,,"    0",",,H","   44",",,W","   11",",,W",,,,,"   43",",,W",,,,,,,,,,,"   36","H,,S",,,,,,,"   80",",,W","   80",",,W",,,,,,,,,,,"   76",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-13","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  119",",,W,2400",,,"    0",",,H","   61",",,W","   11",",,W",,,,,"   31",",,W",,,,,,,,,,,"   27","H,,S",,,,,,,"   60",",,W","   70",",,W",,,,,,,,,,,"   72",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-14","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0","T,,W,2400",,,"    0",",,H","   89",",,W","    0",",,W",,,,,"   13",",,W",,,,,,,,,,,"   51","H,,S",,,,,,,"  300",",,W","  280",",,W",,,,,,,,,,,"   54",",,W","   72",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-15","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  117",",,W","    6",",,W",,,,,"   24",",,W",,,,,,,,,,,"   60","H,,S",,,,,,,"  290",",,W","  290",",,W",,,,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-16","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  150",",,W","  -32",",,W",,,,,"   24",",,W",,,,,,,,,,,"   47","H,,S",,,,,,,"  290",",,W","  310",",,W",,,,,,,,,,,"   58",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-17","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","   25",",,W,2400",,,"    0",",,H","  111",",,W","   -5",",,W",,,,,"   10",",,W",,,,,,,,,,,"   51","H,,S",,,,,,,"   50",",,W","  100",",,W",,,,,,,,,,,"   45",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-18","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  128",",,W","   56",",,W",,,,,"    9",",,W",,,,,,,,,,,"   83","H,,S",,,,,,,"   70",",,W","   70",",,W",,,,,,,,,,,"   36",",,W","   40",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-19","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  257",",,W,2400",,,"    0",",,H","  161",",,W","   72",",,W",,,,,"   31",",,W",,,,,,,,,,,"  101","H,,S",,,,,,,"  280",",,W","  150",",,W",,,,,,,,,,,"   58",",,W","   89",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-20","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  128",",,W","  -16",",,W",,,,,"   57",",,W",,,,,,,,,,,"   72","H,,S",,,,,,,"  320",",,W","  310",",,W",,,,,,,,,,,"  107",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-21","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","   67",",,W","  -43",",,W",,,,,"   26",",,W",,,,,,,,,,,"    2","H,,S",,,,,,,"  290",",,W","  300",",,W",,,,,,,,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-22","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","   61",",,W","  -43",",,W",,,,,"   41",",,W",,,,,,,,,,,"    4","H,,S",,,,,,,"   70",",,W","   70",",,W",,,,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-23","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  203",",,W,2400",,,"    0",",,H","  206",",,W","   39",",,W",,,,,"   40",",,W",,,,,,,,,,,"   77","H,,S",,,,,,,"  170",",,W","   50",",,W",,,,,,,,,,,"   76",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-24","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","   94",",,W,2400",,,"    0",",,H","  156",",,W","   11",",,W",,,,,"   47",",,W",,,,,,,,,,,"  103","H,,S",,,,,,,"  270",",,W","  260",",,W",,,,,,,,,,,"   89",",,W","  130",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2019-01-25","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  106",",,W","  -10",",,W",,,,,"   33",",,W",,,,,,,,,,,"   36","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
