"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NO000080700","2018-04-01","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   14",",,E","  -24",",,E"
"NO000080700","2018-04-02","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   15",",,E","  -55",",,E"
"NO000080700","2018-04-03","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"    8",",,E","  -62",",,E"
"NO000080700","2018-04-04","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   16",",,E","  -44",",,E"
"NO000080700","2018-04-05","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   40",",,E","    6",",,E"
"NO000080700","2018-04-06","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   49",",,E","    1",",,E"
"NO000080700","2018-04-07","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   55",",,E","   -3",",,E"
"NO000080700","2018-04-08","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   48",",,E","  -50",",,E"
"NO000080700","2018-04-09","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   31",",,E","  -13",",,E"
"NO000080700","2018-04-10","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   39",",,E","  -32",",,E"
"NO000080700","2018-04-11","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   42",",,E","  -36",",,E"
"NO000080700","2018-04-12","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   89",",,E","  -24",",,E"
"NO000080700","2018-04-13","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  104",",,E","   33",",,E"
"NO000080700","2018-04-14","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   83",",,E","   16",",,E"
"NO000080700","2018-04-15","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  100",",,E","   21",",,E"
"NO000080700","2018-04-16","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  100",",,E","   43",",,E"
"NO000080700","2018-04-17","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   97",",,E","   25",",,E"
"NO000080700","2018-04-18","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  108",",,E","   14",",,E"
"NO000080700","2018-04-19","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  103",",,E","   36",",,E"
"NO000080700","2018-04-20","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   96",",,E","   44",",,E"
"NO000080700","2018-04-21","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   81",",,E","   34",",,E"
"NO000080700","2018-04-22","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   76",",,E","   34",",,E"
"NO000080700","2018-04-23","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  111",",,E","   29",",,E"
"NO000080700","2018-04-24","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   93",",,E","   45",",,E"
"NO000080700","2018-04-25","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   65",",,E","   32",",,E"
"NO000080700","2018-04-26","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   79",",,E","   30",",,E"
"NO000080700","2018-04-27","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   81",",,E","   37",",,E"
"NO000080700","2018-04-28","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   74",",,E","   28",",,E"
"NO000080700","2018-04-29","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   47",",,E","   21",",,E"
"NO000080700","2018-04-30","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   66",",,E","   11",",,E"
"NO000080700","2018-05-01","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"   88",",,E","   -1",",,E"
"NO000080700","2018-05-02","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  123",",,E","   62",",,E"
"NO000080700","2018-05-03","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  135",",,E","   75",",,E"
"NO000080700","2018-05-04","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  127",",,E","   53",",,E"
"NO000080700","2018-05-05","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  132",",,E","   72",",,E"
"NO000080700","2018-05-06","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  130",",,E","   51",",,E"
"NO000080700","2018-05-07","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  101",",,E","   39",",,E"
"NO000080700","2018-05-08","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  158",",,E","   27",",,E"
"NO000080700","2018-05-09","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  200",",,E","  127",",,E"
"NO000080700","2018-05-10","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  224",",,E","  156",",,E"
"NO000080700","2018-05-11","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  195",",,E","   78",",,E"
"NO000080700","2018-05-12","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  183",",,E","   74",",,E"
"NO000080700","2018-05-13","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  144",",,E","   84",",,E"
"NO000080700","2018-05-14","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  201",",,E","   99",",,E"
"NO000080700","2018-05-15","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  176",",,E","   96",",,E"
"NO000080700","2018-05-16","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  182",",,E","   65",",,E"
"NO000080700","2018-05-17","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  113",",,E","   45",",,E"
"NO000080700","2018-05-18","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  117",",,E","   47",",,E"
"NO000080700","2018-05-19","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  108",",,E","   53",",,E"
"NO000080700","2018-05-20","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  177",",,E","   53",",,E"
"NO000080700","2018-05-21","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  117",",,E","   86",",,E"
"NO000080700","2018-05-22","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  102",",,E","   60",",,E"
"NO000080700","2018-05-23","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  112",",,E","   56",",,E"
"NO000080700","2018-05-24","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  173",",,E","   50",",,E"
"NO000080700","2018-05-25","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  175",",,E","   85",",,E"
"NO000080700","2018-05-26","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  118",",,E","   75",",,E"
"NO000080700","2018-05-27","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  144",",,E","   72",",,E"
"NO000080700","2018-05-28","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  245",",,E","  107",",,E"
"NO000080700","2018-05-29","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  208",",,E","   82",",,E"
"NO000080700","2018-05-30","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  146",",,E","   72",",,E"
"NO000080700","2018-05-31","66.8167","13.9831","39.0","GLOMFJORD, NO",,,,,"  237",",,E","   89",",,E"
