"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00003893","2018-06-25","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    3",",,W",,,,,"  244",",,W","  211",",,W","   32",",,W",,,,,,,,,"  100",",,W","  110",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,
"USW00003893","2018-06-26","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","  277",",,W",,,,,"  261",",,W","  206",",,W","   34",",,W",,,,,,,,,"  230",",,W","  230",",,W","   67",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00003893","2018-06-27","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0","T,,W",,,,,"  289",",,W","  200",",,W","   32",",,W",,,,,,,,,"  230",",,W","  210",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,
"USW00003893","2018-06-28","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  300",",,W","  178",",,W","   11",",,W",,,,,,,,,"  140",",,W","  130",",,W","   40",",,W","   54",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00003893","2018-06-29","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  322",",,W","  194",",,W","   18",",,W",,,,,,,,,"  190",",,W","  150",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00003893","2018-06-30","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  328",",,W","  200",",,W","   16",",,W",,,,,,,,,"  190",",,W","  190",",,W","   54",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003893","2018-07-01","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  328",",,W","  222",",,W","   26",",,W",,,,,,,,,"  200",",,W","  200",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,,,
"USW00003893","2018-07-02","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","   18",",,W",,,,,"  317",",,W","  228",",,W","   10",",,W",,,,,,,,,"  230",",,W","  220",",,W","   45",",,W","   72",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00003893","2018-07-03","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","   30",",,W",,,,,"  328",",,W","  222",",,W","   22",",,W",,,,,,,,,"  150",",,W","  140",",,W","  103",",,W","  134",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00003893","2018-07-04","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  344",",,W","  239",",,W","   13",",,W",,,,,,,,,"   90",",,W","   90",",,W","   45",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00003893","2018-07-05","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0","T,,W",,,,,"  339",",,W","  217",",,W","   13",",,W",,,,,,,,,"  360",",,W","  350",",,W","  107",",,W","  157",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00003893","2018-07-06","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  289",",,W","  200",",,W","   37",",,W",,,,,,,,,"   30",",,W","   30",",,W","   89",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00003893","2018-07-07","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  278",",,W","  144",",,W","   34",",,W",,,,,,,,,"   80",",,W","  100",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,
"USW00003893","2018-07-08","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  311",",,W","  139",",,W","   12",",,W",,,,,,,,,"  140",",,W","  150",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,
"USW00003893","2018-07-09","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  328",",,W","  183",",,W","    7",",,W",,,,,,,,,"  290",",,W","  300",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00003893","2018-07-10","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  328",",,W","  211",",,W","   16",",,W",,,,,,,,,"   10",",,W","   10",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,,,
"USW00003893","2018-07-11","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  306",",,W","  189",",,W","   29",",,W",,,,,,,,,"   80",",,W","   40",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,
"USW00003893","2018-07-12","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  300",",,W","  150",",,W","   17",",,W",,,,,,,,,"   20",",,W","  120",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,
"USW00003893","2018-07-13","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    0",",,W",,,,,"  322",",,W","  144",",,W","    9",",,W",,,,,,,,,"  160",",,W","  190",",,W","   36",",,W","   45",",,W",,,,,,,,,,,,,,,,
"USW00003893","2018-07-14","39.13333","-86.61667","257.3","BLOOMINGTON MONROE CO AIRPORT, IN US","    3",",,W",,,,,"  339",",,W","  172",",,W","    9",",,W",,,,,,,,,"  150",",,W","  150",",,W","   45",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,,,
