"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"PKM00041749","2018-06-30","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  333","H,,S"
"PKM00041749","2018-07-01","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  347","H,,S"
"PKM00041749","2018-07-02","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  355","H,,S"
"PKM00041749","2018-07-03","26.219","68.39","28.3","NAWABSHAH, PK","    0",",,S",,,"  275",",,S","  338","H,,S"
"PKM00041749","2018-07-04","26.219","68.39","28.3","NAWABSHAH, PK","    0",",,S","  425",",,S","  270",",,S","  352","H,,S"
"PKM00041749","2018-07-05","26.219","68.39","28.3","NAWABSHAH, PK","    0",",,S","  405",",,S",,,"  340","H,,S"
"PKM00041749","2018-07-06","26.219","68.39","28.3","NAWABSHAH, PK","    0",",,S","  410",",,S","  265",",,S","  347","H,,S"
"PKM00041749","2018-07-07","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  351","H,,S"
"PKM00041749","2018-07-08","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  351","H,,S"
"PKM00041749","2018-07-09","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  339","H,,S"
"PKM00041749","2018-07-10","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  341","H,,S"
"PKM00041749","2018-07-11","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  341","H,,S"
"PKM00041749","2018-07-12","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  344","H,,S"
"PKM00041749","2018-07-13","26.219","68.39","28.3","NAWABSHAH, PK","    0",",,S",,,"  280",",,S","  335","H,,S"
"PKM00041749","2018-07-14","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  341","H,,S"
"PKM00041749","2018-07-15","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  342","H,,S"
"PKM00041749","2018-07-16","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  309","H,,S"
"PKM00041749","2018-07-17","26.219","68.39","28.3","NAWABSHAH, PK","  170",",,S",,,,,"  337","H,,S"
"PKM00041749","2018-07-18","26.219","68.39","28.3","NAWABSHAH, PK","    0",",,S",,,,,"  327","H,,S"
"PKM00041749","2018-07-19","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  328","H,,S"
"PKM00041749","2018-07-20","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  339","H,,S"
"PKM00041749","2018-07-21","26.219","68.39","28.3","NAWABSHAH, PK",,,"  405",",,S",,,"  331","H,,S"
"PKM00041749","2018-07-22","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  342","H,,S"
"PKM00041749","2018-07-23","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  337","H,,S"
"PKM00041749","2018-07-24","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  339","H,,S"
"PKM00041749","2018-07-25","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  339","H,,S"
"PKM00041749","2018-07-26","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  336","H,,S"
"PKM00041749","2018-07-27","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  337","H,,S"
"PKM00041749","2018-07-28","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  339","H,,S"
"PKM00041749","2018-07-29","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  336","H,,S"
"PKM00041749","2018-07-30","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  335","H,,S"
"PKM00041749","2018-07-31","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  335","H,,S"
"PKM00041749","2018-08-01","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  339","H,,S"
"PKM00041749","2018-08-02","26.219","68.39","28.3","NAWABSHAH, PK",,,,,,,"  337","H,,S"
