"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES"
"USW00094173","2018-05-30","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   33",",,W",,,,,"  144",",,W","  -10",",,W","    5",",,W",,,,,,,,,"  310",",,W","  310",",,W","   67",",,W","  107",",,W",,,,
"USW00094173","2018-05-31","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   25",",,W",,,,,"  150",",,W","   22",",,W","    8",",,W",,,,,,,,,"  280",",,W","  280",",,W","   63",",,W","   98",",,W",,,,
"USW00094173","2018-06-01","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   43",",,W",,,,,"   56",",,W","  -16",",,W","   15",",,W",,,,,,,,,"  260",",,W","  260",",,W","   63",",,W","  103",",,W",,,,
"USW00094173","2018-06-02","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  144",",,W","  -32",",,W","   10",",,W",,,,,,,,,"  290",",,W","  250",",,W","   36",",,W","   63",",,W",,,,
"USW00094173","2018-06-03","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W","    0",",,W",,,"  206",",,W","  -21",",,W","   10",",,W",,,,,,,,,"  280",",,W","  280",",,W","   45",",,W","   63",",,W",,,,
"USW00094173","2018-06-04","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W","    0",",,W",,,"  211",",,W","    6",",,W","   17",",,W",,,,,,,,,"  260",",,W","  290",",,W","   72",",,W","  134",",,W",,,,
"USW00094173","2018-06-05","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W","    0",",,W",,,"  206",",,W","   33",",,W","   16",",,W",,,,,,,,,"  230",",,W","  250",",,W","   58",",,W","  103",",,W",,,,
"USW00094173","2018-06-06","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W","    0",",,W",,,"  228",",,W","  -10",",,W","    9",",,W",,,,,,,,,"  250",",,W","  210",",,W","   45",",,W","   85",",,W",,,,
"USW00094173","2018-06-07","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W","    0",",,W",,,"  222",",,W","   22",",,W","   19",",,W",,,,,,,,,"  270",",,W","  310",",,W","   76",",,W","  130",",,W",,,,
"USW00094173","2018-06-08","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  206",",,W","   17",",,W","   12",",,W",,,,,,,,,"  270",",,W","  200",",,W","   58",",,W","   98",",,W",,,,
"USW00094173","2018-06-09","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  239",",,W","   17",",,W","   16",",,W",,,,,,,,,"  270",",,W","  260",",,W","   58",",,W","   94",",,W",,,,
"USW00094173","2018-06-10","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  117",",,W","  -27",",,W","   28",",,W",,,,,,,,,"  270",",,W","  270",",,W","   72",",,W","  130",",,W",,,,
"USW00094173","2018-06-11","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"   94",",,W","  -27",",,W","   30",",,W",,,,,,,,,"  240",",,W","  230",",,W","   81",",,W","  152",",,W",,,,
"USW00094173","2018-06-12","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  156",",,W","  -43",",,W","   17",",,W",,,,,,,,,"  280",",,W","  200",",,W","   67",",,W","  107",",,W",,,,
"USW00094173","2018-06-13","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  222",",,W","  -27",",,W","   21",",,W",,,,,,,,,"  260",",,W","  240",",,W","   76",",,W","  130",",,W",,,,
"USW00094173","2018-06-14","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  194",",,W","   11",",,W","   22",",,W",,,,,,,,,"  260",",,W","  280",",,W","   81",",,W","  148",",,W",,,,
"USW00094173","2018-06-15","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","  198",",,W",,,,,"   89",",,W","  -27",",,W","    6",",,W",,,,,,,,,"  270",",,W","  270",",,W","   54",",,W","   85",",,W",,,,
"USW00094173","2018-06-16","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","  168",",,W",,,,,"  133",",,W","   28",",,W","   10",",,W",,,,,,,,,"  270",",,W","  280",",,W","   63",",,W","   98",",,W",,,,
"USW00094173","2018-06-17","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","  201",",,W",,,,,"  128",",,W","   22",",,W","   10",",,W",,,,,,,,,"  100",",,W","   90",",,W","   36",",,W","   67",",,W",,,,
"USW00094173","2018-06-18","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","  145",",,W",,,,,"   72",",,W","    6",",,W","    3",",,W",,,,,,,,,"  250",",,W","  290",",,W","   36",",,W","   76",",,W",,,,
"USW00094173","2018-06-19","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   38",",,W",,,,,"  133",",,W","   -5",",,W","    6",",,W",,,,,,,,,"  280",",,W","  300",",,W","   63",",,W","   89",",,W",,,,
"USW00094173","2018-06-20","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   10",",,W",,,,,"  122",",,W","    6",",,W","    5",",,W",,,,,,,,,"  110",",,W","  130",",,W","   27",",,W","   40",",,W",,,,
"USW00094173","2018-06-21","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W","    0",",,W",,,"  200",",,W","    6",",,W","   14",",,W",,,,,,,,,"  280",",,W","  310",",,W","  103",",,W","  165",",,W",,,,
"USW00094173","2018-06-22","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    8",",,W",,,,,"  161",",,W","   39",",,W","    9",",,W",,,,,,,,,"  280",",,W","  270",",,W","   72",",,W","  112",",,W",,,,
"USW00094173","2018-06-23","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","  122",",,W",,,,,"  144",",,W","   39",",,W","   10",",,W",,,,,,,,,"  280",",,W","  270",",,W","   54",",,W","   89",",,W",,,,
"USW00094173","2018-06-24","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  161",",,W","    0",",,W","    9",",,W",,,,,,,,,"  270",",,W","  290",",,W","   36",",,W","   58",",,W",,,,
"USW00094173","2018-06-25","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  206",",,W","   17",",,W","   13",",,W",,,,,,,,,"  210",",,W","  200",",,W","   45",",,W","   81",",,W",,,,
"USW00094173","2018-06-26","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  194",",,W","   39",",,W","   17",",,W",,,,,,,,,"  230",",,W","  270",",,W","   67",",,W","  134",",,W",,,,
"USW00094173","2018-06-27","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  217",",,W","   11",",,W","   16",",,W",,,,,,,,,"  220",",,W","  200",",,W","   54",",,W","   98",",,W",,,,
"USW00094173","2018-06-28","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  239",",,W","   44",",,W","   16",",,W",,,,,,,,,"  280",",,W","  300",",,W","   67",",,W","  116",",,W",,,,
"USW00094173","2018-06-29","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   46",",,W",,,,,"  128",",,W","   22",",,W","   17",",,W",,,,,,,,,"  270",",,W","  260",",,W","   81",",,W","  134",",,W",,,,
"USW00094173","2018-06-30","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   43",",,W",,,,,"  139",",,W","   22",",,W","   11",",,W",,,,,,,,,"  270",",,W","  290",",,W","   58",",,W","   94",",,W",,,,
"USW00094173","2018-07-01","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  167",",,W","   22",",,W","   24",",,W",,,,,,,,,"  270",",,W","  270",",,W","   76",",,W","  116",",,W",,,,
"USW00094173","2018-07-02","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  183",",,W","   44",",,W","   25",",,W",,,,,,,,,"  260",",,W","  270",",,W","   72",",,W","  134",",,W",,,,
"USW00094173","2018-07-03","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  189",",,W","   11",",,W","   20",",,W",,,,,,,,,"  270",",,W","  240",",,W","   72",",,W","  134",",,W",,,,
"USW00094173","2018-07-04","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  228",",,W","  -21",",,W","   13",",,W",,,,,,,,,"  280",",,W","  280",",,W","   58",",,W","   98",",,W",,,,
"USW00094173","2018-07-05","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  261",",,W","   39",",,W","    7",",,W",,,,,,,,,"  270",",,W","  270",",,W","   45",",,W","   76",",,W",,,,
"USW00094173","2018-07-06","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  272",",,W","   50",",,W","   14",",,W",,,,,,,,,"  260",",,W","  290",",,W","   63",",,W","  112",",,W",,,,
"USW00094173","2018-07-07","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  256",",,W","   44",",,W","   13",",,W",,,,,,,,,"  250",",,W","  240",",,W","   54",",,W","  103",",,W",,,,
"USW00094173","2018-07-08","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  267",",,W","   56",",,W","   10",",,W",,,,,,,,,"  270",",,W","  270",",,W","   58",",,W","  112",",,W",,,,
"USW00094173","2018-07-09","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  283",",,W","   78",",,W","    7",",,W",,,,,,,,,"  140",",,W","  190",",,W","   40",",,W","   63",",,W",,,,
"USW00094173","2018-07-10","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  256",",,W","   78",",,W","   11",",,W",,,,,,,,,"  270",",,W","  300",",,W","   58",",,W","   98",",,W",,,,
"USW00094173","2018-07-11","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  244",",,W","   50",",,W","   16",",,W",,,,,,,,,"  270",",,W","  250",",,W","   58",",,W","  116",",,W",,,,
"USW00094173","2018-07-12","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  244",",,W","   33",",,W","    9",",,W",,,,,,,,,"  220",",,W","  210",",,W","   45",",,W","   72",",,W",,,,
"USW00094173","2018-07-13","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  256",",,W","   39",",,W","   10",",,W",,,,,,,,,"  270",",,W","  260",",,W","   40",",,W","   76",",,W",,,,
"USW00094173","2018-07-14","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  250",",,W","   39",",,W","    6",",,W",,,,,,,,,"  320",",,W","  220",",,W","   31",",,W","   58",",,W",,,,
"USW00094173","2018-07-15","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  267",",,W","   44",",,W","   13",",,W",,,,,,,,,"  260",",,W","  260",",,W","   54",",,W","   81",",,W",,,,
"USW00094173","2018-07-16","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  239",",,W","   83",",,W","   10",",,W",,,,,,,,,"  270",",,W","  260",",,W","   89",",,W","  139",",,W",,,,
"USW00094173","2018-07-17","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","  104",",,W",,,,,"  233",",,W","   56",",,W","   15",",,W",,,,,,,,,"  300",",,W","  280",",,W","   98",",,W","  152",",,W",,,,
"USW00094173","2018-07-18","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   94",",,W",,,,,"  239",",,W","   28",",,W","   14",",,W",,,,,,,,,"  320",",,W","  320",",,W","   81",",,W","  143",",,W",,,,
"USW00094173","2018-07-19","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  239",",,W","   39",",,W","   11",",,W",,,,,,,,,"  200",",,W","  200",",,W","   45",",,W","   94",",,W",,,,
"USW00094173","2018-07-20","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  261",",,W","   17",",,W","   13",",,W",,,,,,,,,"  270",",,W","  210",",,W","   58",",,W","   85",",,W",,,,
"USW00094173","2018-07-21","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  228",",,W","   44",",,W","   10",",,W",,,,,,,,,"  260",",,W","  290",",,W","   36",",,W","   72",",,W",,,,
"USW00094173","2018-07-22","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  244",",,W","   56",",,W","   14",",,W",,,,,,,,,"  280",",,W","  310",",,W","   58",",,W","   98",",,W",,,,
"USW00094173","2018-07-23","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  244",",,W","   50",",,W","   11",",,W",,,,,,,,,"  270",",,W","  280",",,W","   63",",,W","   94",",,W",,,,
"USW00094173","2018-07-24","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   15",",,W",,,,,"  250",",,W","   39",",,W","    7",",,W",,,,,,,,,"  330",",,W","  280",",,W","   63",",,W","  121",",,W",,,,
"USW00094173","2018-07-25","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    5",",,W",,,,,"  239",",,W","   56",",,W","   14",",,W",,,,,,,,,"  280",",,W","  270",",,W","   67",",,W","   98",",,W",,,,
"USW00094173","2018-07-26","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  250",",,W","   44",",,W","   10",",,W",,,,,,,,,"  320",",,W","  330",",,W","   58",",,W","   98",",,W",,,,
"USW00094173","2018-07-27","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  239",",,W","   50",",,W","   15",",,W",,,,,,,,,"  280",",,W","  290",",,W","   72",",,W","  116",",,W",,,,
"USW00094173","2018-07-28","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    5",",,W",,,,,"  239",",,W","   39",",,W","   14",",,W",,,,,,,,,"  290",",,W","  240",",,W","   76",",,W","  116",",,W",,,,
"USW00094173","2018-07-29","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  211",",,W","   33",",,W","   13",",,W",,,,,,,,,"  340",",,W","  330",",,W","   45",",,W","   98",",,W",,,,
"USW00094173","2018-07-30","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  217",",,W","    6",",,W","   11",",,W",,,,,,,,,"  100",",,W","  100",",,W","   31",",,W","   45",",,W",,,,
"USW00094173","2018-07-31","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W","    0",",,W","    0",",,W","  244",",,W","   28",",,W","    9",",,W",,,,,,,,,"  110",",,W","  320",",,W","   36",",,W","   54",",,W",,,,
"USW00094173","2018-08-01","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  239",",,W","  100",",,W","    9",",,W",,,,,,,,,"  280",",,W","  280",",,W","   40",",,W","  107",",,W",,,,
"USW00094173","2018-08-02","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    5",",,W",,,,,"  250",",,W","   56",",,W","   10",",,W",,,,,,,,,"  280",",,W","  280",",,W","  125",",,W","  201",",,W",,,,
"USW00094173","2018-08-03","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  222",",,W","   56",",,W","   24",",,W",,,,,,,,,"  280",",,W","  280",",,W","   76",",,W","  134",",,W",,,,
"USW00094173","2018-08-04","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  206",",,W","   11",",,W","   17",",,W",,,,,,,,,"  280",",,W","  270",",,W","   76",",,W","  125",",,W",,,,
"USW00094173","2018-08-05","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   18",",,W",,,,,"  161",",,W","   28",",,W","    9",",,W",,,,,,,,,"  280",",,W","  290",",,W","   98",",,W","  152",",,W",,,,
"USW00094173","2018-08-06","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  211",",,W","  -10",",,W","   11",",,W",,,,,,,,,"  290",",,W","  100",",,W","   40",",,W","   58",",,W",,,,
"USW00094173","2018-08-07","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  239",",,W","   17",",,W","   12",",,W",,,,,,,,,"  280",",,W","  270",",,W","   58",",,W","   76",",,W",,,,
"USW00094173","2018-08-08","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  256",",,W","   11",",,W","    9",",,W",,,,,,,,,"  280",",,W","  270",",,W","   45",",,W","   67",",,W",,,,
"USW00094173","2018-08-09","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  267",",,W","   28",",,W","    9",",,W",,,,,,,,,"  300",",,W","   20",",,W","   31",",,W","   54",",,W",,,,
"USW00094173","2018-08-10","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  283",",,W","   39",",,W","   10",",,W",,,,,,,,,"  110",",,W","  120",",,W","   31",",,W","   45",",,W",,,,
"USW00094173","2018-08-11","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  283",",,W","   56",",,W","    8",",,W",,,,,,,,,"   90",",,W","  110",",,W","   31",",,W","   49",",,W",,,,
"USW00094173","2018-08-12","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  278",",,W","   50",",,W","    8",",,W",,,,,,,,,"  280",",,W","  210",",,W","   63",",,W","   94",",,W",,,,
"USW00094173","2018-08-13","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  250",",,W","   44",",,W","   14",",,W",,,,,,,,,"  310",",,W","  320",",,W","   63",",,W","  103",",,W",,,,
"USW00094173","2018-08-14","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  228",",,W","   33",",,W","   16",",,W",,,,,,,,,"  270",",,W","  280",",,W","   72",",,W","  116",",,W",,,,
"USW00094173","2018-08-15","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  256",",,W","    6",",,W","   14",",,W",,,,,,,,,"  280",",,W","  270",",,W","   45",",,W","   81",",,W",,,,
"USW00094173","2018-08-16","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  228",",,W","   11",",,W","    6",",,W",,,,,,,,,"  280",",,W","  270",",,W","   58",",,W","   85",",,W",,,,
"USW00094173","2018-08-17","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  239",",,W","   67",",,W","   11",",,W",,,,,,,,,"  280",",,W","  120",",,W","   31",",,W","   54",",,W",,,,
"USW00094173","2018-08-18","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    5",",,W",,,,,"  189",",,W","   39",",,W","   11",",,W",,,,,,,,,"  290",",,W","  310",",,W","   63",",,W","   98",",,W",,,,
"USW00094173","2018-08-19","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  194",",,W","   11",",,W","    7",",,W",,,,,,,,,"  110",",,W","  100",",,W","   36",",,W","   54",",,W",,,,
"USW00094173","2018-08-20","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  161",",,W","   28",",,W","   10",",,W",,,,,,,,,"  320",",,W","  200",",,W","   45",",,W","  112",",,W",,,,
"USW00094173","2018-08-21","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  206",",,W","   11",",,W","   11",",,W",,,,,,,,,"  270",",,W","  240",",,W","   54",",,W","   89",",,W",,,,
"USW00094173","2018-08-22","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   25",",,W",,,,,"  167",",,W","    6",",,W","   12",",,W",,,,,,,,,"  280",",,W","  280",",,W","  112",",,W","  179",",,W",,,,
"USW00094173","2018-08-23","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   23",",,W",,,,,"  189",",,W","   33",",,W","   17",",,W",,,,,,,,,"  270",",,W","  250",",,W","   67",",,W","  107",",,W",,,,
"USW00094173","2018-08-24","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  211",",,W","    6",",,W","   17",",,W",,,,,,,,,"  260",",,W","  270",",,W","   67",",,W","  121",",,W",,,,
"USW00094173","2018-08-25","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  194",",,W","  -10",",,W","   17",",,W",,,,,,,,,"  260",",,W","  290",",,W","   67",",,W","  112",",,W",,,,
"USW00094173","2018-08-26","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","   28",",,W",,,,,"  161",",,W","   22",",,W","   26",",,W",,,,,,,,,"  280",",,W","  270",",,W","   89",",,W","  170",",,W",,,,
"USW00094173","2018-08-27","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","  262",",,W",,,,,"   72",",,W","   17",",,W","    7",",,W",,,,,,,,,"  290",",,W","  300",",,W","   58",",,W","   89",",,W",,,,
"USW00094173","2018-08-28","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  122",",,W","  -10",",,W","   11",",,W",,,,,,,,,"  280",",,W","  280",",,W","   54",",,W","   76",",,W",,,,
"USW00094173","2018-08-29","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  178",",,W","  -21",",,W","   17",",,W",,,,,,,,,"  280",",,W","  290",",,W","   67",",,W","  103",",,W",,,,
"USW00094173","2018-08-30","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  211",",,W","  -16",",,W","   16",",,W",,,,,,,,,"  280",",,W","  290",",,W","   67",",,W","  112",",,W",,,,
"USW00094173","2018-08-31","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  167",",,W","    6",",,W","   13",",,W",,,,,,,,,"  290",",,W","  300",",,W","   45",",,W","   89",",,W",,,,
"USW00094173","2018-09-01","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  178",",,W","  -16",",,W","   11",",,W",,,,,,,,,"  270",",,W","  280",",,W","   54",",,W","   94",",,W",,,,
"USW00094173","2018-09-02","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W",,,,,"  194",",,W","  -16",",,W","   13",",,W",,,,,,,,,"  280",",,W","  270",",,W","   58",",,W","   94",",,W",,,,
"USW00094173","2018-09-03","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W","    0",",,W",,,"  206",",,W","  -21",",,W","   12",",,W",,,,,,,,,"  280",",,W","  170",",,W","   45",",,W","   81",",,W",,,,
"USW00094173","2018-09-04","44.54444","-110.42111","2388.1","YELLOWSTONE LAKE, WY US","    0",",,W","    0",",,W",,,"  217",",,W","  -10",",,W","   10",",,W",,,,,,,,,"  280",",,W","  210",",,W","   40",",,W","   72",",,W",,,,
