"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00061390","2018-06-03","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","  445",",,a","  197",",,a","  128",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-04","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","   22",",,a",,,"  110",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-05","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS",,,,,,,,,,,"    2",",,a",,,,,,,"  168",",,a"
"ASN00061390","2018-06-06","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS",,,"  160",",,a",,,"    2",",,a","    2",",,a",,,,,"   78",",,a","  116",",,a",,
"ASN00061390","2018-06-07","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","   70",",,a",,,"  113",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-08","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS",,,,,,,,,,,"    2",",,a",,,,,,,"  162",",,a"
"ASN00061390","2018-06-09","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS",,,"  158",",,a",,,"    2",",,a","    2",",,a",,,,,"   20",",,a","  102",",,a",,
"ASN00061390","2018-06-10","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","   35",",,a","  152",",,a","  112",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-11","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","   42",",,a","  178",",,a","  114",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-12","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","   15",",,a","  172",",,a","   68",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-13","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    2",",,a","  182",",,a","   73",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-14","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  190",",,a","   70",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-15","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  202",",,a","   54",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-16","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  180",",,a","   98",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-17","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  154",",,a","   78",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-18","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","   28",",,a","  125",",,a","   85",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-19","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","  165",",,a","  132",",,a","   85",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-20","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","  622",",,a","  182",",,a","   97",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-21","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","   48",",,a","  162",",,a","  114",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-22","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","   14",",,a","  152",",,a","   70",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-23","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a",,,"   55",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-24","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a",,,,,,,,,"    2",",,a",,,,,,,"  192",",,a"
"ASN00061390","2018-06-25","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  180",",,a",,,,,"    2",",,a",,,,,,,"   44",",,a",,
"ASN00061390","2018-06-26","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  182",",,a","   40",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-27","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    2",",,a","  182",",,a","   74",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-28","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","   40",",,a","  207",",,a","   93",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-29","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","   40",",,a","  152",",,a","   62",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-06-30","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    2",",,a","  177",",,a","   45",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-01","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    4",",,a",,,"   70",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-02","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS",,,,,,,,,,,"    2",",,a",,,,,,,"  178",",,a"
"ASN00061390","2018-07-03","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS",,,"  172",",,a",,,"    2",",,a","    2",",,a",,,,,"   44",",,a","  108",",,a",,
"ASN00061390","2018-07-04","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    2",",L,a","  205",",,a","   70",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-05","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS",,,"  228",",,a","  102",",,a","    2",",L,a",,,,,,,"    2",",L,a",,,,
"ASN00061390","2018-07-06","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","   20",",,a","  252",",,a","  117",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-07","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  178",",,a","   73",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-08","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  166",",,a","   75",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-09","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  177",",,a","   70",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-10","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    2",",,a","  170",",,a","   65",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-11","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    2",",,a","  176",",,a","   34",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-12","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  200",",,a","   45",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-13","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  172",",,a","   36",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-14","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  175",",,a","   35",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-15","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  175",",,a","   18",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-16","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  173",",,a","   22",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-17","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  205",",,a","   58",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-18","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  212",",,a","   88",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-19","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a",,,"   52",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-20","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a",,,,,,,,,"    2",",,a",,,,,,,"  217",",,a"
"ASN00061390","2018-07-21","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  168",",,a",,,,,"    2",",,a",,,,,,,"   48",",,a",,
"ASN00061390","2018-07-22","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  172",",,a","   10",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-23","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  190",",,a","   20",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-24","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  235",",,a",,,,,,,,,,,,,,,,
"ASN00061390","2018-07-25","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  222",",,a","   80",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-26","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  214",",,a","   80",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-27","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  212",",,a","   49",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-28","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  218",",,a","   60",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-29","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  207",",,a","  102",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-30","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  192",",,a","   30",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-07-31","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  200",",,a","   86",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-08-01","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  220",",,a","   68",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-08-02","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  193",",,a","   90",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-08-03","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  218",",,a","   64",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-08-04","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  202",",,a","  102",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-08-05","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",L,a","  207",",,a","   50",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-08-06","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    4",",L,a","  164",",,a","   70",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-08-07","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS",,,"  180",",,a","   72",",,a","    3",",L,a",,,,,,,"   26",",L,a",,,,
"ASN00061390","2018-08-08","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  200",",,a","   60",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-08-09","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  192",",,a","   78",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-08-10","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  222",",,a","   42",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-08-11","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  252",",,a","   60",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-08-12","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  194",",,a","   89",",,a",,,,,,,,,,,,,,
"ASN00061390","2018-08-13","-32.8905","151.707","21.0","NEWCASTLE UNIVERSITY, AS","    0",",,a","  202",",,a","   50",",,a",,,,,,,,,,,,,,
