"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00093013","2018-10-10","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   15",",,W,2400",,,"  144",",,W","   44",",,W","   33",",,W",,,,,,,,,,,"  160",",,W","  170",",,W","  112",",,W","  161",",,W","    1",",,W",,,,,,
"USW00093013","2018-10-11","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   33",",,W,2400",,,"   94",",,W","   39",",,W","   17",",,W",,,,,,,,,,,"  280",",,W","  280",",,W","   45",",,W","   54",",,W","    1",",,W",,,,,,
"USW00093013","2018-10-12","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  133",",,W","   17",",,W","   25",",,W",,,,,,,,,,,"  340",",,W","  340",",,W","   54",",,W","   67",",,W",,,,,,,,
"USW00093013","2018-10-13","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  161",",,W","    0",",,W","   24",",,W",,,,,,,,,,,"  340",",,W","  350",",,W","   63",",,W","   81",",,W",,,,,,,,
"USW00093013","2018-10-14","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"   72",",,W","  -16",",,W","   43",",,W",,,,,,,,,,,"  310",",,W","  270",",,W","  112",",,W","  130",",,W",,,,,,,,
"USW00093013","2018-10-15","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   72",",,W","  -55",",,W","   22",",,W",,,,,,,,,,,"  340",",,W","  360",",,W","   58",",,W","   85",",,W",,,,,,,,
"USW00093013","2018-10-16","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  117",",,W","  -43",",,W","   25",",,W",,,,,,,,,,,"  150",",,W","  350",",,W","   54",",,W","   58",",,W",,,,,,,,
"USW00093013","2018-10-17","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  139",",,W","   11",",,W","   36",",,W",,,,,,,,,,,"  310",",,W","  310",",,W","   76",",,W","   98",",,W",,,,,,,,
"USW00093013","2018-10-18","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   28",",,W,2400",,,"  144",",,W","   39",",,W","   26",",,W",,,,,,,,,,,"  320",",,W","  310",",,W","   98",",,W","  112",",,W","    1",",,W",,,,,,
"USW00093013","2018-10-19","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  139",",,W","   33",",,W","   19",",,W",,,,,,,,,,,"  140",",,W","  150",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00093013","2018-10-20","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  189",",,W","    6",",,W","   31",",,W",,,,,,,,,,,"  140",",,W","  140",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00093013","2018-10-21","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  206",",,W","   17",",,W","   29",",,W",,,,,,,,,,,"  310",",,W","  320",",,W","   67",",,W","   81",",,W",,,,,,,,
"USW00093013","2018-10-22","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   41",",,W,2400",,,"  189",",,W","   28",",,W","   34",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","  139",",,W","  165",",,W","    1",",,W",,,,,"    1",",,W"
"USW00093013","2018-10-23","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   30",",,W,2400",,,"  133",",,W","   67",",,W","   19",",,W",,,,,,,,,,,"   80",",,W","   70",",,W","   76",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,
"USW00093013","2018-10-24","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   18",",,W,2400",,,"  161",",,W","   56",",,W","   18",",,W",,,,,,,,,,,"  180",",,W","  190",",,W","   54",",,W","   58",",,W","    1",",,W",,,,,,
"USW00093013","2018-10-25","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  150",",,W","   28",",,W","   29",",,W",,,,,,,,,,,"  300",",,W","  310",",,W","   76",",,W","   94",",,W",,,,,,,,
"USW00093013","2018-10-26","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  156",",,W","   11",",,W","   25",",,W",,,,,,,,,,,"  140",",,W","  150",",,W","   58",",,W","   63",",,W",,,,,,,,
"USW00093013","2018-10-27","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  189",",,W","    6",",,W","   26",",,W",,,,,,,,,,,"  140",",,W","  140",",,W","   67",",,W","   76",",,W",,,,,,,,
"USW00093013","2018-10-28","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  217",",,W","   17",",,W","   26",",,W",,,,,,,,,,,"  150",",,W","  340",",,W","   45",",,W","   54",",,W",,,,,,,,
"USW00093013","2018-10-29","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  222",",,W","   28",",,W","   37",",,W",,,,,,,,,,,"  250",",,W","  230",",,W","   98",",,W","  139",",,W",,,,,,,"    1",",,W"
"USW00093013","2018-10-30","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   53",",,W,2400",,,"  100",",,W","   33",",,W","   22",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   76",",,W","   85",",,W","    1",",,W",,,,,,
"USW00093013","2018-10-31","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   89",",,W","    6",",,W","   16",",,W",,,,,,,,,,,"  150",",,W","  190",",,W","   45",",,W","   63",",,W",,,,,,,,
"USW00093013","2018-11-01","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  100",",,W","    6",",,W","   16",",,W",,,,,,,,,,,"  110",",,W","  120",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00093013","2018-11-02","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  144",",,W","  -10",",,W","   25",",,W",,,,,,,,,,,"  360",",,W","  360",",,W","  112",",,W","  170",",,W",,,,,,,,
"USW00093013","2018-11-03","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   28",",,W,2400",,,"  106",",,W","    6",",,W","   34",",,W",,,,,,,,,,,"  310",",,W","  320",",,W","  139",",,W","  192",",,W","    1",",,W",,,,,,
"USW00093013","2018-11-04","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"   72",",,W","  -27",",,W","   20",",,W",,,,,,,,,,,"  140",",,W","  150",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00093013","2018-11-05","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  106",",,W","  -16",",,W","   28",",,W",,,,,,,,,,,"  130",",,W","  320",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00093013","2018-11-06","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  106",",,W","  -49",",,W","   28",",,W",,,,,,,,,,,"  320",",,W","  320",",,W","   63",",,W","   85",",,W",,,,,,,"    1",",,W"
"USW00093013","2018-11-07","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   78",",,W","  -55",",,W","   26",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   63",",,W","   67",",,W",,,,,,,,
"USW00093013","2018-11-08","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   56",",,W","  -71",",,W","   33",",,W",,,,,,,,,,,"  300",",,W","  300",",,W","   63",",,W","   85",",,W",,,,,,,,
"USW00093013","2018-11-09","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   61",",,W","  -82",",,W","   29",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00093013","2018-11-10","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  106",",,W","  -88",",,W","   25",",,W",,,,,,,,,,,"  170",",,W","  140",",,W","   54",",,W","   63",",,W",,,,,,,,
"USW00093013","2018-11-11","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   44",",,W","  -71",",,W","   57",",,W",,,,,,,,,,,"  300",",,W","  310",",,W","  134",",,W","  165",",,W",,,,,,,,
"USW00093013","2018-11-12","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   17",",,W","  -82",",,W","   26",",,W",,,,,,,,,,,"  330",",,W","  330",",,W","   58",",,W","   94",",,W",,,,,,,,
"USW00093013","2018-11-13","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   44",",,W"," -105",",,W","   23",",,W",,,,,,,,,,,"  140",",,W","  140",",,W","   54",",,W","   63",",,W",,,,,,,,
"USW00093013","2018-11-14","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   83",",,W","  -82",",,W","   24",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   58",",,W","   63",",,W",,,,,,,,
"USW00093013","2018-11-15","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  111",",,W","  -71",",,W","   29",",,W",,,,,,,,,,,"  150",",,W","  160",",,W","   54",",,W","   58",",,W",,,,,,,,
"USW00093013","2018-11-16","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  117",",,W","  -55",",,W","   26",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   54",",,W","   58",",,W",,,,,,,,
"USW00093013","2018-11-17","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  122",",,W","  -71",",,W","   26",",,W",,,,,,,,,,,"  330",",,W","  330",",,W","   63",",,W","   81",",,W",,,,,,,,
"USW00093013","2018-11-18","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"   67",",,W","  -49",",,W","   22",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00093013","2018-11-19","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   83",",,W","  -82",",,W","   27",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   54",",,W","   54",",,W",,,,,,,,
"USW00093013","2018-11-20","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   89",",,W","  -88",",,W","   28",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   58",",,W","   63",",,W",,,,,,,,
"USW00093013","2018-11-21","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   94",",,W","  -88",",,W","   27",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00093013","2018-11-22","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"   83",",,W","  -66",",,W","   28",",,W",,,,,,,,,,,"  300",",,W","  300",",,W","   76",",,W","   98",",,W",,,,,,,,
"USW00093013","2018-11-23","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  100",",,W","  -66",",,W","   18",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00093013","2018-11-24","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    8",",,W,2400",,,"  133",",,W","  -60",",,W","   51",",,W",,,,,,,,,,,"  320",",,W","  320",",,W","  161",",,W","  228",",,W","    1",",,W",,,,,"    1",",,W"
"USW00093013","2018-11-25","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   33",",,W","  -93",",,W","   31",",,W",,,,,,,,,,,"  140",",,W","  150",",,W","   67",",,W","   76",",,W",,,,,,,,
"USW00093013","2018-11-26","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   50",",,W"," -105",",,W","   26",",,W",,,,,,,,,,,"  150",",,W","  130",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00093013","2018-11-27","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   61",",,W","  -93",",,W","   27",",,W",,,,,,,,,,,"  170",",,W","  160",",,W","   54",",,W","   63",",,W",,,,,,,,
"USW00093013","2018-11-28","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   50",",,W","  -43",",,W","   20",",,W",,,,,,,,,,,"  110",",,W","  350",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00093013","2018-11-29","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"   89",",,W","    0",",,W","   22",",,W",,,,,,,,,,,"  120",",,W","  130",",,W","  116",",,W","  170",",,W",,,,,,,"    1",",,W"
"USW00093013","2018-11-30","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    8",",,W,2400",,,"   56",",,W","  -16",",,W","   24",",,W",,,,,,,,,,,"   90",",,W","   80",",,W","   98",",,W","  121",",,W","    1",",,W",,,,,,
"USW00093013","2018-12-01","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   36",",,W,2400",,,"   11",",,W","  -71",",,W","   27",",,W",,,,,,,,,,,"  340",",,W","  340",",,W","   76",",,W","  103",",,W","    1",",,W",,,,,,
"USW00093013","2018-12-02","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    3",",,W,2400",,,"  -16",",,W","  -88",",,W","   22",",,W",,,,,,,,,,,"   80",",,W","   80",",,W","  103",",,W","  134",",,W","    1",",,W",,,,,,
"USW00093013","2018-12-03","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"   -5",",,W","  -66",",,W","   14",",,W",,,,,,,,,,,"  310",",,W","  320",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,"    1",",,W"
"USW00093013","2018-12-04","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  -16",",,W"," -105",",,W","   21",",,W",,,,,,,,,,,"  150",",,W","  160",",,W","   54",",,W","   63",",,W","    1",",,W",,,,,,
"USW00093013","2018-12-05","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  -10",",,W","  -82",",,W","   10",",,W",,,,,,,,,,,"  170",",,W","  110",",,W","   36",",,W","   45",",,W",,,,,,,,
"USW00093013","2018-12-06","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"    6",",,W","  -38",",,W","   13",",,W",,,,,,,,,,,"  190",",,W","  350",",,W","   45",",,W","   54",",,W",,,,,,,"    1",",,W"
"USW00093013","2018-12-07","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   56",",,W","  -32",",,W","   13",",,W",,,,,,,,,,,"  150",",,W","   20",",,W","   40",",,W","   54",",,W","    1",",,W",,,,,"    1",",,W"
"USW00093013","2018-12-08","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   56",",,W","  -55",",,W","   13",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","   54",",,W","   58",",,W",,,,,,,,
"USW00093013","2018-12-09","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   50",",,W","  -49",",,W","   22",",,W",,,,,,,,,,,"  140",",,W","  140",",,W","   67",",,W","   76",",,W",,,,,,,,
"USW00093013","2018-12-10","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   39",",,W","  -88",",,W","   23",",,W",,,,,,,,,,,"  140",",,W","  140",",,W","   67",",,W","   76",",,W",,,,,,,,
"USW00093013","2018-12-11","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   72",",,W","  -60",",,W","   16",",,W",,,,,,,,,,,"  340",",,W","  340",",,W","   45",",,W","   58",",,W",,,,,,,,
"USW00093013","2018-12-12","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"   44",",,W","  -77",",,W","   42",",,W",,,,,,,,,,,"  330",",,W","  320",",,W","  143",",,W","  201",",,W","    1",",,W",,,,,,
"USW00093013","2018-12-13","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   22",",,W","  -99",",,W","   29",",,W",,,,,,,,,,,"  130",",,W","  130",",,W","   63",",,W","   72",",,W",,,,,,,,
"USW00093013","2018-12-14","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   44",",,W"," -116",",,W","   24",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   63",",,W","   72",",,W",,,,,,,,
"USW00093013","2018-12-15","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   56",",,W","  -77",",,W","   24",",,W",,,,,,,,,,,"  330",",,W","  320",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00093013","2018-12-16","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   78",",,W","  -88",",,W","   26",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   54",",,W","   54",",,W",,,,,,,,
"USW00093013","2018-12-17","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   50",",,W","  -77",",,W","   25",",,W",,,,,,,,,,,"   30",",,W","   40",",,W","   54",",,W","   76",",,W",,,,,,,,
"USW00093013","2018-12-18","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   67",",,W","  -55",",,W","   15",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   58",",,W","   63",",,W",,,,,,,,
"USW00093013","2018-12-19","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   78",",,W","  -71",",,W","   26",",,W",,,,,,,,,,,"  310",",,W","  300",",,W","   72",",,W","  107",",,W",,,,,,,,
"USW00093013","2018-12-20","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   72",",,W","  -82",",,W","   22",",,W",,,,,,,,,,,"  160",",,W","  170",",,W","   58",",,W","   63",",,W",,,,,,,"    1",",,W"
"USW00093013","2018-12-21","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   22",",,W","  -60",",,W","   24",",,W",,,,,,,,,,,"  150",",,W","  160",",,W","   54",",,W","   58",",,W",,,,,,,,
"USW00093013","2018-12-22","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   50",",,W","  -66",",,W","   39",",,W",,,,,,,,,,,"  330",",,W","  320",",,W","  107",",,W","  134",",,W",,,,,,,,
"USW00093013","2018-12-23","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   39",",,W","  -88",",,W","   16",",,W",,,,,,,,,,,"  120",",,W","  140",",,W","   54",",,W","   63",",,W",,,,,,,,
"USW00093013","2018-12-24","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    3",",,W,2400",,,"   44",",,W","  -38",",,W","   15",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","   58",",,W","   67",",,W","    1",",,W",,,,,,
"USW00093013","2018-12-25","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"   78",",,W","  -38",",,W","   24",",,W",,,,,,,,,,,"   80",",,W","   80",",,W","   98",",,W","  139",",,W",,,,,,,,
"USW00093013","2018-12-26","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   79",",,W,2400",,,"   17",",,W","  -21",",,W","   26",",,W",,,,,,,,,,,"  310",",,W","  310",",,W","   76",",,W","  103",",,W","    1",",,W","    1",",,W",,,,
"USW00093013","2018-12-27","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  -21",",,W","  -77",",,W","   17",",,W",,,,,,,,,,,"  360",",,W","  360",",,W","   40",",,W","   54",",,W","    1",",,W",,,,,,
"USW00093013","2018-12-28","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  -60",",,W","  -93",",,W","   19",",,W",,,,,,,,,,,"  180",",,W","  340",",,W","   40",",,W","   58",",,W","    1",",,W",,,,,,
"USW00093013","2018-12-29","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  -43",",,W"," -121",",,W","   22",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   67",",,W","   76",",,W","    1",",,W",,,,,"    1",",,W"
"USW00093013","2018-12-30","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  -10",",,W"," -138",",,W","   18",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   54",",,W","   58",",,W",,,,,,,,
"USW00093013","2018-12-31","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   38",",,W,2400",,,"  -49",",,W"," -116",",,W","   30",",,W",,,,,,,,,,,"  340",",,W","  320",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,
"USW00093013","2019-01-01","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   33",",,W,2400",,,"  -99",",,W"," -232",",,W","   23",",,W",,,,,,,,,,,"  160",",,W","   30",",,W","   54",",,W","   58",",,W","    1",",,W",,,,,"    1",",,W"
"USW00093013","2019-01-02","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  -99",",,W"," -243",",,W","   24",",,W",,,,,,,,,,,"  140",",,W","  160",",,W","   45",",,W","   49",",,W","    1",",,W",,,,,"    1",",,W"
"USW00093013","2019-01-03","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  -43",",,W"," -205",",,W","   22",",,W",,,,,,,,,,,"  160",",,W","  150",",,W","   45",",,W","   49",",,W",,,,,,,,
"USW00093013","2019-01-04","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  -27",",,W"," -171",",,W","   19",",,W",,,,,,,,,,,"  160",",,W","  170",",,W","   54",",,W","   54",",,W","    1",",,W",,,,,"    1",",,W"
"USW00093013","2019-01-05","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  -16",",,W"," -166",",,W","   17",",,W",,,,,,,,,,,"   60",",,W","  220",",,W","   45",",,W","   58",",,W","    1",",,W",,,,,"    1",",,W"
"USW00093013","2019-01-06","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    8",",,W,2400",,,"   33",",,W","  -49",",,W","   17",",,W",,,,,,,,,,,"  330",",,W","  340",",,W","   45",",,W","   63",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00093013","2019-01-07","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   61",",,W","  -88",",,W","   25",",,W",,,,,,,,,,,"  210",",,W","  230",",,W","   89",",,W","  139",",,W","    1",",,W",,,,,"    1",",,W"
"USW00093013","2019-01-08","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   33",",,W","  -99",",,W","   22",",,W",,,,,,,,,,,"  170",",,W","  180",",,W","   54",",,W","   63",",,W",,,,,,,,
"USW00093013","2019-01-09","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   17",",,W","  -88",",,W","   26",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","   54",",,W","   58",",,W",,,,,,,,
"USW00093013","2019-01-10","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"   11",",,W","  -99",",,W","   20",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","   40",",,W","   45",",,W","    1",",,W",,,,,,
"USW00093013","2019-01-11","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    3",",,W,2400",,,"   -5",",,W","  -60",",,W","   10",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","   31",",,W","   36",",,W","    1",",,W",,,,,,
"USW00093013","2019-01-12","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   15",",,W,2400",,,"    6",",,W","  -99",",,W","   11",",,W",,,,,,,,,,,"  150",",,W","  140",",,W","   40",",,W","   45",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00093013","2019-01-13","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"    6",",,W"," -116",",,W","   19",",,W",,,,,,,,,,,"  150",",,W","  140",",,W","   45",",,W","   54",",,W","    1",",,W","    1",",,W",,,,
"USW00093013","2019-01-14","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"    6",",,W"," -138",",,W","   25",",,W",,,,,,,,,,,"  150",",,W","  140",",,W","   45",",,W","   54",",,W",,,,,,,"    1",",,W"
"USW00093013","2019-01-15","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"   39",",,W","  -99",",,W","   22",",,W",,,,,,,,,,,"   90",",,W","   90",",,W","   94",",,W","  125",",,W","    1",",,W",,,,,,
