"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00291910","2018-06-01","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  333",",,7","   61",",,7",,,,,"  206",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-02","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  361",",,7","   61",",,7",,,,,"  322",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-03","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  367",",,7","  233",",,7",,,,,"  322",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-04","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  350",",,7","  183",",,7",,,,,"  267",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-05","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  328",",,7","   72",",,7",,,,,"  278",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-06","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  339",",,7","  111",",,7",,,,,"  239",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-07","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  322",",,7","  111",",,7",,,,,"  239",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-08","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  356",",,7","  106",",,7",,,,,"  278",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-09","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  294",",,7","  144",",,7",,,,,"  261",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-10","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,,,"  106",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-11","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-12","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  378",",,7","   67",",,7",,,,,"  300",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-13","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  367",",,7","  106",",,7",,,,,"  267",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-14","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    3",",,7,2000",,,,,"  350",",,7","  139",",,7",,,,,"  211",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-15","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    8",",,7,2000",,,,,"  328",",,7","  156",",,7",,,,,"  217",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-16","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","  147",",,7,2000",,,,,"  233",",,7","  150",",,7",,,,,"  150",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-17","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0","T,,7,2000",,,,,"  267",",,7","  100",",,7",,,,,"  244",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-18","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  322",",,7","   94",",,7",,,,,"  278",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
"USC00291910","2018-06-19","32.834","-108.5048","1454.8","CLIFF 11 SE, NM US","    0",",,7,2000",,,,,"  333",",,7","  100",",,7",,,,,"  244",",,7,2000",,,,,,,,,,,,,,,,,,,,,,
