"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00425969","2018-01-26","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -11",",,7"," -122",",,7",,,,,,,,,,,"  -67",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-01-27","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7"," -133",",,7",,,,,,,,,,,"  -94",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-01-28","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-01-29","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7"," -122",",,7",,,,,,,,,,," -106",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-01-30","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7"," -106",",,7",,,,,,,,,,,"  -61",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-01-31","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -78",",,7",,,,,,,,,,,"  -72",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-01","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","  -78",",,7",,,,,,,,,,,"   67",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-02","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","  -56",",,7",,,,,,,,,,,"  -33",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-03","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  -33",",,7",,,,,,,,,,,"   -6",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-04","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-05","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   -6",",,7",,,,,,,,,,,"   78",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-06","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","    0",",,7",,,,,,,,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-07","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","  -89",",,7",,,,,,,,,,,"  -78",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-08","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","  -83",",,7",,,,,,,,,,,"  -50",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-09","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","  -67",",,7",,,,,,,,,,,"  -39",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-10","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","  -39",",,7",,,,,,,,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-11","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-12","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7"," -139",",,7",,,,,,,,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-13","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","  -50",",,7",,,,,,,,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-14","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","  -22",",,7",,,,,,,,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-15","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","  -28",",,7",,,,,,,,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-16","40.19404","-110.06087","1549.9","MYTON, UT US",,,,,,,"   61",",,7"," -117",",,7",,,,,,,,,,,"  -83",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-17","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","  -94",",,7",,,,,,,,,,,"  -44",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-18","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-19","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-20","40.19404","-110.06087","1549.9","MYTON, UT US",,,,,,,"  156",",,7"," -133",",,7",,,,,,,,,,," -128",",,7,0800",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,
"USC00425969","2018-02-21","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -56",",,7"," -167",",,7",,,,,,,,,,," -133",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-22","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -33",",,7"," -133",",,7",,,,,,,,,,,"  -89",",,7,0800",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,
"USC00425969","2018-02-23","40.19404","-110.06087","1549.9","MYTON, UT US","   10",",,7,0800","   10",",,7,0800",,,"  -11",",,7","  -89",",,7",,,,,,,,,,,"  -56",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-24","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","    6",",,7","  -94",",,7",,,,,,,,,,,"  -72",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-25","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-26","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   28",",,7"," -156",",,7",,,,,,,,,,,"  -94",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-27","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7"," -106",",,7",,,,,,,,,,,"  -67",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-02-28","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","  -67",",,7",,,,,,,,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-01","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -83",",,7",,,,,,,,,,,"  -39",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-02","40.19404","-110.06087","1549.9","MYTON, UT US",,,,,"    0",",,7,0800","   61",",,7","  -78",",,7",,,,,,,,,,,"  -39",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-03","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","  -61",",,7",,,,,,,,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-04","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-05","40.19404","-110.06087","1549.9","MYTON, UT US",,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-06","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-07","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-08","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-09","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-10","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-11","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-12","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7"," -111",",,7",,,,,,,,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-13","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","    0",",,7",,,,,,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-14","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","    0",",,7",,,,,,,,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-15","40.19404","-110.06087","1549.9","MYTON, UT US",,,,,"    0",",,7,0800","  172",",,7","    0",",,7",,,,,,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-16","40.19404","-110.06087","1549.9","MYTON, UT US",,,,,"    0",",,7,0800","  111",",,7","  -17",",,7",,,,,,,,,,,"   -6",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-17","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","  -22",",,7",,,,,,,,,,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-18","40.19404","-110.06087","1549.9","MYTON, UT US",,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-19","40.19404","-110.06087","1549.9","MYTON, UT US",,,"    0",",,7,0800","    0",",,7,0800","  139",",,7"," -100",",,7","    2",",,7",,,,,"   23",",,7",,,"  -83",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-20","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","  -83",",,7",,,,,,,,,,,"  -44",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-21","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","  -44",",,7",,,,,,,,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-22","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","    6",",,7",,,,,,,,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-23","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   39",",,7",,,,,,,,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-24","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  -28",",,7",,,,,,,,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-25","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-26","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","  -22",",,7",,,,,,,,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-27","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","  -67",",,7",,,,,,,,,,,"  -39",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-28","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","  -39",",,7",,,,,,,,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-29","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-30","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  167",",,7","  -39",",,7",,,,,,,,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-03-31","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","    6",",,7",,,,,,,,,,,"   50",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-04-01","40.19404","-110.06087","1549.9","MYTON, UT US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-04-02","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","   -6",",,7",,,,,,,,,,,"   39",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-04-03","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7","  -72",",,7",,,,,,,,,,,"  -39",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-04-04","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","  -61",",,7",,,,,,,,,,,"  -28",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-04-05","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  167",",,7","  -28",",,7",,,,,,,,,,,"   39",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00425969","2018-04-06","40.19404","-110.06087","1549.9","MYTON, UT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   39",",,7",,,,,,,,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
