"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00014931","2018-07-31","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  278",",,W","  156",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  219","H,,S",,,,,,,"   10",",,W","   10",",,W",,,,,,,"   63",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-01","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  300",",,W","  144",",,W",,,,,"   26",",,W",,,,,,,,,,,,,"  221","H,,S",,,,,,,"  210",",,W","  220",",,W",,,,,,,"   63",",,W","   98",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-02","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    3",",,W,",,,,,"  289",",,W","  183",",,W",,,,,"   26",",,W",,,,,,,,,,,,,"  232","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,"   58",",,W","   81",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-03","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  322",",,W","  183",",,W",,,,,"   23",",,W",,,,,,,,,,,,,"  250","H,,S",,,,,,,"  180",",,W","  190",",,W",,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-04","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  317",",,W","  200",",,W",,,,,"   41",",,W",,,,,,,,,,,,,"  259","H,,S",,,,,,,"  180",",,W","  180",",,W",,,,,,,"   81",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-05","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  333",",,W","  222",",,W",,,,,"   41",",,W",,,,,,,,,,,,,"  274","H,,S",,,,,,,"  190",",,W","  210",",,W",,,,,,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-06","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","  173",",,W,",,,,,"  311",",,W","  211",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  262","H,,S",,,,,,,"  350",",,W","  350",",,W",,,,,,,"   76",",,W","  130",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-07","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    3",",,W,",,,,,"  272",",,W","  200",",,W",,,,,"   26",",,W",,,,,,,,,,,,,"  236","H,,S",,,,,,,"  210",",,W","  220",",,W",,,,,,,"   58",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-08","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  294",",,W","  178",",,W",,,,,"   18",",,W",,,,,,,,,,,,,"  230","H,,S",,,,,,,"  300",",,W","  310",",,W",,,,,,,"   45",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-09","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  328",",,W","  167",",,W",,,,,"   26",",,W",,,,,,,,,,,,,"  245","H,,S",,,,,,,"  200",",,W","  200",",,W",,,,,,,"   67",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-10","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  306",",,W","  178",",,W",,,,,"   22",",,W",,,,,,,,,,,,,"  251","H,,S",,,,,,,"   20",",,W","  360",",,W",,,,,,,"   63",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-11","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  317",",,W","  156",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"  237","H,,S",,,,,,,"   40",",,W","   60",",,W",,,,,,,"   40",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-12","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  317",",,W","  172",",,W",,,,,"    9",",,W",,,,,,,,,,,,,"  246","H,,S",,,,,,,"  110",",,W","  100",",,W",,,,,,,"   40",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-13","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  317",",,W","  167",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"  243","H,,S",,,,,,,"  200",",,W","  100",",,W",,,,,,,"   40",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-14","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","   28",",,W,",,,,,"  306",",,W","  183",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  245","H,,S",,,,,,,"  210",",,W","  210",",,W",,,,,,,"   81",",,W","  121",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-15","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    5",",,W,",,,,,"  283",",,W","  222",",,W",,,,,"   19",",,W",,,,,,,,,,,,,"  244","H,,S",,,,,,,"   60",",,W","   90",",,W",,,,,,,"   54",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-16","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    3",",,W,",,,,,"  322",",,W","  211",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  251","H,,S",,,,,,,"   20",",,W","  250",",,W",,,,,,,"   58",",,W","   76",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-17","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","   58",",,W,",,,,,"  278",",,W","  194",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  232","H,,S",,,,,,,"   40",",,W","   30",",,W",,,,,,,"   94",",,W","  125",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-18","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  294",",,W","  189",",,W",,,,,"   18",",,W",,,,,,,,,,,,,"  237","H,,S",,,,,,,"  100",",,W","   90",",,W",,,,,,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-19","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  294",",,W","  183",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"  237","H,,S",,,,,,,"  120",",,W","  120",",,W",,,,,,,"   58",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-20","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","   69",",,W,",,,,,"  256",",,W","  194",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"  237","H,,S",,,,,,,"  190",",,W","  200",",,W",,,,,,,"   94",",,W","  134",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-21","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    3",",,W,",,,,,"  267",",,W","  172",",,W",,,,,"   49",",,W",,,,,,,,,,,,,"  221","H,,S",,,,,,,"  340",",,W","  330",",,W",,,,,,,"   94",",,W","  130",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-22","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  261",",,W","  122",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  201","H,,S",,,,,,,"  300",",,W","  290",",,W",,,,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-23","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  272",",,W","  111",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  191","H,,S",,,,,,,"  180",",,W","  210",",,W",,,,,,,"   76",",,W","  121",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-24","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","  135",",,W,",,,,,"  233",",,W","  172",",,W",,,,,"   53",",,W",,,,,,,,,,,,,"  198","H,,S",,,,,,,"  170",",,W","  170",",,W",,,,,,,"   89",",,W","  134",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-25","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  339",",,W","  217",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"  264","H,,S",,,,,,,"  250",",,W","  190",",,W",,,,,,,"   58",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-26","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","   10",",,W,",,,,,"  333",",,W","  222",",,W",,,,,"   39",",,W",,,,,,,,,,,,,"  271","H,,S",,,,,,,"  190",",,W","  200",",,W",,,,,,,"   76",",,W","  107",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-27","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  333",",,W","  239",",,W",,,,,"   66",",,W",,,,,,,,,,,,,"  281","H,,S",,,,,,,"  190",",,W","  190",",,W",,,,,,,"  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-28","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","  411",",,W,",,,,,"  328",",,W","  200",",,W",,,,,"   53",",,W",,,,,,,,,,,,,"  282","H,,S",,,,,,,"  250",",,W","  280",",,W",,,,,,,"  125",",,W","  197",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-29","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","   76",",,W,",,,,,"  250",",,W","  144",",,W",,,,,"   30",",,W",,,,,,,,,,,,,"  212","H,,S",,,,,,,"  150",",,W","  150",",,W",,,,,,,"   98",",,W","  139",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-30","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0",",,W,",,,,,"  261",",,W","  139",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  195","H,,S",,,,,,,"  110",",,W","  110",",,W",,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-08-31","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","    0","T,,W,",,,,,"  267",",,W","  194",",,W",,,,,"   42",",,W",,,,,,,,,,,,,"  222","H,,S",,,,,,,"  150",",,W","  150",",,W",,,,,,,"   81",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014931","2018-09-01","40.78333","-91.12528","210.9","BURLINGTON MUNICIPAL AIRPORT, IA US","   36",",,W,",,,,,"  317",",,W","  233",",,W",,,,,"   44",",,W",,,,,,,,,,,,,"  258","H,,S",,,,,,,"  190",",,W","  180",",,W",,,,,,,"   94",",,W","  139",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
