"USC00317845","2018-07-07","35.31099","-81.57096","249.9","SHELBY 2 NW, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  206",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,
"USC00317845","2018-07-08","35.31099","-81.57096","249.9","SHELBY 2 NW, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  150",",,7",,,,,,,,,"  150",",,7,0700",,,,,,,,,,,,,,
"USC00317845","2018-07-09","35.31099","-81.57096","249.9","SHELBY 2 NW, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  128",",,7",,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,
"USC00317845","2018-07-10","35.31099","-81.57096","249.9","SHELBY 2 NW, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  128",",,7",,,,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,
"USC00317845","2018-07-11","35.31099","-81.57096","249.9","SHELBY 2 NW, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  156",",,7",,,,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,
"USC00317845","2018-07-12","35.31099","-81.57096","249.9","SHELBY 2 NW, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  183",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,
"USC00317845","2018-07-13","35.31099","-81.57096","249.9","SHELBY 2 NW, NC US","   99",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  211",",,7",,,,,,,,,"  228",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00317845","2018-07-14","35.31099","-81.57096","249.9","SHELBY 2 NW, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  206",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,
"USC00317845","2018-07-15","35.31099","-81.57096","249.9","SHELBY 2 NW, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  200",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,
"USC00317845","2018-07-16","35.31099","-81.57096","249.9","SHELBY 2 NW, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  200",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,
