"USC00049855","2018-02-11","37.75027","-119.58972","1224.7","YOSEMITE PARK HEADQUARTERS, CA US","    0",",,7,0800",,,,,"  161",",,7","   11",",,7",,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00049855","2018-02-12","37.75027","-119.58972","1224.7","YOSEMITE PARK HEADQUARTERS, CA US","    0",",,7,0800",,,,,"  161",",,7","  -17",",,7",,,,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00049855","2018-02-13","37.75027","-119.58972","1224.7","YOSEMITE PARK HEADQUARTERS, CA US","    0",",,7,0800",,,,,"   61",",,7","  -11",",,7",,,,,,,"   -6",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00049855","2018-02-14","37.75027","-119.58972","1224.7","YOSEMITE PARK HEADQUARTERS, CA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  117",",,7","  -11",",,7",,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00049855","2018-02-15","37.75027","-119.58972","1224.7","YOSEMITE PARK HEADQUARTERS, CA US","    0",",,7,0800",,,,,"  111",",,7","  -17",",,7",,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00049855","2018-02-16","37.75027","-119.58972","1224.7","YOSEMITE PARK HEADQUARTERS, CA US","    0",",,7,0800",,,,,"  133",",,7","  -28",",,7",,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00049855","2018-02-17","37.75027","-119.58972","1224.7","YOSEMITE PARK HEADQUARTERS, CA US","    0",",,7,0800",,,,,"  144",",,7","  -28",",,7",,,,,,,"   50",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00049855","2018-02-18","37.75027","-119.58972","1224.7","YOSEMITE PARK HEADQUARTERS, CA US","    0",",,7,0800",,,,,"  172",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00049855","2018-02-19","37.75027","-119.58972","1224.7","YOSEMITE PARK HEADQUARTERS, CA US","   20",",,7,0800","   10",",,7,","    0",",,7,","  172",",,7","  -33",",,7",,,,,,,"  -28",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00049855","2018-02-20","37.75027","-119.58972","1224.7","YOSEMITE PARK HEADQUARTERS, CA US","   20",",,7,0800","   25",",,7,","   25",",,7,","  172",",,7","  -78",",,7",,,,,,,"  -72",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00049855","2018-02-21","37.75027","-119.58972","1224.7","YOSEMITE PARK HEADQUARTERS, CA US","    0",",,7,0800",,,,,"   50",",,7","  -72",",,7",,,,,,,"  -39",",,7,0800",,,,,,,,,,,,,,,,,,,,
