"USC00306538","2018-03-02","44.56551","-73.57042","155.4","PERU 2 WSW, NY US","   30",",,7,1800","   51",",,7,1800",,,"   22",",,7","  -22",",,7",,,,,,,,,"  -11",",,7,1800",,,,,,,,,,,,,,
"USC00306538","2018-03-03","44.56551","-73.57042","155.4","PERU 2 WSW, NY US","    0",",,7,1800","    0",",,7,1800",,,"   33",",,7","  -11",",,7",,,,,,,,,"   22",",,7,1800",,,,,,,,,,,,,,
"USC00306538","2018-03-04","44.56551","-73.57042","155.4","PERU 2 WSW, NY US","    0",",,7,1800","    0",",,7,1800",,,"   22",",,7","   -6",",,7",,,,,,,,,"   -6",",,7,1800",,,,,,,,,,,,,,
"USC00306538","2018-03-05","44.56551","-73.57042","155.4","PERU 2 WSW, NY US","    0","T,,7,1800","    0","T,,7,1800",,,"   22",",,7","  -22",",,7",,,,,,,,,"   17",",,7,1800",,,,,,,,,,,,,,
"USC00306538","2018-03-06","44.56551","-73.57042","155.4","PERU 2 WSW, NY US","    0",",,7,1800","    0",",,7,1800",,,"   44",",,7","  -67",",,7",,,,,,,,,"   28",",,7,1800",,,,,,,,,,,,,,
"USC00306538","2018-03-07","44.56551","-73.57042","155.4","PERU 2 WSW, NY US","    0",",,7,1800","    0",",,7,1800",,,"   28",",,7","  -33",",,7",,,,,,,,,"    0",",,7,1800",,,,,,,,,,,,,,
"USC00306538","2018-03-08","44.56551","-73.57042","155.4","PERU 2 WSW, NY US","  145",",,7,1800","  165",",,7,1800",,,"    0",",,7","  -28",",,7",,,,,,,,,"  -28",",,7,1800",,,,,,,,,,,,,,
"USC00306538","2018-03-09","44.56551","-73.57042","155.4","PERU 2 WSW, NY US","    0","T,,7,1800","    0","T,,7,1800",,,"   17",",,7","  -56",",,7",,,,,,,,,"  -17",",,7,1800",,,,,,,,,,,,,,
"USC00306538","2018-03-10","44.56551","-73.57042","155.4","PERU 2 WSW, NY US","    0",",,7,1800","    0",",,7,1800",,,"   22",",,7","  -61",",,7",,,,,,,,,"   11",",,7,1800",,,,,,,,,,,,,,
"USC00306538","2018-03-11","44.56551","-73.57042","155.4","PERU 2 WSW, NY US","    0",",,7,1800","    0",",,7,1800",,,"   22",",,7","  -28",",,7",,,,,,,,,"    6",",,7,1800",,,,,,,,,,,,,,
