"USC00502587","2018-07-06","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","    0",",,7,0900","    0",",,7","    0",",,7","  156",",,7","   94",",,7",,,,,,,,,,,"  100",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00502587","2018-07-07","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","   46",",,7,0900","    0",",,7","    0",",,7","  150",",,7","  100",",,7",,,,,,,,,,,"  117",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00502587","2018-07-08","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","    0",",,7,0900","    0",",,7","    0",",,7","  144",",,7","  100",",,7",,,,,,,,,,,"  111",",,7,0900",,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00502587","2018-07-09","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","   30",",,7,0900","    0",",,7","    0",",,7","  122",",,7","   78",",,7",,,,,,,,,,,"   78",",,7,0900",,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00502587","2018-07-10","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","    0",",,7,0900","    0",",,7","    0",",,7","  100",",,7","   72",",,7",,,,,,,,,,,"  100",",,7,0900",,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00502587","2018-07-11","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","    3",",,7,0900","    0",",,7","    0",",,7","  111",",,7","   33",",,7",,,,,,,,,,,"   78",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00502587","2018-07-12","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","    0","T,,7,0900","    0",",,7","    0",",,7","  144",",,7","   78",",,7",,,,,,,,,,,"  100",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00502587","2018-07-13","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","   58",",,7,0900","    0",",,7","    0",",,7","  128",",,7","   83",",,7",,,,,,,,,,,"   94",",,7,0900",,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00502587","2018-07-14","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","   99",",,7,0900","    0",",,7","    0",",,7","  144",",,7","   83",",,7",,,,,,,,,,,"   94",",,7,0900",,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00502587","2018-07-15","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","    0",",,7,0900","    0",",,7","    0",",,7","  139",",,7","   83",",,7",,,,,,,,,,,"   94",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00502587","2018-07-16","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","    0",",,7,0900","    0",",,7","    0",",,7","  128",",,7","   94",",,7",,,,,,,,,,,"  122",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00502587","2018-07-17","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","    0",",,7,0900","    0",",,7","    0",",,7","  133",",,7","   72",",,7",,,,,,,,,,,"  117",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00502587","2018-07-18","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","   13",",,7,0900","    0",",,7","    0",",,7","  122",",,7","   89",",,7",,,,,,,,,,,"   94",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00502587","2018-07-19","53.895","-166.5433","3.0","DUTCH HARBOR, AK US","   23",",,7,0900","    0",",,7","    0",",,7","  106",",,7","   89",",,7",,,,,,,,,,,"   89",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,,,,,
